epoch (ms),time (-13:00),elapsed (s),x-axis (T),y-axis (T),z-axis (T)
1574111396976,2019-11-18T16:09:56.976,0.000,0.000036500,0.000049937,-0.000021937
1574111397026,2019-11-18T16:09:57.026,0.050,0.000036500,0.000049937,-0.000023062
1574111397076,2019-11-18T16:09:57.076,0.100,0.000036125,0.000050313,-0.000023438
1574111397126,2019-11-18T16:09:57.126,0.150,0.000035812,0.000050688,-0.000023812
1574111397176,2019-11-18T16:09:57.176,0.200,0.000036125,0.000050313,-0.000022687
1574111397226,2019-11-18T16:09:57.226,0.250,0.000035438,0.000049250,-0.000022313
1574111397276,2019-11-18T16:09:57.276,0.300,0.000036500,0.000049937,-0.000022687
1574111397326,2019-11-18T16:09:57.326,0.350,0.000035438,0.000050688,-0.000024250
1574111397376,2019-11-18T16:09:57.376,0.400,0.000036500,0.000050688,-0.000022687
1574111397426,2019-11-18T16:09:57.426,0.450,0.000036500,0.000051062,-0.000022313
1574111397476,2019-11-18T16:09:57.476,0.500,0.000037625,0.000050688,-0.000023500
1574111397526,2019-11-18T16:09:57.526,0.550,0.000037250,0.000049625,-0.000023062
1574111397576,2019-11-18T16:09:57.576,0.600,0.000037625,0.000050688,-0.000023438
1574111397626,2019-11-18T16:09:57.626,0.650,0.000038687,0.000050688,-0.000023500
1574111397676,2019-11-18T16:09:57.676,0.700,0.000038687,0.000052125,-0.000023062
1574111397726,2019-11-18T16:09:57.726,0.750,0.000039750,0.000050688,-0.000023500
1574111397776,2019-11-18T16:09:57.776,0.800,0.000040500,0.000052500,-0.000025000
1574111397826,2019-11-18T16:09:57.826,0.850,0.000040875,0.000052125,-0.000026125
1574111397876,2019-11-18T16:09:57.876,0.900,0.000042688,0.000052125,-0.000025750
1574111397926,2019-11-18T16:09:57.926,0.950,0.000043750,0.000052125,-0.000026500
1574111397976,2019-11-18T16:09:57.976,1.000,0.000045187,0.000052500,-0.000025000
1574111398026,2019-11-18T16:09:58.026,1.050,0.000047000,0.000053563,-0.000024250
1574111398076,2019-11-18T16:09:58.076,1.100,0.000047750,0.000053937,-0.000025000
1574111398126,2019-11-18T16:09:58.126,1.150,0.000049562,0.000053937,-0.000023500
1574111398176,2019-11-18T16:09:58.176,1.200,0.000051688,0.000055000,-0.000023875
1574111398226,2019-11-18T16:09:58.226,1.250,0.000054250,0.000054688,-0.000021937
1574111398276,2019-11-18T16:09:58.276,1.300,0.000055687,0.000055375,-0.000022313
1574111398326,2019-11-18T16:09:58.326,1.350,0.000056438,0.000055000,-0.000022750
1574111398376,2019-11-18T16:09:58.376,1.400,0.000055312,0.000053937,-0.000024625
1574111398426,2019-11-18T16:09:58.426,1.450,0.000054625,0.000053937,-0.000025750
1574111398476,2019-11-18T16:09:58.476,1.500,0.000052437,0.000052500,-0.000025375
1574111398526,2019-11-18T16:09:58.526,1.550,0.000051375,0.000052500,-0.000025750
1574111398576,2019-11-18T16:09:58.576,1.600,0.000047375,0.000051437,-0.000025000
1574111398626,2019-11-18T16:09:58.626,1.650,0.000045187,0.000051750,-0.000025000
1574111398676,2019-11-18T16:09:58.676,1.700,0.000043375,0.000051062,-0.000026125
1574111398726,2019-11-18T16:09:58.726,1.750,0.000044500,0.000051750,-0.000024625
1574111398776,2019-11-18T16:09:58.776,1.800,0.000045187,0.000051437,-0.000025000
1574111398826,2019-11-18T16:09:58.826,1.850,0.000044500,0.000050688,-0.000025375
1574111398876,2019-11-18T16:09:58.876,1.900,0.000045563,0.000051437,-0.000025750
1574111398926,2019-11-18T16:09:58.926,1.950,0.000045187,0.000051062,-0.000025000
1574111398976,2019-11-18T16:09:58.976,2.000,0.000046625,0.000051437,-0.000024250
1574111399026,2019-11-18T16:09:59.026,2.050,0.000046625,0.000051437,-0.000023875
1574111399076,2019-11-18T16:09:59.076,2.100,0.000048438,0.000051062,-0.000022313
1574111399126,2019-11-18T16:09:59.126,2.150,0.000050625,0.000052500,-0.000023125
1574111399176,2019-11-18T16:09:59.176,2.200,0.000052437,0.000052500,-0.000023125
1574111399226,2019-11-18T16:09:59.226,2.250,0.000054250,0.000052875,-0.000023875
1574111399276,2019-11-18T16:09:59.276,2.300,0.000055312,0.000052500,-0.000021937
1574111399326,2019-11-18T16:09:59.326,2.350,0.000056063,0.000051750,-0.000022313
1574111399376,2019-11-18T16:09:59.376,2.400,0.000054937,0.000051750,-0.000021187
1574111399426,2019-11-18T16:09:59.426,2.450,0.000054937,0.000052125,-0.000021187
1574111399476,2019-11-18T16:09:59.476,2.500,0.000054625,0.000051750,-0.000020437
1574111399526,2019-11-18T16:09:59.526,2.550,0.000052437,0.000052125,-0.000020813
1574111399576,2019-11-18T16:09:59.576,2.600,0.000052062,0.000051437,-0.000022313
1574111399626,2019-11-18T16:09:59.626,2.650,0.000051375,0.000050313,-0.000024250
1574111399676,2019-11-18T16:09:59.676,2.700,0.000050625,0.000049625,-0.000026875
1574111399726,2019-11-18T16:09:59.726,2.750,0.000049187,0.000047813,-0.000029562
1574111399776,2019-11-18T16:09:59.776,2.800,0.000046250,0.000046687,-0.000030312
1574111399826,2019-11-18T16:09:59.826,2.850,0.000045938,0.000045625,-0.000032188
1574111399876,2019-11-18T16:09:59.876,2.900,0.000044500,0.000045250,-0.000034500
1574111399926,2019-11-18T16:09:59.926,2.950,0.000045938,0.000044563,-0.000033312
1574111399976,2019-11-18T16:09:59.976,3.000,0.000046625,0.000046312,-0.000032188
1574111400026,2019-11-18T16:10:00.026,3.050,0.000048438,0.000047062,-0.000031437
1574111400076,2019-11-18T16:10:00.076,3.100,0.000050625,0.000048125,-0.000029938
1574111400126,2019-11-18T16:10:00.126,3.150,0.000053125,0.000049625,-0.000027250
1574111400176,2019-11-18T16:10:00.176,3.200,0.000053875,0.000050688,-0.000025000
1574111400226,2019-11-18T16:10:00.226,3.250,0.000056063,0.000052125,-0.000022313
1574111400276,2019-11-18T16:10:00.276,3.300,0.000054250,0.000051750,-0.000022687
1574111400326,2019-11-18T16:10:00.326,3.350,0.000052812,0.000052125,-0.000023500
1574111400376,2019-11-18T16:10:00.376,3.400,0.000052812,0.000051437,-0.000022687
1574111400426,2019-11-18T16:10:00.426,3.450,0.000053125,0.000052125,-0.000021563
1574111400476,2019-11-18T16:10:00.476,3.500,0.000052062,0.000051062,-0.000023500
1574111400526,2019-11-18T16:10:00.526,3.550,0.000052062,0.000052500,-0.000024625
1574111400576,2019-11-18T16:10:00.576,3.600,0.000052812,0.000051437,-0.000023500
1574111400626,2019-11-18T16:10:00.626,3.650,0.000051688,0.000051437,-0.000025375
1574111400676,2019-11-18T16:10:00.676,3.700,0.000051375,0.000050688,-0.000026875
1574111400726,2019-11-18T16:10:00.726,3.750,0.000051000,0.000049937,-0.000027250
1574111400776,2019-11-18T16:10:00.776,3.800,0.000051000,0.000049937,-0.000027250
1574111400826,2019-11-18T16:10:00.826,3.850,0.000051375,0.000049937,-0.000028812
1574111400876,2019-11-18T16:10:00.876,3.900,0.000051688,0.000051062,-0.000028812
1574111400926,2019-11-18T16:10:00.926,3.950,0.000052812,0.000051750,-0.000028000
1574111400976,2019-11-18T16:10:00.976,4.000,0.000054250,0.000052875,-0.000028000
1574111401026,2019-11-18T16:10:01.026,4.050,0.000056750,0.000053188,-0.000027250
1574111401076,2019-11-18T16:10:01.076,4.100,0.000058938,0.000052875,-0.000028000
1574111401126,2019-11-18T16:10:01.126,4.150,0.000058562,0.000053937,-0.000027250
1574111401176,2019-11-18T16:10:01.176,4.200,0.000059687,0.000053563,-0.000025750
1574111401226,2019-11-18T16:10:01.226,4.250,0.000058938,0.000053563,-0.000026500
1574111401276,2019-11-18T16:10:01.276,4.300,0.000057500,0.000054688,-0.000025375
1574111401326,2019-11-18T16:10:01.326,4.350,0.000056438,0.000054312,-0.000024625
1574111401376,2019-11-18T16:10:01.376,4.400,0.000056438,0.000055000,-0.000024625
1574111401426,2019-11-18T16:10:01.426,4.450,0.000055312,0.000055750,-0.000026500
1574111401476,2019-11-18T16:10:01.476,4.500,0.000058938,0.000054688,-0.000025750
1574111401526,2019-11-18T16:10:01.526,4.550,0.000058250,0.000053563,-0.000026875
1574111401576,2019-11-18T16:10:01.576,4.600,0.000059313,0.000053937,-0.000026875
1574111401626,2019-11-18T16:10:01.626,4.650,0.000058562,0.000053188,-0.000026125
1574111401676,2019-11-18T16:10:01.676,4.700,0.000057125,0.000053937,-0.000025375
1574111401726,2019-11-18T16:10:01.726,4.750,0.000059313,0.000053937,-0.000027625
1574111401776,2019-11-18T16:10:01.776,4.800,0.000060750,0.000054688,-0.000025750
1574111401826,2019-11-18T16:10:01.826,4.850,0.000062937,0.000054312,-0.000025000
1574111401876,2019-11-18T16:10:01.876,4.900,0.000064750,0.000055750,-0.000023125
1574111401926,2019-11-18T16:10:01.926,4.950,0.000066875,0.000055375,-0.000020813
1574111401976,2019-11-18T16:10:01.976,5.000,0.000069063,0.000056125,-0.000018562
1574111402026,2019-11-18T16:10:02.026,5.050,0.000069437,0.000054688,-0.000018562
1574111402076,2019-11-18T16:10:02.076,5.100,0.000069437,0.000054688,-0.000015125
1574111402126,2019-11-18T16:10:02.126,5.150,0.000069437,0.000055750,-0.000015875
1574111402176,2019-11-18T16:10:02.176,5.200,0.000070875,0.000055000,-0.000015125
1574111402226,2019-11-18T16:10:02.226,5.250,0.000070188,0.000055375,-0.000013625
1574111402276,2019-11-18T16:10:02.276,5.300,0.000069813,0.000056500,-0.000013625
1574111402326,2019-11-18T16:10:02.326,5.350,0.000071625,0.000055375,-0.000013250
1574111402376,2019-11-18T16:10:02.376,5.400,0.000072688,0.000053937,-0.000012875
1574111402426,2019-11-18T16:10:02.426,5.450,0.000074125,0.000052875,-0.000011312
1574111402476,2019-11-18T16:10:02.476,5.500,0.000074125,0.000053188,-0.000010563
1574111402526,2019-11-18T16:10:02.526,5.550,0.000074500,0.000052125,-0.000010563
1574111402576,2019-11-18T16:10:02.576,5.600,0.000073750,0.000051062,-0.000010563
1574111402626,2019-11-18T16:10:02.626,5.650,0.000074500,0.000051437,-0.000009813
1574111402676,2019-11-18T16:10:02.676,5.700,0.000075563,0.000051062,-0.000009813
1574111402726,2019-11-18T16:10:02.726,5.750,0.000075250,0.000050313,-0.000009438
1574111402776,2019-11-18T16:10:02.776,5.800,0.000075563,0.000051062,-0.000009062
1574111402826,2019-11-18T16:10:02.826,5.850,0.000076312,0.000050313,-0.000009813
1574111402876,2019-11-18T16:10:02.876,5.900,0.000076688,0.000050313,-0.000010563
1574111402926,2019-11-18T16:10:02.926,5.950,0.000077062,0.000049250,-0.000014375
1574111402976,2019-11-18T16:10:02.976,6.000,0.000078125,0.000048875,-0.000017812
1574111403026,2019-11-18T16:10:03.026,6.050,0.000076312,0.000048125,-0.000021187
1574111403076,2019-11-18T16:10:03.076,6.100,0.000074500,0.000047813,-0.000024625
1574111403126,2019-11-18T16:10:03.126,6.150,0.000073063,0.000047062,-0.000026875
1574111403176,2019-11-18T16:10:03.176,6.200,0.000071938,0.000047813,-0.000027625
1574111403226,2019-11-18T16:10:03.226,6.250,0.000071938,0.000047438,-0.000028750
1574111403276,2019-11-18T16:10:03.276,6.300,0.000071250,0.000046687,-0.000028750
1574111403326,2019-11-18T16:10:03.326,6.350,0.000071250,0.000044875,-0.000030312
1574111403376,2019-11-18T16:10:03.376,6.400,0.000073437,0.000044188,-0.000029938
1574111403426,2019-11-18T16:10:03.426,6.450,0.000072312,0.000043063,-0.000030688
1574111403476,2019-11-18T16:10:03.476,6.500,0.000074125,0.000043063,-0.000030688
1574111403526,2019-11-18T16:10:03.526,6.550,0.000072688,0.000042000,-0.000029562
1574111403576,2019-11-18T16:10:03.576,6.600,0.000072688,0.000043063,-0.000028375
1574111403626,2019-11-18T16:10:03.626,6.650,0.000073437,0.000041250,-0.000027250
1574111403676,2019-11-18T16:10:03.676,6.700,0.000073750,0.000042000,-0.000027250
1574111403726,2019-11-18T16:10:03.726,6.750,0.000073437,0.000040937,-0.000028375
1574111403776,2019-11-18T16:10:03.776,6.800,0.000073750,0.000041625,-0.000028000
1574111403826,2019-11-18T16:10:03.826,6.850,0.000073750,0.000040562,-0.000026875
1574111403876,2019-11-18T16:10:03.876,6.900,0.000073750,0.000040562,-0.000026125
1574111403926,2019-11-18T16:10:03.926,6.950,0.000074500,0.000040937,-0.000027250
1574111403976,2019-11-18T16:10:03.976,7.000,0.000073437,0.000039813,-0.000027625
1574111404026,2019-11-18T16:10:04.026,7.050,0.000074500,0.000040188,-0.000025750
1574111404076,2019-11-18T16:10:04.076,7.100,0.000074500,0.000039813,-0.000023875
1574111404126,2019-11-18T16:10:04.126,7.150,0.000074500,0.000040188,-0.000021937
1574111404176,2019-11-18T16:10:04.176,7.200,0.000075563,0.000039813,-0.000019312
1574111404226,2019-11-18T16:10:04.226,7.250,0.000075563,0.000039437,-0.000020437
1574111404276,2019-11-18T16:10:04.276,7.300,0.000072688,0.000040562,-0.000021563
1574111404326,2019-11-18T16:10:04.326,7.350,0.000068000,0.000042750,-0.000024250
1574111404376,2019-11-18T16:10:04.376,7.400,0.000060375,0.000043812,-0.000025375
1574111404426,2019-11-18T16:10:04.426,7.450,0.000052812,0.000044563,-0.000023062
1574111404476,2019-11-18T16:10:04.476,7.500,0.000045938,0.000044563,-0.000015875
1574111404526,2019-11-18T16:10:04.526,7.550,0.000044500,0.000045625,-0.000008312
1574111404576,2019-11-18T16:10:04.576,7.600,0.000049187,0.000043812,-0.000003750
1574111404626,2019-11-18T16:10:04.626,7.650,0.000050625,0.000043812,-0.000000750
1574111404676,2019-11-18T16:10:04.676,7.700,0.000051688,0.000043812,0.000001500
1574111404726,2019-11-18T16:10:04.726,7.750,0.000053500,0.000043437,0.000001125
1574111404776,2019-11-18T16:10:04.776,7.800,0.000053500,0.000043063,0.000001125
1574111404826,2019-11-18T16:10:04.826,7.850,0.000054625,0.000043812,-0.000000750
1574111404876,2019-11-18T16:10:04.876,7.900,0.000054937,0.000043437,-0.000000375
1574111404926,2019-11-18T16:10:04.926,7.950,0.000055312,0.000043437,0.000000000
1574111404976,2019-11-18T16:10:04.976,8.000,0.000056063,0.000044563,0.000000375
1574111405026,2019-11-18T16:10:05.026,8.050,0.000057125,0.000043812,0.000000375
1574111405076,2019-11-18T16:10:05.076,8.100,0.000054625,0.000043812,0.000001500
1574111405126,2019-11-18T16:10:05.126,8.150,0.000053500,0.000043812,0.000001500
1574111405176,2019-11-18T16:10:05.176,8.200,0.000053125,0.000044875,0.000002625
1574111405226,2019-11-18T16:10:05.226,8.250,0.000051375,0.000045625,0.000001500
1574111405276,2019-11-18T16:10:05.276,8.300,0.000051000,0.000045250,0.000000750
1574111405326,2019-11-18T16:10:05.326,8.350,0.000050250,0.000046312,0.000000375
1574111405376,2019-11-18T16:10:05.376,8.400,0.000049875,0.000047062,0.000000750
1574111405426,2019-11-18T16:10:05.426,8.450,0.000047750,0.000047062,0.000002625
1574111405476,2019-11-18T16:10:05.476,8.500,0.000047375,0.000047438,0.000000750
1574111405526,2019-11-18T16:10:05.526,8.550,0.000043750,0.000047813,0.000001875
1574111405576,2019-11-18T16:10:05.576,8.600,0.000043000,0.000045625,0.000001875
1574111405626,2019-11-18T16:10:05.626,8.650,0.000041188,0.000044875,0.000002250
1574111405676,2019-11-18T16:10:05.676,8.700,0.000040875,0.000044563,0.000001875
1574111405726,2019-11-18T16:10:05.726,8.750,0.000041562,0.000045625,0.000002625
1574111405776,2019-11-18T16:10:05.776,8.800,0.000043000,0.000045625,0.000003000
1574111405826,2019-11-18T16:10:05.826,8.850,0.000043000,0.000046687,0.000003000
1574111405876,2019-11-18T16:10:05.876,8.900,0.000041937,0.000046687,0.000002250
1574111405926,2019-11-18T16:10:05.926,8.950,0.000043000,0.000047062,0.000001875
1574111405976,2019-11-18T16:10:05.976,9.000,0.000042312,0.000047438,0.000001875
1574111406026,2019-11-18T16:10:06.026,9.050,0.000040875,0.000048125,0.000002250
1574111406076,2019-11-18T16:10:06.076,9.100,0.000039062,0.000049250,0.000000375
1574111406126,2019-11-18T16:10:06.126,9.150,0.000039375,0.000050313,0.000000375
1574111406176,2019-11-18T16:10:06.176,9.200,0.000041188,0.000049937,-0.000000375
1574111406226,2019-11-18T16:10:06.226,9.250,0.000042312,0.000052125,0.000000750
1574111406276,2019-11-18T16:10:06.276,9.300,0.000042688,0.000051437,0.000001500
1574111406326,2019-11-18T16:10:06.326,9.350,0.000043375,0.000052500,0.000002625
1574111406376,2019-11-18T16:10:06.376,9.400,0.000042312,0.000051375,0.000002625
1574111406426,2019-11-18T16:10:06.426,9.450,0.000041937,0.000051375,0.000002250
1574111406476,2019-11-18T16:10:06.476,9.500,0.000042688,0.000051062,0.000003750
1574111406526,2019-11-18T16:10:06.526,9.550,0.000043750,0.000051062,0.000005250
1574111406576,2019-11-18T16:10:06.576,9.600,0.000045187,0.000051062,0.000006813
