epoch (ms),time (-13:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1574110231299,2019-11-18T15:50:31.299,0.000,3.537,-4.329,9.268
1574110231309,2019-11-18T15:50:31.309,0.010,3.598,-4.268,9.085
1574110231319,2019-11-18T15:50:31.319,0.020,3.354,-3.963,9.085
1574110231329,2019-11-18T15:50:31.329,0.030,2.988,-4.024,8.720
1574110231339,2019-11-18T15:50:31.339,0.040,2.744,-4.024,8.049
1574110231349,2019-11-18T15:50:31.349,0.050,2.744,-3.963,7.744
1574110231359,2019-11-18T15:50:31.359,0.060,3.171,-3.659,7.622
1574110231369,2019-11-18T15:50:31.369,0.070,3.598,-3.354,7.317
1574110231379,2019-11-18T15:50:31.379,0.080,3.537,-2.927,6.829
1574110231389,2019-11-18T15:50:31.389,0.090,3.415,-2.500,6.280
1574110231399,2019-11-18T15:50:31.399,0.100,3.537,-2.012,5.793
1574110231409,2019-11-18T15:50:31.409,0.110,3.720,-1.585,5.366
1574110231419,2019-11-18T15:50:31.419,0.120,3.963,-1.280,5.244
1574110231429,2019-11-18T15:50:31.429,0.130,4.146,-1.037,4.939
1574110231439,2019-11-18T15:50:31.439,0.140,3.902,-0.915,4.268
1574110231449,2019-11-18T15:50:31.449,0.150,3.476,-0.915,3.598
1574110231459,2019-11-18T15:50:31.459,0.160,3.415,-1.037,3.049
1574110231469,2019-11-18T15:50:31.469,0.170,3.476,-1.280,2.378
1574110231479,2019-11-18T15:50:31.479,0.180,3.598,-1.646,1.646
1574110231489,2019-11-18T15:50:31.489,0.190,3.720,-2.134,1.037
1574110231499,2019-11-18T15:50:31.499,0.200,4.146,-2.744,0.366
1574110231509,2019-11-18T15:50:31.509,0.210,4.573,-3.537,-0.061
1574110231519,2019-11-18T15:50:31.519,0.220,4.817,-4.024,-0.366
1574110231529,2019-11-18T15:50:31.529,0.230,5.183,-4.634,-0.366
1574110231539,2019-11-18T15:50:31.539,0.240,5.305,-5.244,-0.427
1574110231549,2019-11-18T15:50:31.549,0.250,5.366,-5.610,-0.610
1574110231559,2019-11-18T15:50:31.559,0.260,5.366,-5.976,-0.671
1574110231569,2019-11-18T15:50:31.569,0.270,5.427,-6.220,-0.549
1574110231579,2019-11-18T15:50:31.579,0.280,5.305,-6.341,-0.427
1574110231589,2019-11-18T15:50:31.589,0.290,5.061,-6.341,-0.427
1574110231599,2019-11-18T15:50:31.599,0.300,4.695,-6.524,-0.305
1574110231609,2019-11-18T15:50:31.609,0.310,4.329,-6.646,-0.183
1574110231619,2019-11-18T15:50:31.619,0.320,3.659,-6.829,-0.427
1574110231629,2019-11-18T15:50:31.629,0.330,3.049,-7.012,-0.610
1574110231639,2019-11-18T15:50:31.639,0.340,2.805,-7.195,-0.244
1574110231649,2019-11-18T15:50:31.649,0.350,2.378,-7.256,0.427
1574110231659,2019-11-18T15:50:31.659,0.360,1.585,-7.378,1.037
1574110231669,2019-11-18T15:50:31.669,0.370,0.854,-7.378,1.402
1574110231679,2019-11-18T15:50:31.679,0.380,0.488,-7.195,1.646
1574110231689,2019-11-18T15:50:31.689,0.390,-0.366,-6.951,1.159
1574110231699,2019-11-18T15:50:31.699,0.400,-1.829,-6.707,0.061
1574110231709,2019-11-18T15:50:31.709,0.410,-3.293,-6.341,-1.159
1574110231719,2019-11-18T15:50:31.719,0.420,-4.390,-6.098,-2.317
1574110231729,2019-11-18T15:50:31.729,0.430,-5.122,-5.854,-3.598
1574110231739,2019-11-18T15:50:31.739,0.440,-5.976,-5.793,-4.634
1574110231749,2019-11-18T15:50:31.749,0.450,-6.646,-5.610,-4.878
1574110231759,2019-11-18T15:50:31.759,0.460,-7.256,-5.549,-4.512
1574110231769,2019-11-18T15:50:31.769,0.470,-8.171,-5.610,-4.085
