epoch (ms),time (-13:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1574111396966,2019-11-18T16:09:56.966,0.000,0.535,-0.829,-0.133
1574111396976,2019-11-18T16:09:56.976,0.010,0.532,-0.834,-0.132
1574111396986,2019-11-18T16:09:56.986,0.020,0.531,-0.841,-0.128
1574111396996,2019-11-18T16:09:56.996,0.030,0.537,-0.835,-0.136
1574111397006,2019-11-18T16:09:57.006,0.040,0.527,-0.824,-0.139
1574111397016,2019-11-18T16:09:57.016,0.050,0.529,-0.831,-0.140
1574111397026,2019-11-18T16:09:57.026,0.060,0.532,-0.840,-0.143
1574111397036,2019-11-18T16:09:57.036,0.070,0.522,-0.833,-0.149
1574111397046,2019-11-18T16:09:57.046,0.080,0.517,-0.821,-0.153
1574111397056,2019-11-18T16:09:57.056,0.090,0.522,-0.819,-0.153
1574111397066,2019-11-18T16:09:57.066,0.100,0.521,-0.819,-0.153
1574111397076,2019-11-18T16:09:57.076,0.110,0.520,-0.819,-0.154
1574111397086,2019-11-18T16:09:57.086,0.120,0.525,-0.826,-0.153
1574111397096,2019-11-18T16:09:57.096,0.130,0.525,-0.840,-0.164
1574111397106,2019-11-18T16:09:57.106,0.140,0.529,-0.847,-0.168
1574111397116,2019-11-18T16:09:57.116,0.150,0.530,-0.839,-0.171
1574111397126,2019-11-18T16:09:57.126,0.160,0.533,-0.830,-0.169
1574111397136,2019-11-18T16:09:57.136,0.170,0.539,-0.829,-0.173
1574111397146,2019-11-18T16:09:57.146,0.180,0.546,-0.832,-0.176
1574111397156,2019-11-18T16:09:57.156,0.190,0.550,-0.842,-0.180
1574111397166,2019-11-18T16:09:57.166,0.200,0.555,-0.858,-0.185
1574111397176,2019-11-18T16:09:57.176,0.210,0.555,-0.863,-0.189
1574111397186,2019-11-18T16:09:57.186,0.220,0.552,-0.852,-0.186
1574111397196,2019-11-18T16:09:57.196,0.230,0.551,-0.846,-0.185
1574111397206,2019-11-18T16:09:57.206,0.240,0.553,-0.843,-0.180
1574111397216,2019-11-18T16:09:57.216,0.250,0.555,-0.842,-0.174
1574111397226,2019-11-18T16:09:57.226,0.260,0.561,-0.839,-0.168
1574111397236,2019-11-18T16:09:57.236,0.270,0.564,-0.837,-0.167
1574111397246,2019-11-18T16:09:57.246,0.280,0.553,-0.819,-0.166
