epoch (ms),time (-13:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1574109755246,2019-11-18T15:42:35.246,0.000,-1.402,5.488,0.244
1574109755256,2019-11-18T15:42:35.256,0.010,-1.402,5.000,-0.061
1574109755266,2019-11-18T15:42:35.266,0.020,-1.524,5.244,0.305
1574109755276,2019-11-18T15:42:35.276,0.030,-1.341,5.122,0.244
1574109755286,2019-11-18T15:42:35.286,0.040,-1.341,4.939,0.061
1574109755296,2019-11-18T15:42:35.296,0.050,-1.341,4.756,0.061
1574109755306,2019-11-18T15:42:35.306,0.060,-1.280,4.634,0.000
1574109755316,2019-11-18T15:42:35.316,0.070,-1.220,4.512,-0.122
1574109755326,2019-11-18T15:42:35.326,0.080,-0.915,4.634,-0.061
1574109755336,2019-11-18T15:42:35.336,0.090,-0.488,4.756,0.183
1574109755346,2019-11-18T15:42:35.346,0.100,-0.183,4.817,0.488
1574109755356,2019-11-18T15:42:35.356,0.110,-0.366,4.939,0.610
1574109755366,2019-11-18T15:42:35.366,0.120,-0.549,4.878,0.793
1574109755376,2019-11-18T15:42:35.376,0.130,-0.488,4.939,1.037
1574109755386,2019-11-18T15:42:35.386,0.140,-0.305,5.122,1.280
1574109755396,2019-11-18T15:42:35.396,0.150,-0.061,5.244,1.585
1574109755406,2019-11-18T15:42:35.406,0.160,0.000,5.305,1.768
1574109755416,2019-11-18T15:42:35.416,0.170,-0.122,5.366,1.646
1574109755426,2019-11-18T15:42:35.426,0.180,-0.305,5.549,1.585
1574109755436,2019-11-18T15:42:35.436,0.190,-0.427,5.793,1.402
1574109755446,2019-11-18T15:42:35.446,0.200,-0.732,5.976,1.524
1574109755456,2019-11-18T15:42:35.456,0.210,-1.098,6.159,1.646
1574109755466,2019-11-18T15:42:35.466,0.220,-1.463,6.341,1.646
1574109755476,2019-11-18T15:42:35.476,0.230,-1.829,6.524,1.585
1574109755486,2019-11-18T15:42:35.486,0.240,-2.012,6.707,1.585
1574109755496,2019-11-18T15:42:35.496,0.250,-2.317,6.890,1.402
1574109755506,2019-11-18T15:42:35.506,0.260,-2.622,7.134,1.280
1574109755516,2019-11-18T15:42:35.516,0.270,-2.866,7.317,1.159
1574109755526,2019-11-18T15:42:35.526,0.280,-3.110,7.500,1.037
1574109755536,2019-11-18T15:42:35.536,0.290,-3.415,7.744,0.793
1574109755546,2019-11-18T15:42:35.546,0.300,-3.720,8.049,0.732
1574109755556,2019-11-18T15:42:35.556,0.310,-3.841,8.171,0.732
