epoch (ms),time (-13:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1568490585722,2019-09-14T15:49:45.722,0.000,-0.122,-0.915,1.646
1568490585732,2019-09-14T15:49:45.732,0.010,-0.183,-0.488,1.585
1568490585742,2019-09-14T15:49:45.742,0.020,-0.366,-0.671,1.402
1568490585752,2019-09-14T15:49:45.752,0.030,-0.549,-0.549,0.915
1568490585762,2019-09-14T15:49:45.762,0.040,-0.671,-0.366,0.610
1568490585772,2019-09-14T15:49:45.772,0.050,-0.854,-0.183,0.427
1568490585782,2019-09-14T15:49:45.782,0.060,-0.915,0.000,0.244
1568490585792,2019-09-14T15:49:45.792,0.070,-0.976,0.183,0.061
1568490585802,2019-09-14T15:49:45.802,0.080,-0.793,0.183,-0.183
1568490585812,2019-09-14T15:49:45.812,0.090,-0.671,0.244,-0.366
1568490585822,2019-09-14T15:49:45.822,0.100,-0.793,0.366,-0.610
1568490585832,2019-09-14T15:49:45.832,0.110,-0.549,0.427,-0.854
1568490585842,2019-09-14T15:49:45.842,0.120,-0.366,0.427,-1.098
1568490585852,2019-09-14T15:49:45.852,0.130,-0.366,0.427,-1.341
1568490585862,2019-09-14T15:49:45.862,0.140,-0.366,0.427,-1.585
1568490585872,2019-09-14T15:49:45.872,0.150,-0.366,0.549,-1.463
1568490585882,2019-09-14T15:49:45.882,0.160,-0.366,0.671,-1.463
1568490585892,2019-09-14T15:49:45.892,0.170,-0.366,0.793,-1.341
1568490585902,2019-09-14T15:49:45.902,0.180,-0.610,0.793,-1.220
1568490585912,2019-09-14T15:49:45.912,0.190,-0.549,0.793,-0.976
1568490585922,2019-09-14T15:49:45.922,0.200,-0.488,0.854,-0.854
1568490585932,2019-09-14T15:49:45.932,0.210,-0.610,0.793,-0.671
1568490585942,2019-09-14T15:49:45.942,0.220,-0.671,0.793,-0.549
1568490585952,2019-09-14T15:49:45.952,0.230,-0.732,0.976,-0.305
1568490585962,2019-09-14T15:49:45.962,0.240,-0.854,0.976,-0.183
1568490585972,2019-09-14T15:49:45.972,0.250,-0.854,0.976,0.000
1568490585982,2019-09-14T15:49:45.982,0.260,-1.037,1.037,0.061
1568490585992,2019-09-14T15:49:45.992,0.270,-1.037,1.159,0.000
1568490586002,2019-09-14T15:49:46.002,0.280,-0.976,1.098,-0.122
1568490586012,2019-09-14T15:49:46.012,0.290,-0.793,1.159,-0.122
1568490586022,2019-09-14T15:49:46.022,0.300,-0.671,1.037,-0.183
1568490586032,2019-09-14T15:49:46.032,0.310,-0.671,0.976,-0.305
1568490586042,2019-09-14T15:49:46.042,0.320,-0.732,1.098,-0.305
1568490586052,2019-09-14T15:49:46.052,0.330,-0.793,1.159,-0.427
1568490586062,2019-09-14T15:49:46.062,0.340,-0.793,1.159,-0.549
1568490586072,2019-09-14T15:49:46.072,0.350,-0.793,1.159,-0.427
1568490586082,2019-09-14T15:49:46.082,0.360,-0.976,1.159,-0.305
1568490586092,2019-09-14T15:49:46.092,0.370,-1.037,1.098,-0.305
1568490586102,2019-09-14T15:49:46.102,0.380,-0.976,1.098,-0.427
1568490586112,2019-09-14T15:49:46.112,0.390,-0.976,1.098,-0.427
