epoch (ms),time (-13:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1568489994930,2019-09-14T15:39:54.930,0.000,2.683,1.829,-5.244
1568489994940,2019-09-14T15:39:54.940,0.010,2.744,1.951,-5.549
1568489994950,2019-09-14T15:39:54.950,0.020,1.890,0.732,-5.427
1568489994960,2019-09-14T15:39:54.960,0.030,1.890,-0.549,-5.244
1568489994970,2019-09-14T15:39:54.970,0.040,2.317,-1.220,-4.451
1568489994980,2019-09-14T15:39:54.980,0.050,1.341,-1.524,-3.598
1568489994990,2019-09-14T15:39:54.990,0.060,0.427,-1.890,-2.805
1568489995000,2019-09-14T15:39:55.000,0.070,-0.305,-1.646,-2.195
1568489995010,2019-09-14T15:39:55.010,0.080,-1.890,-0.488,-1.768
1568489995020,2019-09-14T15:39:55.020,0.090,-4.451,1.341,-1.585
1568489995030,2019-09-14T15:39:55.030,0.100,-6.037,2.744,-1.646
1568489995040,2019-09-14T15:39:55.040,0.110,-5.671,3.232,-2.256
1568489995050,2019-09-14T15:39:55.050,0.120,-4.512,3.171,-3.293
1568489995060,2019-09-14T15:39:55.060,0.130,-3.415,2.683,-4.390
1568489995070,2019-09-14T15:39:55.070,0.140,-2.195,1.768,-5.427
1568489995080,2019-09-14T15:39:55.080,0.150,-1.585,1.159,-6.098
1568489995090,2019-09-14T15:39:55.090,0.160,-1.585,0.854,-6.463
1568489995100,2019-09-14T15:39:55.100,0.170,-1.768,0.488,-6.585
1568489995110,2019-09-14T15:39:55.110,0.180,-1.768,0.122,-6.524
1568489995120,2019-09-14T15:39:55.120,0.190,-1.463,-0.305,-6.463
1568489995130,2019-09-14T15:39:55.130,0.200,-1.280,-0.915,-6.341
1568489995140,2019-09-14T15:39:55.140,0.210,-1.280,-1.220,-6.159
1568489995150,2019-09-14T15:39:55.150,0.220,-1.280,-1.646,-6.037
1568489995160,2019-09-14T15:39:55.160,0.230,-1.159,-2.073,-5.549
1568489995170,2019-09-14T15:39:55.170,0.240,-0.793,-2.622,-5.183
