epoch (ms),time (-13:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1568489872928,2019-09-14T15:37:52.928,0.000,-5.671,3.720,2.439
1568489872938,2019-09-14T15:37:52.938,0.010,-5.732,4.207,2.988
1568489872948,2019-09-14T15:37:52.948,0.020,-5.549,4.024,3.110
1568489872958,2019-09-14T15:37:52.958,0.030,-4.756,3.841,3.902
1568489872968,2019-09-14T15:37:52.968,0.040,-3.841,3.476,4.878
1568489872978,2019-09-14T15:37:52.978,0.050,-2.927,2.927,5.732
1568489872988,2019-09-14T15:37:52.988,0.060,-2.073,2.439,6.220
1568489872998,2019-09-14T15:37:52.998,0.070,-1.463,2.012,6.768
1568489873008,2019-09-14T15:37:53.008,0.080,-1.037,1.585,7.500
1568489873018,2019-09-14T15:37:53.018,0.090,-0.732,1.280,8.476
1568489873028,2019-09-14T15:37:53.028,0.100,-0.671,1.037,9.329
1568489873038,2019-09-14T15:37:53.038,0.110,-0.610,0.854,10.244
1568489873048,2019-09-14T15:37:53.048,0.120,-0.061,0.610,11.159
1568489873058,2019-09-14T15:37:53.058,0.130,0.244,0.488,12.012
1568489873068,2019-09-14T15:37:53.068,0.140,0.671,0.549,13.232
1568489873078,2019-09-14T15:37:53.078,0.150,1.159,0.671,14.878
1568489873088,2019-09-14T15:37:53.088,0.160,1.707,0.854,16.220
1568489873098,2019-09-14T15:37:53.098,0.170,2.134,0.854,17.012
1568489873108,2019-09-14T15:37:53.108,0.180,2.622,0.854,17.317
1568489873118,2019-09-14T15:37:53.118,0.190,2.744,0.915,17.744
1568489873128,2019-09-14T15:37:53.128,0.200,2.927,0.793,18.476
1568489873138,2019-09-14T15:37:53.138,0.210,3.293,0.732,19.878
1568489873148,2019-09-14T15:37:53.148,0.220,3.537,0.671,20.976
1568489873158,2019-09-14T15:37:53.158,0.230,4.085,0.549,21.402
1568489873168,2019-09-14T15:37:53.168,0.240,4.878,0.305,21.280
1568489873178,2019-09-14T15:37:53.178,0.250,5.305,0.244,20.732
1568489873188,2019-09-14T15:37:53.188,0.260,5.183,0.061,20.366
1568489873198,2019-09-14T15:37:53.198,0.270,4.695,-0.061,20.488
1568489873208,2019-09-14T15:37:53.208,0.280,4.024,0.061,20.915
1568489873218,2019-09-14T15:37:53.218,0.290,3.598,0.000,20.915
1568489873228,2019-09-14T15:37:53.228,0.300,3.598,-0.244,20.244
1568489873238,2019-09-14T15:37:53.238,0.310,3.476,-0.488,19.512
1568489873248,2019-09-14T15:37:53.248,0.320,2.988,-0.549,19.085
1568489873258,2019-09-14T15:37:53.258,0.330,2.622,-0.610,18.598
