epoch (ms),time (-13:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1568489873017,2019-09-14T15:37:53.017,0.000,-0.279,0.939,0.076
1568489873027,2019-09-14T15:37:53.027,0.010,-0.284,0.946,0.076
1568489873037,2019-09-14T15:37:53.037,0.020,-0.278,0.939,0.073
1568489873047,2019-09-14T15:37:53.047,0.030,-0.275,0.941,0.070
1568489873057,2019-09-14T15:37:53.057,0.040,-0.272,0.943,0.067
1568489873067,2019-09-14T15:37:53.067,0.050,-0.267,0.943,0.064
1568489873077,2019-09-14T15:37:53.077,0.060,-0.261,0.941,0.066
1568489873087,2019-09-14T15:37:53.087,0.070,-0.260,0.937,0.064
1568489873097,2019-09-14T15:37:53.097,0.080,-0.266,0.934,0.064
1568489873107,2019-09-14T15:37:53.107,0.090,-0.262,0.938,0.062
1568489873117,2019-09-14T15:37:53.117,0.100,-0.257,0.940,0.062
1568489873127,2019-09-14T15:37:53.127,0.110,-0.250,0.946,0.058
1568489873137,2019-09-14T15:37:53.137,0.120,-0.250,0.949,0.057
1568489873147,2019-09-14T15:37:53.147,0.130,-0.259,0.941,0.057
1568489873157,2019-09-14T15:37:53.157,0.140,-0.259,0.935,0.056
1568489873167,2019-09-14T15:37:53.167,0.150,-0.256,0.936,0.055
1568489873177,2019-09-14T15:37:53.177,0.160,-0.251,0.942,0.056
1568489873187,2019-09-14T15:37:53.187,0.170,-0.246,0.952,0.059
1568489873197,2019-09-14T15:37:53.197,0.180,-0.241,0.961,0.056
1568489873207,2019-09-14T15:37:53.207,0.190,-0.250,0.957,0.053
1568489873217,2019-09-14T15:37:53.217,0.200,-0.251,0.949,0.050
1568489873227,2019-09-14T15:37:53.227,0.210,-0.244,0.947,0.052
1568489873237,2019-09-14T15:37:53.237,0.220,-0.240,0.952,0.053
1568489873247,2019-09-14T15:37:53.247,0.230,-0.233,0.952,0.052
1568489873257,2019-09-14T15:37:53.257,0.240,-0.225,0.953,0.056
1568489873267,2019-09-14T15:37:53.267,0.250,-0.213,0.959,0.057
1568489873277,2019-09-14T15:37:53.277,0.260,-0.208,0.968,0.057
1568489873287,2019-09-14T15:37:53.287,0.270,-0.206,0.965,0.055
1568489873297,2019-09-14T15:37:53.297,0.280,-0.208,0.959,0.058
1568489873307,2019-09-14T15:37:53.307,0.290,-0.206,0.954,0.058
1568489873317,2019-09-14T15:37:53.317,0.300,-0.203,0.954,0.057
1568489873327,2019-09-14T15:37:53.327,0.310,-0.195,0.959,0.065
