epoch (ms),time (-13:00),elapsed (s),pressure (Pa)
1568490461530,2019-09-14T15:47:41.530,0.000,99190.766
1568490461666,2019-09-14T15:47:41.666,0.136,99191.688
1568490461801,2019-09-14T15:47:41.801,0.271,99189.078
1568490461937,2019-09-14T15:47:41.937,0.407,99189.078
1568490462073,2019-09-14T15:47:42.073,0.543,99189.078
1568490462208,2019-09-14T15:47:42.208,0.678,99190.383
1568490462344,2019-09-14T15:47:42.344,0.814,99184.703
1568490462479,2019-09-14T15:47:42.479,0.949,99186.016
1568490462615,2019-09-14T15:47:42.615,1.085,99188.156
1568490462751,2019-09-14T15:47:42.751,1.221,99186.844
1568490462886,2019-09-14T15:47:42.886,1.356,99181.602
1568490463022,2019-09-14T15:47:43.022,1.492,99184.219
1568490463159,2019-09-14T15:47:43.159,1.629,99186.750
1568490463293,2019-09-14T15:47:43.293,1.763,99189.359
1568490463430,2019-09-14T15:47:43.430,1.900,99188.055
1568490463566,2019-09-14T15:47:43.566,2.036,99187.188
1568490463702,2019-09-14T15:47:43.702,2.172,99187.188
1568490463837,2019-09-14T15:47:43.837,2.307,99188.055
1568490463973,2019-09-14T15:47:43.973,2.443,99187.188
1568490464108,2019-09-14T15:47:44.108,2.578,99189.813
1568490464244,2019-09-14T15:47:44.244,2.714,99192.336
1568490464380,2019-09-14T15:47:44.380,2.850,99192.813
1568490464515,2019-09-14T15:47:44.515,2.985,99183.266
1568490464651,2019-09-14T15:47:44.651,3.121,99190.195
1568490464788,2019-09-14T15:47:44.788,3.258,99187.578
1568490464922,2019-09-14T15:47:44.922,3.392,99189.359
1568490465059,2019-09-14T15:47:45.059,3.529,99187.578
1568490465193,2019-09-14T15:47:45.193,3.663,99188.406
1568490465330,2019-09-14T15:47:45.330,3.800,99188.891
1568490465466,2019-09-14T15:47:45.466,3.936,99185.789
1568490465601,2019-09-14T15:47:45.601,4.071,99191.500
1568490465737,2019-09-14T15:47:45.737,4.207,99188.891
1568490465873,2019-09-14T15:47:45.873,4.343,99186.750
