epoch (ms),time (-13:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1568494509321,2019-09-14T16:55:09.321,0.000,-2.195,-0.976,3.841
1568494509331,2019-09-14T16:55:09.331,0.010,-2.256,-1.220,3.902
1568494509341,2019-09-14T16:55:09.341,0.020,-2.439,-0.793,3.720
1568494509351,2019-09-14T16:55:09.351,0.030,-2.744,-0.793,3.963
1568494509361,2019-09-14T16:55:09.361,0.040,-2.744,-0.732,4.024
1568494509371,2019-09-14T16:55:09.371,0.050,-3.110,-0.671,4.268
1568494509381,2019-09-14T16:55:09.381,0.060,-3.476,-0.549,4.573
1568494509391,2019-09-14T16:55:09.391,0.070,-3.537,-0.549,4.756
1568494509401,2019-09-14T16:55:09.401,0.080,-3.659,-0.732,4.939
1568494509411,2019-09-14T16:55:09.411,0.090,-3.963,-0.793,4.878
1568494509421,2019-09-14T16:55:09.421,0.100,-4.207,-0.976,4.756
1568494509431,2019-09-14T16:55:09.431,0.110,-4.268,-1.159,4.573
1568494509441,2019-09-14T16:55:09.441,0.120,-4.268,-1.402,4.146
1568494509451,2019-09-14T16:55:09.451,0.130,-4.390,-1.707,3.598
1568494509461,2019-09-14T16:55:09.461,0.140,-4.817,-1.829,3.171
1568494509471,2019-09-14T16:55:09.471,0.150,-5.122,-2.012,2.805
1568494509481,2019-09-14T16:55:09.481,0.160,-5.122,-2.073,2.439
1568494509491,2019-09-14T16:55:09.491,0.170,-5.244,-2.256,2.134
1568494509501,2019-09-14T16:55:09.501,0.180,-5.061,-2.683,1.829
1568494509511,2019-09-14T16:55:09.511,0.190,-4.695,-3.110,1.524
1568494509521,2019-09-14T16:55:09.521,0.200,-4.756,-3.476,1.585
1568494509531,2019-09-14T16:55:09.531,0.210,-4.878,-3.720,2.012
1568494509541,2019-09-14T16:55:09.541,0.220,-5.000,-3.780,2.683
1568494509551,2019-09-14T16:55:09.551,0.230,-5.061,-3.841,3.537
1568494509561,2019-09-14T16:55:09.561,0.240,-5.366,-3.720,5.000
1568494509571,2019-09-14T16:55:09.571,0.250,-5.793,-3.354,7.012
1568494509581,2019-09-14T16:55:09.581,0.260,-6.524,-2.927,8.537
1568494509591,2019-09-14T16:55:09.591,0.270,-6.220,-3.110,8.720
