epoch (ms),time (-13:00),elapsed (s),pressure (Pa)
1568490585772,2019-09-14T15:49:45.772,0.000,99194.484
1568490585907,2019-09-14T15:49:45.907,0.135,99190.563
1568490586043,2019-09-14T15:49:46.043,0.271,99192.703
1568490586178,2019-09-14T15:49:46.178,0.406,99185.313
1568490586314,2019-09-14T15:49:46.314,0.542,99189.117
1568490586450,2019-09-14T15:49:46.450,0.678,99183.531
1568490586585,2019-09-14T15:49:46.585,0.813,99194.844
1568490586721,2019-09-14T15:49:46.721,0.949,99187.813
1568490586858,2019-09-14T15:49:46.858,1.086,99187.453
1568490586992,2019-09-14T15:49:46.992,1.220,99184.016
1568490587129,2019-09-14T15:49:47.129,1.357,99186.977
1568490587263,2019-09-14T15:49:47.263,1.491,99186.148
1568490587400,2019-09-14T15:49:47.400,1.628,99185.313
1568490587536,2019-09-14T15:49:47.536,1.764,99181.836
1568490587671,2019-09-14T15:49:47.671,1.899,99184.359
1568490587807,2019-09-14T15:49:47.807,2.035,99181.742
1568490587943,2019-09-14T15:49:47.943,2.171,99179.602
1568490588079,2019-09-14T15:49:48.079,2.307,99180.078
1568490588214,2019-09-14T15:49:48.214,2.442,99176.500
1568490588350,2019-09-14T15:49:48.350,2.578,99185.672
1568490588485,2019-09-14T15:49:48.485,2.713,99181.742
1568490588621,2019-09-14T15:49:48.621,2.849,99186.148
1568490588758,2019-09-14T15:49:48.758,2.986,99177.461
1568490588892,2019-09-14T15:49:48.892,3.120,99181.266
1568490589029,2019-09-14T15:49:49.029,3.257,99178.289
1568490589165,2019-09-14T15:49:49.165,3.393,99183.438
1568490589300,2019-09-14T15:49:49.300,3.528,99180.813
1568490589436,2019-09-14T15:49:49.436,3.664,99182.125
1568490589571,2019-09-14T15:49:49.571,3.799,99182.125
1568490589707,2019-09-14T15:49:49.707,3.935,99177.813
1568490589843,2019-09-14T15:49:49.843,4.071,99182.953
1568490589978,2019-09-14T15:49:49.978,4.206,99176.891
1568490590114,2019-09-14T15:49:50.114,4.342,99172.953
1568490590250,2019-09-14T15:49:50.250,4.478,99177.719
1568490590385,2019-09-14T15:49:50.385,4.613,99177.719
1568490590521,2019-09-14T15:49:50.521,4.749,99185.094
1568490590656,2019-09-14T15:49:50.656,4.884,99184.266
1568490590792,2019-09-14T15:49:50.792,5.020,99183.781
1568490590928,2019-09-14T15:49:50.928,5.156,99187.719
1568490591063,2019-09-14T15:49:51.063,5.291,99189.031
1568490591199,2019-09-14T15:49:51.199,5.427,99182.953
1568490591336,2019-09-14T15:49:51.336,5.564,99185.094
1568490591470,2019-09-14T15:49:51.470,5.698,99184.266
1568490591607,2019-09-14T15:49:51.607,5.835,99183.781
1568490591741,2019-09-14T15:49:51.741,5.969,99194.266
1568490591878,2019-09-14T15:49:51.878,6.106,99182.031
1568490592014,2019-09-14T15:49:52.014,6.242,99182.125
1568490592149,2019-09-14T15:49:52.149,6.377,99182.484
1568490592285,2019-09-14T15:49:52.285,6.513,99186.406
1568490592421,2019-09-14T15:49:52.421,6.649,99184.656
1568490592556,2019-09-14T15:49:52.556,6.784,99186.797
1568490592692,2019-09-14T15:49:52.692,6.920,99188.102
1568490592828,2019-09-14T15:49:52.828,7.056,99182.484
1568490592963,2019-09-14T15:49:52.963,7.191,99187.273
1568490593099,2019-09-14T15:49:53.099,7.327,99183.344
1568490593234,2019-09-14T15:49:53.234,7.462,99181.172
1568490593370,2019-09-14T15:49:53.370,7.598,99185.961
1568490593507,2019-09-14T15:49:53.507,7.735,99179.406
1568490593641,2019-09-14T15:49:53.641,7.869,99185.828
1568490593778,2019-09-14T15:49:53.778,8.006,99184.172
1568490593914,2019-09-14T15:49:53.914,8.142,99181.547
1568490594049,2019-09-14T15:49:54.049,8.277,99179.281
1568490594185,2019-09-14T15:49:54.185,8.413,99184.523
1568490594320,2019-09-14T15:49:54.320,8.548,99197.266
1568490594456,2019-09-14T15:49:54.456,8.684,99184.523
1568490594592,2019-09-14T15:49:54.592,8.820,99185.484
1568490594727,2019-09-14T15:49:54.727,8.955,99176.313
1568490594863,2019-09-14T15:49:54.863,9.091,99182.859
1568490594999,2019-09-14T15:49:54.999,9.227,99178.930
1568490595134,2019-09-14T15:49:55.134,9.362,99176.313
1568490595270,2019-09-14T15:49:55.270,9.498,99180.242
1568490595406,2019-09-14T15:49:55.406,9.634,99185.000
1568490595541,2019-09-14T15:49:55.541,9.769,99176.313
1568490595677,2019-09-14T15:49:55.677,9.905,99176.313
1568490595812,2019-09-14T15:49:55.812,10.040,99177.625
1568490595948,2019-09-14T15:49:55.948,10.176,99182.484
1568490596085,2019-09-14T15:49:56.085,10.313,99177.141
1568490596219,2019-09-14T15:49:56.219,10.447,99182.383
1568490596356,2019-09-14T15:49:56.356,10.584,99178.453
1568490596492,2019-09-14T15:49:56.492,10.720,99183.688
1568490596627,2019-09-14T15:49:56.627,10.855,99177.625
1568490596763,2019-09-14T15:49:56.763,10.991,99182.859
1568490596899,2019-09-14T15:49:56.899,11.127,99180.594
1568490597034,2019-09-14T15:49:57.034,11.262,99180.242
1568490597170,2019-09-14T15:49:57.170,11.398,99178.453
1568490597306,2019-09-14T15:49:57.306,11.534,99180.148
1568490597441,2019-09-14T15:49:57.441,11.669,99177.977
1568490597577,2019-09-14T15:49:57.577,11.805,99179.281
1568490597714,2019-09-14T15:49:57.714,11.942,99181.906
1568490597848,2019-09-14T15:49:57.848,12.076,99181.070
1568490597985,2019-09-14T15:49:57.985,12.213,99182.859
1568490598119,2019-09-14T15:49:58.119,12.347,99181.070
1568490598256,2019-09-14T15:49:58.256,12.484,99184.523
1568490598392,2019-09-14T15:49:58.392,12.620,99189.414
1568490598527,2019-09-14T15:49:58.527,12.755,99180.242
1568490598663,2019-09-14T15:49:58.663,12.891,99186.797
1568490598799,2019-09-14T15:49:58.799,13.027,99184.523
1568490598934,2019-09-14T15:49:58.934,13.162,99182.383
1568490599070,2019-09-14T15:49:59.070,13.298,99175.484
1568490599206,2019-09-14T15:49:59.206,13.434,99177.977
1568490599341,2019-09-14T15:49:59.341,13.569,99183.211
1568490599477,2019-09-14T15:49:59.477,13.705,99180.594
1568490599612,2019-09-14T15:49:59.612,13.840,99185.391
1568490599748,2019-09-14T15:49:59.748,13.976,99184.078
1568490599884,2019-09-14T15:49:59.884,14.112,99182.766
1568490600019,2019-09-14T15:50:00.019,14.247,99184.078
1568490600155,2019-09-14T15:50:00.155,14.383,99179.766
1568490600292,2019-09-14T15:50:00.292,14.520,99188.008
1568490600426,2019-09-14T15:50:00.426,14.654,99184.078
1568490600563,2019-09-14T15:50:00.563,14.791,99184.906
1568490600697,2019-09-14T15:50:00.697,14.925,99189.672
1568490600834,2019-09-14T15:50:00.834,15.062,99180.148
1568490600970,2019-09-14T15:50:00.970,15.198,99186.219
1568490601105,2019-09-14T15:50:01.105,15.333,99185.391
1568490601241,2019-09-14T15:50:01.241,15.469,99184.906
1568490601377,2019-09-14T15:50:01.377,15.605,99181.906
1568490601512,2019-09-14T15:50:01.512,15.740,99179.766
1568490601648,2019-09-14T15:50:01.648,15.876,99182.383
1568490601784,2019-09-14T15:50:01.784,16.012,99174.047
1568490601919,2019-09-14T15:50:01.919,16.147,99181.461
1568490602055,2019-09-14T15:50:02.055,16.283,99178.844
1568490602190,2019-09-14T15:50:02.190,16.418,99182.289
1568490602326,2019-09-14T15:50:02.326,16.554,99177.977
1568490602463,2019-09-14T15:50:02.463,16.691,99177.047
1568490602597,2019-09-14T15:50:02.597,16.825,99177.531
1568490602734,2019-09-14T15:50:02.734,16.962,99178.359
1568490602870,2019-09-14T15:50:02.870,17.098,99180.047
1568490603005,2019-09-14T15:50:03.005,17.233,99178.359
1568490603141,2019-09-14T15:50:03.141,17.369,99180.500
1568490603277,2019-09-14T15:50:03.277,17.505,99180.047
1568490603412,2019-09-14T15:50:03.412,17.640,99177.047
1568490603548,2019-09-14T15:50:03.548,17.776,99179.188
1568490603683,2019-09-14T15:50:03.683,17.911,99184.430
1568490603819,2019-09-14T15:50:03.819,18.047,99180.047
1568490603955,2019-09-14T15:50:03.955,18.183,99178.742
1568490604090,2019-09-14T15:50:04.090,18.318,99180.047
1568490604226,2019-09-14T15:50:04.226,18.454,99183.125
1568490604363,2019-09-14T15:50:04.363,18.591,99187.914
1568490604497,2019-09-14T15:50:04.497,18.725,99188.008
1568490604634,2019-09-14T15:50:04.634,18.862,99185.742
1568490604768,2019-09-14T15:50:04.768,18.996,99182.766
1568490604905,2019-09-14T15:50:04.905,19.133,99185.828
1568490605041,2019-09-14T15:50:05.041,19.269,99181.461
1568490605176,2019-09-14T15:50:05.176,19.404,99180.594
1568490605312,2019-09-14T15:50:05.312,19.540,99184.523
1568490605448,2019-09-14T15:50:05.448,19.676,99183.211
1568490605583,2019-09-14T15:50:05.583,19.811,99184.523
1568490605719,2019-09-14T15:50:05.719,19.947,99182.289
1568490605855,2019-09-14T15:50:05.855,20.083,99183.602
