epoch (ms),time (-13:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1568494282885,2019-09-14T16:51:22.885,0.000,2.561,-3.476,1.341
1568494282895,2019-09-14T16:51:22.895,0.010,2.439,-3.110,2.012
1568494282905,2019-09-14T16:51:22.905,0.020,2.134,-3.293,1.890
1568494282915,2019-09-14T16:51:22.915,0.030,2.073,-3.293,2.073
1568494282925,2019-09-14T16:51:22.925,0.040,1.951,-3.110,2.256
1568494282935,2019-09-14T16:51:22.935,0.050,1.829,-2.988,2.256
1568494282945,2019-09-14T16:51:22.945,0.060,2.012,-2.927,2.195
1568494282955,2019-09-14T16:51:22.955,0.070,2.195,-2.744,2.073
1568494282965,2019-09-14T16:51:22.965,0.080,2.134,-2.439,2.073
1568494282975,2019-09-14T16:51:22.975,0.090,2.195,-2.195,2.073
1568494282985,2019-09-14T16:51:22.985,0.100,2.073,-2.012,2.195
1568494282995,2019-09-14T16:51:22.995,0.110,1.768,-1.646,2.134
1568494283005,2019-09-14T16:51:23.005,0.120,1.402,-1.402,2.134
1568494283015,2019-09-14T16:51:23.015,0.130,1.341,-1.159,2.073
1568494283025,2019-09-14T16:51:23.025,0.140,1.280,-0.976,2.012
1568494283035,2019-09-14T16:51:23.035,0.150,1.159,-0.793,2.073
1568494283045,2019-09-14T16:51:23.045,0.160,1.098,-0.488,2.256
1568494283055,2019-09-14T16:51:23.055,0.170,1.037,-0.366,2.195
1568494283065,2019-09-14T16:51:23.065,0.180,1.037,-0.244,2.073
1568494283075,2019-09-14T16:51:23.075,0.190,1.220,0.000,1.829
1568494283085,2019-09-14T16:51:23.085,0.200,1.463,0.122,1.524
1568494283095,2019-09-14T16:51:23.095,0.210,1.585,0.122,1.159
1568494283105,2019-09-14T16:51:23.105,0.220,1.646,0.305,0.915
1568494283115,2019-09-14T16:51:23.115,0.230,1.951,0.305,0.732
1568494283125,2019-09-14T16:51:23.125,0.240,2.012,0.366,0.915
1568494283135,2019-09-14T16:51:23.135,0.250,2.073,0.366,1.341
1568494283145,2019-09-14T16:51:23.145,0.260,2.073,0.488,1.890
1568494283155,2019-09-14T16:51:23.155,0.270,1.829,0.488,2.500
1568494283165,2019-09-14T16:51:23.165,0.280,1.829,0.488,2.744
1568494283175,2019-09-14T16:51:23.175,0.290,1.829,0.488,2.927
