epoch (ms),time (-13:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1568494387525,2019-09-14T16:53:07.525,0.000,0.488,6.037,-4.695
1568494387535,2019-09-14T16:53:07.535,0.010,0.854,6.220,-4.695
1568494387545,2019-09-14T16:53:07.545,0.020,1.220,6.220,-3.963
1568494387555,2019-09-14T16:53:07.555,0.030,1.585,6.037,-4.207
1568494387565,2019-09-14T16:53:07.565,0.040,1.890,5.976,-4.878
1568494387575,2019-09-14T16:53:07.575,0.050,2.256,5.976,-5.183
1568494387585,2019-09-14T16:53:07.585,0.060,2.805,6.098,-5.366
1568494387595,2019-09-14T16:53:07.595,0.070,2.744,6.402,-5.854
1568494387605,2019-09-14T16:53:07.605,0.080,2.927,6.463,-6.646
1568494387615,2019-09-14T16:53:07.615,0.090,3.354,6.585,-7.439
1568494387625,2019-09-14T16:53:07.625,0.100,3.171,6.829,-7.683
1568494387635,2019-09-14T16:53:07.635,0.110,2.744,7.195,-7.927
1568494387645,2019-09-14T16:53:07.645,0.120,2.683,7.439,-8.232
1568494387655,2019-09-14T16:53:07.655,0.130,2.256,7.805,-8.598
1568494387665,2019-09-14T16:53:07.665,0.140,1.890,8.049,-9.268
1568494387675,2019-09-14T16:53:07.675,0.150,1.585,8.354,-9.695
1568494387685,2019-09-14T16:53:07.685,0.160,1.280,8.415,-10.183
1568494387695,2019-09-14T16:53:07.695,0.170,0.793,8.598,-10.427
1568494387705,2019-09-14T16:53:07.705,0.180,0.244,8.659,-10.427
1568494387715,2019-09-14T16:53:07.715,0.190,0.244,8.598,-10.061
1568494387725,2019-09-14T16:53:07.725,0.200,0.488,8.354,-9.756
1568494387735,2019-09-14T16:53:07.735,0.210,0.976,7.927,-9.268
1568494387745,2019-09-14T16:53:07.745,0.220,1.829,7.317,-8.720
1568494387755,2019-09-14T16:53:07.755,0.230,3.598,6.220,-8.110
1568494387765,2019-09-14T16:53:07.765,0.240,5.732,5.000,-7.012
1568494387775,2019-09-14T16:53:07.775,0.250,7.439,3.720,-5.427
1568494387785,2019-09-14T16:53:07.785,0.260,9.329,2.195,-4.024
1568494387795,2019-09-14T16:53:07.795,0.270,11.463,0.732,-2.561
1568494387805,2019-09-14T16:53:07.805,0.280,12.195,0.000,-0.732
1568494387815,2019-09-14T16:53:07.815,0.290,12.378,-1.098,-0.732
1568494387825,2019-09-14T16:53:07.825,0.300,13.841,-2.744,-2.500
1568494387835,2019-09-14T16:53:07.835,0.310,14.634,-4.207,-3.415
1568494387845,2019-09-14T16:53:07.845,0.320,14.268,-5.183,-2.927
1568494387855,2019-09-14T16:53:07.855,0.330,14.451,-6.220,-2.317
1568494387865,2019-09-14T16:53:07.865,0.340,15.488,-8.049,-2.317
1568494387875,2019-09-14T16:53:07.875,0.350,16.402,-9.817,-2.378
1568494387885,2019-09-14T16:53:07.885,0.360,15.854,-11.280,-2.012
1568494387895,2019-09-14T16:53:07.895,0.370,15.000,-12.500,-1.341
1568494387905,2019-09-14T16:53:07.905,0.380,14.146,-13.659,-0.549
1568494387915,2019-09-14T16:53:07.915,0.390,13.110,-15.000,0.427
1568494387925,2019-09-14T16:53:07.925,0.400,12.317,-16.341,1.524
1568494387935,2019-09-14T16:53:07.935,0.410,11.402,-17.622,3.049
1568494387945,2019-09-14T16:53:07.945,0.420,10.305,-18.841,4.573
1568494387955,2019-09-14T16:53:07.955,0.430,9.085,-19.756,6.159
1568494387965,2019-09-14T16:53:07.965,0.440,7.622,-20.488,7.683
1568494387975,2019-09-14T16:53:07.975,0.450,6.280,-21.220,8.963
1568494387985,2019-09-14T16:53:07.985,0.460,5.366,-21.829,9.939
1568494387995,2019-09-14T16:53:07.995,0.470,5.549,-22.866,10.549
1568494388005,2019-09-14T16:53:08.005,0.480,6.646,-24.329,11.159
1568494388015,2019-09-14T16:53:08.015,0.490,7.195,-25.366,11.890
1568494388025,2019-09-14T16:53:08.025,0.500,6.951,-26.220,12.622
1568494388035,2019-09-14T16:53:08.035,0.510,7.378,-27.134,12.744
1568494388045,2019-09-14T16:53:08.045,0.520,7.927,-27.988,12.256
1568494388055,2019-09-14T16:53:08.055,0.530,8.049,-28.598,11.463
1568494388065,2019-09-14T16:53:08.065,0.540,8.354,-29.085,10.549
1568494388075,2019-09-14T16:53:08.075,0.550,8.902,-29.329,9.329
1568494388085,2019-09-14T16:53:08.085,0.560,9.085,-29.207,8.049
1568494388095,2019-09-14T16:53:08.095,0.570,9.451,-28.963,6.890
1568494388105,2019-09-14T16:53:08.105,0.580,9.451,-28.354,6.220
1568494388115,2019-09-14T16:53:08.115,0.590,9.268,-27.439,6.159
1568494388125,2019-09-14T16:53:08.125,0.600,9.024,-26.220,6.098
1568494388135,2019-09-14T16:53:08.135,0.610,8.171,-24.634,6.280
1568494388145,2019-09-14T16:53:08.145,0.620,7.134,-22.988,6.341
1568494388155,2019-09-14T16:53:08.155,0.630,6.951,-21.646,6.037
1568494388165,2019-09-14T16:53:08.165,0.640,7.439,-20.427,5.732
1568494388175,2019-09-14T16:53:08.175,0.650,7.622,-19.146,5.854
1568494388185,2019-09-14T16:53:08.185,0.660,7.561,-17.683,6.159
1568494388195,2019-09-14T16:53:08.195,0.670,7.744,-16.463,6.220
1568494388205,2019-09-14T16:53:08.205,0.680,8.598,-15.549,6.280
