epoch (ms),time (-13:00),elapsed (s),pressure (Pa)
1568494509301,2019-09-14T16:55:09.301,0.000,99147.719
1568494509436,2019-09-14T16:55:09.436,0.135,99141.219
1568494509572,2019-09-14T16:55:09.572,0.271,99144.656
1568494509708,2019-09-14T16:55:09.708,0.407,99137.703
1568494509843,2019-09-14T16:55:09.843,0.542,99142.906
1568494509979,2019-09-14T16:55:09.979,0.678,99139.438
1568494510114,2019-09-14T16:55:10.114,0.813,99141.141
1568494510250,2019-09-14T16:55:10.250,0.949,99147.656
1568494510387,2019-09-14T16:55:10.387,1.086,99142.445
1568494510521,2019-09-14T16:55:10.521,1.220,99132.023
1568494510658,2019-09-14T16:55:10.658,1.357,99142.445
1568494510794,2019-09-14T16:55:10.794,1.493,99137.625
1568494510929,2019-09-14T16:55:10.929,1.628,99144.578
1568494511065,2019-09-14T16:55:11.065,1.764,99138.063
1568494511200,2019-09-14T16:55:11.200,1.899,99141.531
1568494511336,2019-09-14T16:55:11.336,2.035,99141.141
1568494511472,2019-09-14T16:55:11.472,2.171,99137.703
1568494511607,2019-09-14T16:55:11.607,2.306,99140.852
1568494511743,2019-09-14T16:55:11.743,2.442,99139.984
1568494511879,2019-09-14T16:55:11.879,2.578,99146.133
1568494512014,2019-09-14T16:55:12.014,2.713,99144.438
1568494512150,2019-09-14T16:55:12.150,2.849,99138.859
1568494512285,2019-09-14T16:55:12.285,2.984,99141.945
1568494512421,2019-09-14T16:55:12.421,3.120,99144.656
1568494512557,2019-09-14T16:55:12.557,3.256,99141.648
1568494512692,2019-09-14T16:55:12.692,3.391,99142.484
1568494512828,2019-09-14T16:55:12.828,3.527,99140.891
1568494512965,2019-09-14T16:55:12.965,3.664,99141.250
1568494513099,2019-09-14T16:55:13.099,3.798,99141.797
1568494513236,2019-09-14T16:55:13.236,3.935,99144.398
1568494513370,2019-09-14T16:55:13.370,4.069,99141.430
1568494513507,2019-09-14T16:55:13.507,4.206,99135.828
1568494513643,2019-09-14T16:55:13.643,4.342,99141.500
1568494513779,2019-09-14T16:55:13.779,4.478,99138.438
1568494513914,2019-09-14T16:55:13.914,4.613,99144.578
1568494514050,2019-09-14T16:55:14.050,4.749,99139.375
1568494514185,2019-09-14T16:55:14.185,4.884,99143.281
1568494514321,2019-09-14T16:55:14.321,5.020,99138.969
1568494514457,2019-09-14T16:55:14.457,5.156,99141.109
1568494514592,2019-09-14T16:55:14.592,5.291,99145.953
1568494514728,2019-09-14T16:55:14.728,5.427,99139.047
1568494514865,2019-09-14T16:55:14.865,5.564,99140.344
1568494514999,2019-09-14T16:55:14.999,5.698,99141.180
1568494515136,2019-09-14T16:55:15.136,5.835,99142.953
1568494515270,2019-09-14T16:55:15.270,5.969,99142.117
1568494515407,2019-09-14T16:55:15.407,6.106,99143.422
1568494515543,2019-09-14T16:55:15.543,6.242,99137.742
1568494515678,2019-09-14T16:55:15.678,6.377,99143.781
1568494515814,2019-09-14T16:55:15.814,6.513,99144.250
1568494515950,2019-09-14T16:55:15.950,6.649,99142.484
1568494516085,2019-09-14T16:55:16.085,6.784,99147.688
1568494516221,2019-09-14T16:55:16.221,6.920,99144.250
1568494516356,2019-09-14T16:55:16.356,7.055,99143.781
1568494516492,2019-09-14T16:55:16.492,7.191,99140.344
1568494516628,2019-09-14T16:55:16.628,7.327,99143.422
1568494516763,2019-09-14T16:55:16.763,7.462,99139.984
1568494516899,2019-09-14T16:55:16.899,7.598,99142.594
1568494517036,2019-09-14T16:55:17.036,7.735,99137.375
1568494517170,2019-09-14T16:55:17.170,7.869,99143.023
1568494517307,2019-09-14T16:55:17.307,8.006,99138.211
1568494517441,2019-09-14T16:55:17.441,8.140,99147.797
1568494517578,2019-09-14T16:55:17.578,8.277,99140.422
1568494517714,2019-09-14T16:55:17.714,8.413,99146.930
1568494517849,2019-09-14T16:55:17.849,8.548,99143.492
1568494517985,2019-09-14T16:55:17.985,8.684,99139.586
1568494518121,2019-09-14T16:55:18.121,8.820,99143.969
1568494518256,2019-09-14T16:55:18.256,8.955,99144.867
1568494518392,2019-09-14T16:55:18.392,9.091,99142.734
1568494518528,2019-09-14T16:55:18.528,9.227,99141.500
1568494518663,2019-09-14T16:55:18.663,9.362,99138.063
1568494518799,2019-09-14T16:55:18.799,9.498,99137.672
1568494518934,2019-09-14T16:55:18.934,9.633,99141.109
1568494519070,2019-09-14T16:55:19.070,9.769,99139.438
1568494519206,2019-09-14T16:55:19.206,9.905,99137.672
1568494519341,2019-09-14T16:55:19.341,10.040,99141.641
1568494519477,2019-09-14T16:55:19.477,10.176,99140.344
1568494519614,2019-09-14T16:55:19.614,10.313,99146.859
1568494519748,2019-09-14T16:55:19.748,10.447,99141.719
1568494519885,2019-09-14T16:55:19.885,10.584,99134.375
1568494520019,2019-09-14T16:55:20.019,10.718,99139.578
1568494520156,2019-09-14T16:55:20.156,10.855,99139.219
1568494520292,2019-09-14T16:55:20.292,10.991,99140.516
1568494520427,2019-09-14T16:55:20.427,11.126,99146.094
1568494520563,2019-09-14T16:55:20.563,11.262,99143.125
1568494520699,2019-09-14T16:55:20.699,11.398,99139.219
1568494520834,2019-09-14T16:55:20.834,11.533,99142.188
1568494520970,2019-09-14T16:55:20.970,11.669,99140.883
1568494521106,2019-09-14T16:55:21.106,11.805,99140.414
1568494521241,2019-09-14T16:55:21.241,11.940,99150.000
1568494521377,2019-09-14T16:55:21.377,12.076,99143.484
1568494521514,2019-09-14T16:55:21.514,12.213,99140.047
1568494521648,2019-09-14T16:55:21.648,12.347,99140.953
1568494521785,2019-09-14T16:55:21.785,12.484,99144.859
1568494521919,2019-09-14T16:55:21.919,12.618,99141.891
1568494522056,2019-09-14T16:55:22.056,12.755,99141.023
1568494522192,2019-09-14T16:55:22.192,12.891,99145.398
