epoch (ms),time (-13:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1568490206660,2019-09-14T15:43:26.660,0.000,0.489,0.852,0.037
1568490206670,2019-09-14T15:43:26.670,0.010,0.496,0.862,0.035
1568490206680,2019-09-14T15:43:26.680,0.020,0.501,0.855,0.035
1568490206690,2019-09-14T15:43:26.690,0.030,0.502,0.851,0.036
1568490206700,2019-09-14T15:43:26.700,0.040,0.503,0.850,0.034
1568490206710,2019-09-14T15:43:26.710,0.050,0.501,0.848,0.036
1568490206720,2019-09-14T15:43:26.720,0.060,0.499,0.842,0.040
1568490206730,2019-09-14T15:43:26.730,0.070,0.497,0.838,0.039
1568490206740,2019-09-14T15:43:26.740,0.080,0.498,0.845,0.038
1568490206750,2019-09-14T15:43:26.750,0.090,0.498,0.846,0.042
1568490206760,2019-09-14T15:43:26.760,0.100,0.492,0.842,0.044
1568490206770,2019-09-14T15:43:26.770,0.110,0.493,0.840,0.042
1568490206780,2019-09-14T15:43:26.780,0.120,0.497,0.843,0.039
1568490206790,2019-09-14T15:43:26.790,0.130,0.499,0.847,0.040
1568490206800,2019-09-14T15:43:26.800,0.140,0.502,0.851,0.038
1568490206810,2019-09-14T15:43:26.810,0.150,0.500,0.850,0.038
1568490206820,2019-09-14T15:43:26.820,0.160,0.500,0.850,0.037
1568490206830,2019-09-14T15:43:26.830,0.170,0.499,0.851,0.032
1568490206840,2019-09-14T15:43:26.840,0.180,0.498,0.849,0.030
1568490206850,2019-09-14T15:43:26.850,0.190,0.495,0.853,0.030
1568490206860,2019-09-14T15:43:26.860,0.200,0.494,0.856,0.030
1568490206870,2019-09-14T15:43:26.870,0.210,0.496,0.855,0.025
1568490206880,2019-09-14T15:43:26.880,0.220,0.498,0.859,0.024
1568490206890,2019-09-14T15:43:26.890,0.230,0.497,0.862,0.021
1568490206900,2019-09-14T15:43:26.900,0.240,0.496,0.861,0.018
1568490206910,2019-09-14T15:43:26.910,0.250,0.496,0.859,0.018
1568490206920,2019-09-14T15:43:26.920,0.260,0.491,0.862,0.015
1568490206930,2019-09-14T15:43:26.930,0.270,0.490,0.863,0.014
1568490206940,2019-09-14T15:43:26.940,0.280,0.489,0.862,0.013
1568490206950,2019-09-14T15:43:26.950,0.290,0.485,0.863,0.010
1568490206960,2019-09-14T15:43:26.960,0.300,0.485,0.866,0.011
1568490206970,2019-09-14T15:43:26.970,0.310,0.481,0.867,0.009
1568490206980,2019-09-14T15:43:26.980,0.320,0.482,0.871,0.007
1568490206990,2019-09-14T15:43:26.990,0.330,0.482,0.872,0.009
