epoch (ms),time (-13:00),elapsed (s),pressure (Pa)
1574106992973,2019-11-18T14:56:32.973,0.000,97509.500
1574106993109,2019-11-18T14:56:33.109,0.136,97514.273
1574106993244,2019-11-18T14:56:33.244,0.271,97509.875
1574106993380,2019-11-18T14:56:33.380,0.407,97513.297
1574106993516,2019-11-18T14:56:33.516,0.543,97509.875
1574106993651,2019-11-18T14:56:33.651,0.678,97505.469
1574106993787,2019-11-18T14:56:33.787,0.814,97505.953
1574106993924,2019-11-18T14:56:33.924,0.951,97505.469
1574106994058,2019-11-18T14:56:34.058,1.085,97505.953
1574106994195,2019-11-18T14:56:34.195,1.222,97508.922
1574106994329,2019-11-18T14:56:34.329,1.356,97506.766
1574106994466,2019-11-18T14:56:34.466,1.493,97507.625
1574106994602,2019-11-18T14:56:34.602,1.629,97505.469
1574106994737,2019-11-18T14:56:34.737,1.764,97509.383
1574106994873,2019-11-18T14:56:34.873,1.900,97509.383
1574106995009,2019-11-18T14:56:35.009,2.036,97505.469
1574106995144,2019-11-18T14:56:35.144,2.171,97508.438
1574106995280,2019-11-18T14:56:35.280,2.307,97507.141
1574106995416,2019-11-18T14:56:35.416,2.443,97508.922
1574106995551,2019-11-18T14:56:35.551,2.578,97508.922
1574106995687,2019-11-18T14:56:35.687,2.714,97504.523
1574106995822,2019-11-18T14:56:35.822,2.849,97510.234
1574106995958,2019-11-18T14:56:35.958,2.985,97511.047
1574106996095,2019-11-18T14:56:36.095,3.122,97507.141
1574106996231,2019-11-18T14:56:36.231,3.258,97513.172
1574106996366,2019-11-18T14:56:36.366,3.393,97508.438
1574106996502,2019-11-18T14:56:36.502,3.529,97511.383
1574106996637,2019-11-18T14:56:36.637,3.664,97510.930
1574106996773,2019-11-18T14:56:36.773,3.800,97506.648
1574106996909,2019-11-18T14:56:36.909,3.936,97506.156
1574106997045,2019-11-18T14:56:37.045,4.072,97505.219
1574106997180,2019-11-18T14:56:37.180,4.207,97504.406
1574106997316,2019-11-18T14:56:37.316,4.343,97503.547
1574106997451,2019-11-18T14:56:37.451,4.478,97509.141
1574106997587,2019-11-18T14:56:37.587,4.614,97507.016
1574106997722,2019-11-18T14:56:37.722,4.749,97503.422
1574106997858,2019-11-18T14:56:37.858,4.885,97507.828
1574106997994,2019-11-18T14:56:37.994,5.021,97509.953
1574106998129,2019-11-18T14:56:38.129,5.156,97506.891
1574106998265,2019-11-18T14:56:38.265,5.292,97511.266
1574106998402,2019-11-18T14:56:38.402,5.429,97512.109
1574106998536,2019-11-18T14:56:38.536,5.563,97512.109
1574106998673,2019-11-18T14:56:38.673,5.700,97511.266
1574106998807,2019-11-18T14:56:38.807,5.834,97506.406
1574106998944,2019-11-18T14:56:38.944,5.971,97508.195
1574106999080,2019-11-18T14:56:39.080,6.107,97508.195
1574106999215,2019-11-18T14:56:39.215,6.242,97512.109
1574106999351,2019-11-18T14:56:39.351,6.378,97511.266
1574106999487,2019-11-18T14:56:39.487,6.514,97510.805
1574106999622,2019-11-18T14:56:39.622,6.649,97510.313
1574106999758,2019-11-18T14:56:39.758,6.785,97513.422
1574106999893,2019-11-18T14:56:39.893,6.920,97511.141
1574107000029,2019-11-18T14:56:40.029,7.056,97511.141
1574107000165,2019-11-18T14:56:40.165,7.192,97507.219
1574107000300,2019-11-18T14:56:40.300,7.327,97508.195
1574107000436,2019-11-18T14:56:40.436,7.463,97505.914
1574107000573,2019-11-18T14:56:40.573,7.600,97505.914
1574107000707,2019-11-18T14:56:40.707,7.734,97509.828
1574107000844,2019-11-18T14:56:40.844,7.871,97509.828
1574107000978,2019-11-18T14:56:40.978,8.005,97512.813
1574107001115,2019-11-18T14:56:41.115,8.142,97512.813
1574107001251,2019-11-18T14:56:41.251,8.278,97506.734
1574107001386,2019-11-18T14:56:41.386,8.413,97504.609
1574107001522,2019-11-18T14:56:41.522,8.549,97507.578
1574107001658,2019-11-18T14:56:41.658,8.685,97515.422
1574107001793,2019-11-18T14:56:41.793,8.820,97508.531
1574107001929,2019-11-18T14:56:41.929,8.956,97509.703
1574107002064,2019-11-18T14:56:42.064,9.091,97512.813
1574107002200,2019-11-18T14:56:42.200,9.227,97513.625
1574107002336,2019-11-18T14:56:42.336,9.363,97514.445
1574107002471,2019-11-18T14:56:42.471,9.498,97508.406
1574107002607,2019-11-18T14:56:42.607,9.634,97506.734
1574107002744,2019-11-18T14:56:42.744,9.771,97509.219
1574107002880,2019-11-18T14:56:42.880,9.907,97514.445
1574107003015,2019-11-18T14:56:43.015,10.042,97515.750
1574107003151,2019-11-18T14:56:43.151,10.178,97509.219
1574107003286,2019-11-18T14:56:43.286,10.313,97514.445
1574107003422,2019-11-18T14:56:43.422,10.449,97513.141
1574107003558,2019-11-18T14:56:43.558,10.585,97510.531
1574107003693,2019-11-18T14:56:43.693,10.720,97511.375
1574107003829,2019-11-18T14:56:43.829,10.856,97511.375
