epoch (ms),time (-13:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1574107689849,2019-11-18T15:08:09.849,0.000,0.512,-0.859,0.099
1574107689859,2019-11-18T15:08:09.859,0.010,0.519,-0.872,0.098
1574107689869,2019-11-18T15:08:09.869,0.020,0.519,-0.872,0.097
1574107689879,2019-11-18T15:08:09.879,0.030,0.518,-0.873,0.098
1574107689889,2019-11-18T15:08:09.889,0.040,0.517,-0.872,0.097
1574107689899,2019-11-18T15:08:09.899,0.050,0.517,-0.868,0.097
1574107689909,2019-11-18T15:08:09.909,0.060,0.519,-0.868,0.096
1574107689919,2019-11-18T15:08:09.919,0.070,0.519,-0.867,0.095
1574107689929,2019-11-18T15:08:09.929,0.080,0.517,-0.862,0.094
1574107689939,2019-11-18T15:08:09.939,0.090,0.520,-0.854,0.096
1574107689949,2019-11-18T15:08:09.949,0.100,0.520,-0.854,0.094
1574107689959,2019-11-18T15:08:09.959,0.110,0.523,-0.862,0.092
1574107689969,2019-11-18T15:08:09.969,0.120,0.524,-0.864,0.091
1574107689979,2019-11-18T15:08:09.979,0.130,0.527,-0.862,0.090
1574107689989,2019-11-18T15:08:09.989,0.140,0.523,-0.869,0.091
1574107689999,2019-11-18T15:08:09.999,0.150,0.524,-0.875,0.092
1574107690009,2019-11-18T15:08:10.009,0.160,0.527,-0.879,0.090
1574107690019,2019-11-18T15:08:10.019,0.170,0.526,-0.886,0.088
1574107690029,2019-11-18T15:08:10.029,0.180,0.527,-0.882,0.087
1574107690039,2019-11-18T15:08:10.039,0.190,0.522,-0.872,0.084
1574107690049,2019-11-18T15:08:10.049,0.200,0.518,-0.870,0.089
1574107690059,2019-11-18T15:08:10.059,0.210,0.518,-0.876,0.086
1574107690069,2019-11-18T15:08:10.069,0.220,0.516,-0.883,0.085
1574107690079,2019-11-18T15:08:10.079,0.230,0.514,-0.881,0.089
1574107690089,2019-11-18T15:08:10.089,0.240,0.510,-0.878,0.093
1574107690099,2019-11-18T15:08:10.099,0.250,0.509,-0.875,0.097
1574107690109,2019-11-18T15:08:10.109,0.260,0.506,-0.874,0.098
1574107690119,2019-11-18T15:08:10.119,0.270,0.502,-0.873,0.100
1574107690129,2019-11-18T15:08:10.129,0.280,0.498,-0.872,0.102
1574107690139,2019-11-18T15:08:10.139,0.290,0.493,-0.867,0.106
1574107690149,2019-11-18T15:08:10.149,0.300,0.494,-0.861,0.107
1574107690159,2019-11-18T15:08:10.159,0.310,0.490,-0.850,0.109
1574107690169,2019-11-18T15:08:10.169,0.320,0.493,-0.844,0.110
1574107690179,2019-11-18T15:08:10.179,0.330,0.497,-0.842,0.114
1574107690189,2019-11-18T15:08:10.189,0.340,0.500,-0.840,0.111
1574107690199,2019-11-18T15:08:10.199,0.350,0.503,-0.834,0.112
1574107690209,2019-11-18T15:08:10.209,0.360,0.508,-0.828,0.112
1574107690219,2019-11-18T15:08:10.219,0.370,0.513,-0.817,0.112
1574107690229,2019-11-18T15:08:10.229,0.380,0.521,-0.815,0.112
1574107690239,2019-11-18T15:08:10.239,0.390,0.528,-0.820,0.113
1574107690249,2019-11-18T15:08:10.249,0.400,0.539,-0.829,0.115
