epoch (ms),time (-13:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1574108853561,2019-11-18T15:27:33.561,0.000,0.548,-0.847,0.033
1574108853571,2019-11-18T15:27:33.571,0.010,0.556,-0.850,0.040
1574108853581,2019-11-18T15:27:33.581,0.020,0.558,-0.852,0.049
1574108853591,2019-11-18T15:27:33.591,0.030,0.554,-0.859,0.058
1574108853601,2019-11-18T15:27:33.601,0.040,0.556,-0.854,0.066
1574108853611,2019-11-18T15:27:33.611,0.050,0.557,-0.855,0.071
1574108853621,2019-11-18T15:27:33.621,0.060,0.558,-0.865,0.077
1574108853631,2019-11-18T15:27:33.631,0.070,0.558,-0.862,0.083
1574108853641,2019-11-18T15:27:33.641,0.080,0.551,-0.850,0.089
1574108853651,2019-11-18T15:27:33.651,0.090,0.547,-0.838,0.095
1574108853661,2019-11-18T15:27:33.661,0.100,0.547,-0.836,0.101
1574108853671,2019-11-18T15:27:33.671,0.110,0.549,-0.832,0.108
1574108853681,2019-11-18T15:27:33.681,0.120,0.552,-0.829,0.116
1574108853691,2019-11-18T15:27:33.691,0.130,0.555,-0.828,0.118
1574108853701,2019-11-18T15:27:33.701,0.140,0.561,-0.826,0.126
1574108853711,2019-11-18T15:27:33.711,0.150,0.565,-0.831,0.134
1574108853721,2019-11-18T15:27:33.721,0.160,0.575,-0.845,0.136
1574108853731,2019-11-18T15:27:33.731,0.170,0.573,-0.848,0.142
1574108853741,2019-11-18T15:27:33.741,0.180,0.572,-0.835,0.141
1574108853751,2019-11-18T15:27:33.751,0.190,0.572,-0.839,0.145
1574108853761,2019-11-18T15:27:33.761,0.200,0.577,-0.841,0.147
1574108853771,2019-11-18T15:27:33.771,0.210,0.580,-0.843,0.152
1574108853781,2019-11-18T15:27:33.781,0.220,0.589,-0.845,0.159
1574108853791,2019-11-18T15:27:33.791,0.230,0.593,-0.839,0.161
1574108853801,2019-11-18T15:27:33.801,0.240,0.591,-0.840,0.167
1574108853811,2019-11-18T15:27:33.811,0.250,0.591,-0.840,0.171
1574108853821,2019-11-18T15:27:33.821,0.260,0.590,-0.836,0.168
1574108853831,2019-11-18T15:27:33.831,0.270,0.588,-0.845,0.166
1574108853841,2019-11-18T15:27:33.841,0.280,0.583,-0.860,0.164
1574108853851,2019-11-18T15:27:33.851,0.290,0.575,-0.858,0.159
1574108853861,2019-11-18T15:27:33.861,0.300,0.564,-0.853,0.156
1574108853871,2019-11-18T15:27:33.871,0.310,0.562,-0.853,0.150
1574108853881,2019-11-18T15:27:33.881,0.320,0.559,-0.855,0.140
