epoch (ms),time (-13:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1574108584259,2019-11-18T15:23:04.259,0.000,0.804,-0.581,0.099
1574108584269,2019-11-18T15:23:04.269,0.010,0.815,-0.579,0.102
1574108584279,2019-11-18T15:23:04.279,0.020,0.810,-0.590,0.098
1574108584289,2019-11-18T15:23:04.289,0.030,0.804,-0.604,0.096
1574108584299,2019-11-18T15:23:04.299,0.040,0.800,-0.598,0.091
1574108584309,2019-11-18T15:23:04.309,0.050,0.796,-0.602,0.092
1574108584319,2019-11-18T15:23:04.319,0.060,0.798,-0.619,0.089
1574108584329,2019-11-18T15:23:04.329,0.070,0.797,-0.620,0.089
1574108584339,2019-11-18T15:23:04.339,0.080,0.794,-0.612,0.092
1574108584349,2019-11-18T15:23:04.349,0.090,0.797,-0.615,0.089
1574108584359,2019-11-18T15:23:04.359,0.100,0.795,-0.604,0.095
1574108584369,2019-11-18T15:23:04.369,0.110,0.796,-0.607,0.095
1574108584379,2019-11-18T15:23:04.379,0.120,0.802,-0.618,0.097
1574108584389,2019-11-18T15:23:04.389,0.130,0.803,-0.622,0.096
1574108584399,2019-11-18T15:23:04.399,0.140,0.800,-0.621,0.098
1574108584409,2019-11-18T15:23:04.409,0.150,0.805,-0.619,0.095
1574108584419,2019-11-18T15:23:04.419,0.160,0.800,-0.617,0.097
1574108584429,2019-11-18T15:23:04.429,0.170,0.798,-0.610,0.094
1574108584439,2019-11-18T15:23:04.439,0.180,0.797,-0.606,0.100
1574108584449,2019-11-18T15:23:04.449,0.190,0.795,-0.601,0.099
1574108584459,2019-11-18T15:23:04.459,0.200,0.793,-0.605,0.096
1574108584469,2019-11-18T15:23:04.469,0.210,0.797,-0.600,0.096
1574108584479,2019-11-18T15:23:04.479,0.220,0.791,-0.600,0.095
1574108584489,2019-11-18T15:23:04.489,0.230,0.789,-0.632,0.093
1574108584499,2019-11-18T15:23:04.499,0.240,0.794,-0.639,0.093
1574108584509,2019-11-18T15:23:04.509,0.250,0.796,-0.622,0.096
1574108584519,2019-11-18T15:23:04.519,0.260,0.797,-0.629,0.097
1574108584529,2019-11-18T15:23:04.529,0.270,0.807,-0.646,0.097
1574108584539,2019-11-18T15:23:04.539,0.280,0.809,-0.648,0.096
1574108584549,2019-11-18T15:23:04.549,0.290,0.808,-0.631,0.096
1574108584559,2019-11-18T15:23:04.559,0.300,0.809,-0.619,0.097
1574108584569,2019-11-18T15:23:04.569,0.310,0.806,-0.612,0.095
1574108584579,2019-11-18T15:23:04.579,0.320,0.801,-0.619,0.095
1574108584589,2019-11-18T15:23:04.589,0.330,0.800,-0.638,0.097
1574108584599,2019-11-18T15:23:04.599,0.340,0.800,-0.626,0.098
1574108584609,2019-11-18T15:23:04.609,0.350,0.804,-0.599,0.096
1574108584619,2019-11-18T15:23:04.619,0.360,0.809,-0.603,0.099
1574108584629,2019-11-18T15:23:04.629,0.370,0.809,-0.617,0.099
1574108584639,2019-11-18T15:23:04.639,0.380,0.808,-0.602,0.094
1574108584649,2019-11-18T15:23:04.649,0.390,0.797,-0.599,0.091
1574108584659,2019-11-18T15:23:04.659,0.400,0.786,-0.631,0.092
1574108584669,2019-11-18T15:23:04.669,0.410,0.789,-0.647,0.094
1574108584679,2019-11-18T15:23:04.679,0.420,0.792,-0.637,0.094
1574108584689,2019-11-18T15:23:04.689,0.430,0.785,-0.622,0.095
1574108584699,2019-11-18T15:23:04.699,0.440,0.789,-0.625,0.092
1574108584709,2019-11-18T15:23:04.709,0.450,0.790,-0.626,0.093
1574108584719,2019-11-18T15:23:04.719,0.460,0.777,-0.620,0.093
1574108584729,2019-11-18T15:23:04.729,0.470,0.771,-0.619,0.092
1574108584739,2019-11-18T15:23:04.739,0.480,0.771,-0.624,0.093
1574108584749,2019-11-18T15:23:04.749,0.490,0.770,-0.637,0.091
1574108584759,2019-11-18T15:23:04.759,0.500,0.769,-0.647,0.093
1574108584769,2019-11-18T15:23:04.769,0.510,0.769,-0.637,0.090
1574108584779,2019-11-18T15:23:04.779,0.520,0.762,-0.620,0.089
1574108584789,2019-11-18T15:23:04.789,0.530,0.762,-0.627,0.087
1574108584799,2019-11-18T15:23:04.799,0.540,0.762,-0.641,0.084
1574108584809,2019-11-18T15:23:04.809,0.550,0.757,-0.635,0.084
1574108584819,2019-11-18T15:23:04.819,0.560,0.752,-0.625,0.082
1574108584829,2019-11-18T15:23:04.829,0.570,0.758,-0.612,0.079
1574108584839,2019-11-18T15:23:04.839,0.580,0.763,-0.596,0.080
