epoch (ms),time (-13:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1574108584271,2019-11-18T15:23:04.271,0.000,-7.805,6.951,5.549
1574108584281,2019-11-18T15:23:04.281,0.010,-7.805,6.890,4.878
1574108584291,2019-11-18T15:23:04.291,0.020,-7.439,6.829,4.329
1574108584301,2019-11-18T15:23:04.301,0.030,-7.256,6.707,3.780
1574108584311,2019-11-18T15:23:04.311,0.040,-7.378,6.280,3.049
1574108584321,2019-11-18T15:23:04.321,0.050,-7.378,5.732,2.988
1574108584331,2019-11-18T15:23:04.331,0.060,-6.829,5.000,3.598
1574108584341,2019-11-18T15:23:04.341,0.070,-6.890,4.207,4.024
1574108584351,2019-11-18T15:23:04.351,0.080,-7.195,3.415,4.451
1574108584361,2019-11-18T15:23:04.361,0.090,-7.134,2.988,4.878
1574108584371,2019-11-18T15:23:04.371,0.100,-7.500,2.622,4.634
1574108584381,2019-11-18T15:23:04.381,0.110,-7.622,2.378,4.451
1574108584391,2019-11-18T15:23:04.391,0.120,-7.561,2.256,4.939
1574108584401,2019-11-18T15:23:04.401,0.130,-7.561,2.256,5.549
1574108584411,2019-11-18T15:23:04.411,0.140,-7.744,2.195,6.159
1574108584421,2019-11-18T15:23:04.421,0.150,-7.622,2.256,6.829
1574108584431,2019-11-18T15:23:04.431,0.160,-7.744,2.439,7.012
1574108584441,2019-11-18T15:23:04.441,0.170,-7.927,2.500,6.585
1574108584451,2019-11-18T15:23:04.451,0.180,-8.110,2.805,5.610
1574108584461,2019-11-18T15:23:04.461,0.190,-8.232,3.049,4.207
1574108584471,2019-11-18T15:23:04.471,0.200,-8.232,3.293,3.232
1574108584481,2019-11-18T15:23:04.481,0.210,-8.780,3.537,2.317
1574108584491,2019-11-18T15:23:04.491,0.220,-9.756,3.659,1.707
1574108584501,2019-11-18T15:23:04.501,0.230,-9.573,3.659,2.561
1574108584511,2019-11-18T15:23:04.511,0.240,-9.085,3.720,3.232
1574108584521,2019-11-18T15:23:04.521,0.250,-9.695,3.720,3.049
1574108584531,2019-11-18T15:23:04.531,0.260,-10.305,3.598,3.476
1574108584541,2019-11-18T15:23:04.541,0.270,-10.305,3.537,4.756
1574108584551,2019-11-18T15:23:04.551,0.280,-10.488,3.598,6.037
1574108584561,2019-11-18T15:23:04.561,0.290,-11.159,3.537,6.341
1574108584571,2019-11-18T15:23:04.571,0.300,-11.768,3.720,6.280
1574108584581,2019-11-18T15:23:04.581,0.310,-12.500,3.841,5.915
1574108584591,2019-11-18T15:23:04.591,0.320,-13.476,4.024,6.341
1574108584601,2019-11-18T15:23:04.601,0.330,-14.085,4.390,8.232
1574108584611,2019-11-18T15:23:04.611,0.340,-14.512,4.878,9.146
1574108584621,2019-11-18T15:23:04.621,0.350,-15.732,5.488,7.927
1574108584631,2019-11-18T15:23:04.631,0.360,-16.524,6.280,7.317
1574108584641,2019-11-18T15:23:04.641,0.370,-16.524,7.012,7.256
1574108584651,2019-11-18T15:23:04.651,0.380,-17.256,7.683,6.585
1574108584661,2019-11-18T15:23:04.661,0.390,-18.354,8.049,5.976
1574108584671,2019-11-18T15:23:04.671,0.400,-18.415,8.598,6.646
1574108584681,2019-11-18T15:23:04.681,0.410,-18.049,9.268,7.866
1574108584691,2019-11-18T15:23:04.691,0.420,-18.354,10.122,8.659
1574108584701,2019-11-18T15:23:04.701,0.430,-19.146,10.976,8.293
1574108584711,2019-11-18T15:23:04.711,0.440,-19.573,11.829,7.927
1574108584721,2019-11-18T15:23:04.721,0.450,-19.878,12.744,7.561
1574108584731,2019-11-18T15:23:04.731,0.460,-20.244,13.354,7.256
1574108584741,2019-11-18T15:23:04.741,0.470,-20.854,14.207,7.134
1574108584751,2019-11-18T15:23:04.751,0.480,-21.524,14.878,6.768
1574108584761,2019-11-18T15:23:04.761,0.490,-21.646,15.732,6.646
1574108584771,2019-11-18T15:23:04.771,0.500,-21.707,16.524,7.073
1574108584781,2019-11-18T15:23:04.781,0.510,-21.951,17.256,6.829
1574108584791,2019-11-18T15:23:04.791,0.520,-22.866,17.866,5.671
1574108584801,2019-11-18T15:23:04.801,0.530,-23.110,18.232,5.000
1574108584811,2019-11-18T15:23:04.811,0.540,-22.256,18.415,5.000
1574108584821,2019-11-18T15:23:04.821,0.550,-21.585,18.293,4.390
1574108584831,2019-11-18T15:23:04.831,0.560,-20.854,17.805,3.476
1574108584841,2019-11-18T15:23:04.841,0.570,-20.061,17.134,2.439
1574108584851,2019-11-18T15:23:04.851,0.580,-19.878,16.646,0.732
1574108584861,2019-11-18T15:23:04.861,0.590,-19.207,16.037,-0.610
1574108584871,2019-11-18T15:23:04.871,0.600,-17.622,15.366,-1.646
1574108584881,2019-11-18T15:23:04.881,0.610,-16.341,14.756,-3.415
1574108584891,2019-11-18T15:23:04.891,0.620,-14.878,14.085,-4.939
1574108584901,2019-11-18T15:23:04.901,0.630,-12.622,13.293,-6.524
1574108584911,2019-11-18T15:23:04.911,0.640,-10.976,12.439,-7.805
1574108584921,2019-11-18T15:23:04.921,0.650,-9.756,11.707,-8.049
1574108584931,2019-11-18T15:23:04.931,0.660,-8.537,10.976,-7.866
1574108584941,2019-11-18T15:23:04.941,0.670,-7.256,10.427,-6.890
1574108584951,2019-11-18T15:23:04.951,0.680,-5.610,9.817,-4.878
1574108584961,2019-11-18T15:23:04.961,0.690,-3.902,9.329,-2.622
1574108584971,2019-11-18T15:23:04.971,0.700,-2.500,8.780,-0.732
1574108584981,2019-11-18T15:23:04.981,0.710,-1.220,7.927,1.585
1574108584991,2019-11-18T15:23:04.991,0.720,0.244,7.073,3.841
1574108585001,2019-11-18T15:23:05.001,0.730,1.768,5.854,5.305
1574108585011,2019-11-18T15:23:05.011,0.740,3.354,4.390,6.159
1574108585021,2019-11-18T15:23:05.021,0.750,5.183,2.866,6.341
1574108585031,2019-11-18T15:23:05.031,0.760,6.890,1.159,6.341
1574108585041,2019-11-18T15:23:05.041,0.770,8.720,-0.854,6.768
1574108585051,2019-11-18T15:23:05.051,0.780,10.305,-2.988,7.134
1574108585061,2019-11-18T15:23:05.061,0.790,11.524,-5.122,7.927
1574108585071,2019-11-18T15:23:05.071,0.800,13.110,-7.317,9.146
1574108585081,2019-11-18T15:23:05.081,0.810,14.878,-9.390,10.122
1574108585091,2019-11-18T15:23:05.091,0.820,17.012,-11.585,10.915
1574108585101,2019-11-18T15:23:05.101,0.830,19.512,-13.598,11.220
1574108585111,2019-11-18T15:23:05.111,0.840,22.012,-15.732,11.463
1574108585121,2019-11-18T15:23:05.121,0.850,24.024,-17.744,11.951
1574108585131,2019-11-18T15:23:05.131,0.860,25.549,-19.939,12.195
1574108585141,2019-11-18T15:23:05.141,0.870,26.646,-21.890,12.439
1574108585151,2019-11-18T15:23:05.151,0.880,27.500,-23.659,12.866
1574108585161,2019-11-18T15:23:05.161,0.890,28.049,-25.488,12.988
1574108585171,2019-11-18T15:23:05.171,0.900,28.354,-27.073,12.866
1574108585181,2019-11-18T15:23:05.181,0.910,28.780,-28.476,12.439
1574108585191,2019-11-18T15:23:05.191,0.920,28.963,-29.817,11.341
1574108585201,2019-11-18T15:23:05.201,0.930,29.695,-31.098,11.159
1574108585211,2019-11-18T15:23:05.211,0.940,31.646,-32.561,12.561
1574108585221,2019-11-18T15:23:05.221,0.950,33.537,-33.902,13.902
1574108585231,2019-11-18T15:23:05.231,0.960,34.634,-35.305,14.207
1574108585241,2019-11-18T15:23:05.241,0.970,35.793,-36.646,13.720
1574108585251,2019-11-18T15:23:05.251,0.980,37.073,-38.110,13.293
1574108585261,2019-11-18T15:23:05.261,0.990,38.537,-39.451,13.476
1574108585271,2019-11-18T15:23:05.271,1.000,40.366,-40.793,13.841
1574108585281,2019-11-18T15:23:05.281,1.010,41.220,-41.890,13.476
1574108585291,2019-11-18T15:23:05.291,1.020,40.793,-42.744,13.232
1574108585301,2019-11-18T15:23:05.301,1.030,40.366,-43.476,13.902
1574108585311,2019-11-18T15:23:05.311,1.040,39.878,-44.085,15.122
1574108585321,2019-11-18T15:23:05.321,1.050,38.902,-44.390,16.707
1574108585331,2019-11-18T15:23:05.331,1.060,38.232,-44.573,18.415
1574108585341,2019-11-18T15:23:05.341,1.070,37.744,-44.817,20.122
1574108585351,2019-11-18T15:23:05.351,1.080,36.524,-44.695,21.280
1574108585361,2019-11-18T15:23:05.361,1.090,35.366,-44.451,21.890
1574108585371,2019-11-18T15:23:05.371,1.100,34.390,-43.963,21.585
1574108585381,2019-11-18T15:23:05.381,1.110,33.902,-43.171,20.549
1574108585391,2019-11-18T15:23:05.391,1.120,33.902,-42.195,19.085
1574108585401,2019-11-18T15:23:05.401,1.130,33.293,-41.220,17.683
1574108585411,2019-11-18T15:23:05.411,1.140,32.378,-40.305,16.524
1574108585421,2019-11-18T15:23:05.421,1.150,31.402,-39.268,15.915
1574108585431,2019-11-18T15:23:05.431,1.160,30.244,-38.171,15.671
1574108585441,2019-11-18T15:23:05.441,1.170,28.841,-36.951,15.610
1574108585451,2019-11-18T15:23:05.451,1.180,26.829,-35.793,15.488
1574108585461,2019-11-18T15:23:05.461,1.190,24.634,-34.573,15.488
1574108585471,2019-11-18T15:23:05.471,1.200,23.476,-33.659,15.793
1574108585481,2019-11-18T15:23:05.481,1.210,23.415,-32.988,16.037
1574108585491,2019-11-18T15:23:05.491,1.220,23.171,-32.500,15.732
1574108585501,2019-11-18T15:23:05.501,1.230,22.988,-32.073,15.000
1574108585511,2019-11-18T15:23:05.511,1.240,23.476,-32.073,14.390
