epoch (ms),time (-13:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1574108853573,2019-11-18T15:27:33.573,0.000,-29.634,46.098,-5.061
1574108853583,2019-11-18T15:27:33.583,0.010,-29.024,46.280,-4.939
1574108853593,2019-11-18T15:27:33.593,0.020,-28.415,46.220,-5.000
1574108853603,2019-11-18T15:27:33.603,0.030,-26.829,46.280,-4.573
1574108853613,2019-11-18T15:27:33.613,0.040,-25.244,46.341,-4.695
1574108853623,2019-11-18T15:27:33.623,0.050,-23.598,46.098,-5.366
1574108853633,2019-11-18T15:27:33.633,0.060,-21.402,45.427,-6.037
1574108853643,2019-11-18T15:27:33.643,0.070,-19.268,44.573,-6.220
1574108853653,2019-11-18T15:27:33.653,0.080,-17.500,43.293,-6.402
1574108853663,2019-11-18T15:27:33.663,0.090,-15.915,41.829,-6.646
1574108853673,2019-11-18T15:27:33.673,0.100,-14.451,40.183,-6.707
1574108853683,2019-11-18T15:27:33.683,0.110,-13.110,38.354,-6.768
1574108853693,2019-11-18T15:27:33.693,0.120,-11.829,36.402,-6.585
1574108853703,2019-11-18T15:27:33.703,0.130,-10.671,34.451,-6.280
1574108853713,2019-11-18T15:27:33.713,0.140,-10.000,32.439,-6.341
1574108853723,2019-11-18T15:27:33.723,0.150,-9.390,30.366,-6.524
1574108853733,2019-11-18T15:27:33.733,0.160,-8.232,28.232,-6.159
1574108853743,2019-11-18T15:27:33.743,0.170,-7.256,26.098,-5.244
1574108853753,2019-11-18T15:27:33.753,0.180,-6.890,24.024,-4.451
1574108853763,2019-11-18T15:27:33.763,0.190,-7.073,22.134,-3.110
1574108853773,2019-11-18T15:27:33.773,0.200,-7.439,20.427,-1.768
1574108853783,2019-11-18T15:27:33.783,0.210,-7.683,19.085,-0.366
1574108853793,2019-11-18T15:27:33.793,0.220,-7.622,18.171,1.646
1574108853803,2019-11-18T15:27:33.803,0.230,-7.683,17.439,3.720
1574108853813,2019-11-18T15:27:33.813,0.240,-7.866,17.012,5.732
1574108853823,2019-11-18T15:27:33.823,0.250,-8.110,16.829,7.805
1574108853833,2019-11-18T15:27:33.833,0.260,-8.354,16.768,9.268
1574108853843,2019-11-18T15:27:33.843,0.270,-8.049,16.829,10.366
1574108853853,2019-11-18T15:27:33.853,0.280,-7.439,16.646,11.463
1574108853863,2019-11-18T15:27:33.863,0.290,-7.012,16.463,12.622
1574108853873,2019-11-18T15:27:33.873,0.300,-6.890,16.402,13.354
1574108853883,2019-11-18T15:27:33.883,0.310,-7.073,16.280,13.780
1574108853893,2019-11-18T15:27:33.893,0.320,-7.256,15.915,13.963
1574108853903,2019-11-18T15:27:33.903,0.330,-6.768,15.427,14.695
1574108853913,2019-11-18T15:27:33.913,0.340,-5.732,14.817,15.854
1574108853923,2019-11-18T15:27:33.923,0.350,-5.122,14.146,16.463
1574108853933,2019-11-18T15:27:33.933,0.360,-5.122,13.537,16.524
1574108853943,2019-11-18T15:27:33.943,0.370,-5.183,12.683,16.646
1574108853953,2019-11-18T15:27:33.953,0.380,-4.390,11.646,17.073
1574108853963,2019-11-18T15:27:33.963,0.390,-3.537,10.305,17.195
1574108853973,2019-11-18T15:27:33.973,0.400,-2.195,8.780,17.317
1574108853983,2019-11-18T15:27:33.983,0.410,0.305,7.012,18.841
1574108853993,2019-11-18T15:27:33.993,0.420,3.049,4.756,21.768
1574108854003,2019-11-18T15:27:34.003,0.430,5.061,2.256,25.854
1574108854013,2019-11-18T15:27:34.013,0.440,5.549,-0.305,30.793
1574108854023,2019-11-18T15:27:34.023,0.450,3.537,-2.378,33.780
1574108854033,2019-11-18T15:27:34.033,0.460,-1.463,-3.963,32.622
1574108854043,2019-11-18T15:27:34.043,0.470,-6.341,-4.939,30.732
1574108854053,2019-11-18T15:27:34.053,0.480,-7.683,-5.976,31.037
1574108854063,2019-11-18T15:27:34.063,0.490,-7.439,-7.134,31.829
1574108854073,2019-11-18T15:27:34.073,0.500,-8.171,-8.110,30.427
1574108854083,2019-11-18T15:27:34.083,0.510,-8.902,-9.390,28.659
1574108854093,2019-11-18T15:27:34.093,0.520,-7.012,-10.793,28.049
1574108854103,2019-11-18T15:27:34.103,0.530,-4.573,-12.500,27.744
1574108854113,2019-11-18T15:27:34.113,0.540,-4.268,-14.085,27.378
1574108854123,2019-11-18T15:27:34.123,0.550,-4.878,-15.610,28.415
1574108854133,2019-11-18T15:27:34.133,0.560,-4.817,-16.951,31.220
1574108854143,2019-11-18T15:27:34.143,0.570,-4.024,-18.049,34.939
1574108854153,2019-11-18T15:27:34.153,0.580,-3.537,-19.085,37.866
1574108854163,2019-11-18T15:27:34.163,0.590,-3.902,-20.061,38.354
1574108854173,2019-11-18T15:27:34.173,0.600,-5.427,-20.793,36.524
1574108854183,2019-11-18T15:27:34.183,0.610,-7.866,-21.098,33.232
1574108854193,2019-11-18T15:27:34.193,0.620,-10.976,-21.098,29.207
1574108854203,2019-11-18T15:27:34.203,0.630,-13.902,-20.549,25.366
1574108854213,2019-11-18T15:27:34.213,0.640,-16.098,-19.329,22.500
1574108854223,2019-11-18T15:27:34.223,0.650,-17.256,-17.866,21.220
1574108854233,2019-11-18T15:27:34.233,0.660,-17.012,-16.341,21.829
1574108854243,2019-11-18T15:27:34.243,0.670,-15.122,-14.512,24.024
1574108854253,2019-11-18T15:27:34.253,0.680,-12.500,-12.439,27.378
1574108854263,2019-11-18T15:27:34.263,0.690,-9.329,-10.732,31.524
1574108854273,2019-11-18T15:27:34.273,0.700,-6.280,-9.207,35.427
1574108854283,2019-11-18T15:27:34.283,0.710,-4.024,-8.110,38.232
1574108854293,2019-11-18T15:27:34.293,0.720,-2.500,-7.195,39.756
1574108854303,2019-11-18T15:27:34.303,0.730,-1.037,-6.768,40.427
1574108854313,2019-11-18T15:27:34.313,0.740,0.854,-6.585,40.854
1574108854323,2019-11-18T15:27:34.323,0.750,2.744,-6.585,41.585
1574108854333,2019-11-18T15:27:34.333,0.760,4.085,-6.768,42.256
1574108854343,2019-11-18T15:27:34.343,0.770,4.634,-6.951,42.622
1574108854353,2019-11-18T15:27:34.353,0.780,5.000,-7.256,42.439
