epoch (ms),time (-13:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1574107215347,2019-11-18T15:00:15.347,0.000,4.329,-4.878,4.024
1574107215357,2019-11-18T15:00:15.357,0.010,4.390,-4.573,3.415
1574107215367,2019-11-18T15:00:15.367,0.020,4.085,-4.146,2.622
1574107215377,2019-11-18T15:00:15.377,0.030,3.415,-3.902,1.646
1574107215387,2019-11-18T15:00:15.387,0.040,2.927,-3.598,1.280
1574107215397,2019-11-18T15:00:15.397,0.050,2.378,-3.476,1.341
1574107215407,2019-11-18T15:00:15.407,0.060,1.951,-3.415,1.829
1574107215417,2019-11-18T15:00:15.417,0.070,1.707,-3.476,2.439
1574107215427,2019-11-18T15:00:15.427,0.080,1.890,-3.659,3.293
1574107215437,2019-11-18T15:00:15.437,0.090,2.561,-3.659,4.085
1574107215447,2019-11-18T15:00:15.447,0.100,2.927,-3.841,4.268
1574107215457,2019-11-18T15:00:15.457,0.110,3.171,-4.024,3.841
1574107215467,2019-11-18T15:00:15.467,0.120,3.171,-4.207,3.415
1574107215477,2019-11-18T15:00:15.477,0.130,2.988,-4.512,2.866
1574107215487,2019-11-18T15:00:15.487,0.140,2.317,-4.878,2.439
1574107215497,2019-11-18T15:00:15.497,0.150,1.768,-5.061,2.378
1574107215507,2019-11-18T15:00:15.507,0.160,1.646,-5.122,2.378
1574107215517,2019-11-18T15:00:15.517,0.170,1.220,-4.939,2.439
1574107215527,2019-11-18T15:00:15.527,0.180,0.793,-4.512,2.439
1574107215537,2019-11-18T15:00:15.537,0.190,0.854,-4.268,2.561
1574107215547,2019-11-18T15:00:15.547,0.200,1.402,-3.963,2.866
1574107215557,2019-11-18T15:00:15.557,0.210,1.707,-3.720,3.293
1574107215567,2019-11-18T15:00:15.567,0.220,1.768,-3.659,3.598
1574107215577,2019-11-18T15:00:15.577,0.230,1.098,-3.476,3.659
1574107215587,2019-11-18T15:00:15.587,0.240,-0.061,-3.232,3.963
1574107215597,2019-11-18T15:00:15.597,0.250,-0.793,-2.805,4.329
1574107215607,2019-11-18T15:00:15.607,0.260,-1.159,-2.622,4.573
1574107215617,2019-11-18T15:00:15.617,0.270,-1.220,-2.561,4.451
1574107215627,2019-11-18T15:00:15.627,0.280,-0.854,-2.439,4.756
1574107215637,2019-11-18T15:00:15.637,0.290,-1.159,-2.256,6.280
1574107215647,2019-11-18T15:00:15.647,0.300,-2.073,-1.890,8.841
1574107215657,2019-11-18T15:00:15.657,0.310,-3.049,-1.220,11.585
1574107215667,2019-11-18T15:00:15.667,0.320,-4.207,-0.488,14.024
1574107215677,2019-11-18T15:00:15.677,0.330,-4.451,-0.061,16.524
1574107215687,2019-11-18T15:00:15.687,0.340,-4.024,-0.061,18.415
1574107215697,2019-11-18T15:00:15.697,0.350,-3.476,-0.305,19.817
1574107215707,2019-11-18T15:00:15.707,0.360,-2.683,-1.159,20.854
1574107215717,2019-11-18T15:00:15.717,0.370,-1.829,-2.378,20.976
1574107215727,2019-11-18T15:00:15.727,0.380,-0.915,-3.902,20.488
1574107215737,2019-11-18T15:00:15.737,0.390,0.183,-5.793,19.878
1574107215747,2019-11-18T15:00:15.747,0.400,0.854,-7.683,19.512
1574107215757,2019-11-18T15:00:15.757,0.410,0.671,-9.756,19.329
1574107215767,2019-11-18T15:00:15.767,0.420,0.671,-12.012,19.451
1574107215777,2019-11-18T15:00:15.777,0.430,0.366,-14.329,18.963
1574107215787,2019-11-18T15:00:15.787,0.440,-0.427,-16.585,17.378
1574107215797,2019-11-18T15:00:15.797,0.450,-0.549,-18.963,15.305
1574107215807,2019-11-18T15:00:15.807,0.460,0.061,-21.159,12.561
1574107215817,2019-11-18T15:00:15.817,0.470,0.427,-23.171,9.146
1574107215827,2019-11-18T15:00:15.827,0.480,0.854,-24.878,5.427
1574107215837,2019-11-18T15:00:15.837,0.490,1.829,-26.159,1.890
1574107215847,2019-11-18T15:00:15.847,0.500,2.988,-27.073,-1.280
1574107215857,2019-11-18T15:00:15.857,0.510,4.695,-28.171,-3.598
1574107215867,2019-11-18T15:00:15.867,0.520,7.134,-29.451,-4.817
1574107215877,2019-11-18T15:00:15.877,0.530,9.756,-30.610,-5.610
1574107215887,2019-11-18T15:00:15.887,0.540,12.073,-31.585,-6.280
1574107215897,2019-11-18T15:00:15.897,0.550,13.659,-32.317,-6.098
1574107215907,2019-11-18T15:00:15.907,0.560,14.146,-32.744,-5.122
1574107215917,2019-11-18T15:00:15.917,0.570,13.537,-32.988,-4.024
1574107215927,2019-11-18T15:00:15.927,0.580,13.171,-32.744,-2.805
1574107215937,2019-11-18T15:00:15.937,0.590,12.744,-32.134,-1.951
1574107215947,2019-11-18T15:00:15.947,0.600,11.829,-31.220,-1.524
1574107215957,2019-11-18T15:00:15.957,0.610,11.220,-30.427,-1.037
1574107215967,2019-11-18T15:00:15.967,0.620,10.549,-29.573,-0.732
1574107215977,2019-11-18T15:00:15.977,0.630,9.634,-28.598,-0.610
1574107215987,2019-11-18T15:00:15.987,0.640,8.841,-27.561,-0.488
1574107215997,2019-11-18T15:00:15.997,0.650,8.232,-26.524,-0.488
1574107216007,2019-11-18T15:00:16.007,0.660,7.317,-25.244,-0.671
1574107216017,2019-11-18T15:00:16.017,0.670,6.037,-23.720,-0.976
1574107216027,2019-11-18T15:00:16.027,0.680,5.061,-21.951,-1.524
1574107216037,2019-11-18T15:00:16.037,0.690,4.390,-20.000,-1.768
1574107216047,2019-11-18T15:00:16.047,0.700,3.659,-17.927,-1.646
1574107216057,2019-11-18T15:00:16.057,0.710,3.171,-15.610,-1.280
1574107216067,2019-11-18T15:00:16.067,0.720,2.866,-13.476,-0.915
1574107216077,2019-11-18T15:00:16.077,0.730,2.866,-11.280,-0.732
1574107216087,2019-11-18T15:00:16.087,0.740,3.232,-9.329,-0.610
1574107216097,2019-11-18T15:00:16.097,0.750,4.085,-7.561,-0.732
1574107216107,2019-11-18T15:00:16.107,0.760,5.000,-6.098,-0.915
1574107216117,2019-11-18T15:00:16.117,0.770,5.305,-4.634,-0.915
1574107216127,2019-11-18T15:00:16.127,0.780,5.122,-3.415,-0.915
1574107216137,2019-11-18T15:00:16.137,0.790,4.695,-2.012,-1.159
1574107216147,2019-11-18T15:00:16.147,0.800,3.902,-0.854,-1.463
1574107216157,2019-11-18T15:00:16.157,0.810,3.171,0.305,-1.707
1574107216167,2019-11-18T15:00:16.167,0.820,2.439,1.280,-2.317
1574107216177,2019-11-18T15:00:16.177,0.830,2.012,2.195,-2.744
1574107216187,2019-11-18T15:00:16.187,0.840,1.890,2.988,-3.049
1574107216197,2019-11-18T15:00:16.197,0.850,1.829,3.537,-3.537
1574107216207,2019-11-18T15:00:16.207,0.860,1.707,3.963,-4.146
1574107216217,2019-11-18T15:00:16.217,0.870,1.707,3.963,-4.634
1574107216227,2019-11-18T15:00:16.227,0.880,1.463,4.146,-5.366
1574107216237,2019-11-18T15:00:16.237,0.890,1.159,4.146,-5.915
1574107216247,2019-11-18T15:00:16.247,0.900,0.854,4.207,-6.341
1574107216257,2019-11-18T15:00:16.257,0.910,0.549,4.268,-6.402
1574107216267,2019-11-18T15:00:16.267,0.920,0.549,4.329,-5.915
1574107216277,2019-11-18T15:00:16.277,0.930,0.305,4.573,-5.183
1574107216287,2019-11-18T15:00:16.287,0.940,-0.488,4.756,-4.573
1574107216297,2019-11-18T15:00:16.297,0.950,-0.732,5.061,-4.146
1574107216307,2019-11-18T15:00:16.307,0.960,-0.915,5.366,-4.085
1574107216317,2019-11-18T15:00:16.317,0.970,-1.220,5.610,-4.329
1574107216327,2019-11-18T15:00:16.327,0.980,-1.402,5.427,-4.634
1574107216337,2019-11-18T15:00:16.337,0.990,-1.280,4.695,-4.573
1574107216347,2019-11-18T15:00:16.347,1.000,-1.037,3.720,-4.329
1574107216357,2019-11-18T15:00:16.357,1.010,-0.854,2.439,-3.963
1574107216367,2019-11-18T15:00:16.367,1.020,-0.732,1.098,-3.537
1574107216377,2019-11-18T15:00:16.377,1.030,-0.732,-0.061,-3.171
1574107216387,2019-11-18T15:00:16.387,1.040,-0.976,-1.280,-2.805
1574107216397,2019-11-18T15:00:16.397,1.050,-1.341,-2.195,-2.561
1574107216407,2019-11-18T15:00:16.407,1.060,-1.524,-2.988,-2.134
1574107216417,2019-11-18T15:00:16.417,1.070,-1.524,-3.659,-1.707
1574107216427,2019-11-18T15:00:16.427,1.080,-1.402,-4.024,-1.585
1574107216437,2019-11-18T15:00:16.437,1.090,-1.098,-4.146,-1.768
1574107216447,2019-11-18T15:00:16.447,1.100,-0.671,-4.207,-2.012
1574107216457,2019-11-18T15:00:16.457,1.110,0.061,-3.902,-2.012
1574107216467,2019-11-18T15:00:16.467,1.120,0.366,-3.415,-2.439
1574107216477,2019-11-18T15:00:16.477,1.130,0.549,-2.866,-2.988
1574107216487,2019-11-18T15:00:16.487,1.140,0.915,-2.500,-3.415
1574107216497,2019-11-18T15:00:16.497,1.150,1.098,-2.073,-3.293
1574107216507,2019-11-18T15:00:16.507,1.160,0.732,-1.768,-2.927
1574107216517,2019-11-18T15:00:16.517,1.170,0.122,-1.402,-2.561
1574107216527,2019-11-18T15:00:16.527,1.180,-0.122,-1.098,-2.012
1574107216537,2019-11-18T15:00:16.537,1.190,0.122,-0.793,-1.341
1574107216547,2019-11-18T15:00:16.547,1.200,0.305,-0.732,-1.037
1574107216557,2019-11-18T15:00:16.557,1.210,0.793,-0.732,-0.732
1574107216567,2019-11-18T15:00:16.567,1.220,1.280,-0.915,-0.671
