epoch (ms),time (-13:00),elapsed (s),pressure (Pa)
1574108414212,2019-11-18T15:20:14.212,0.000,97508.516
1574108414347,2019-11-18T15:20:14.347,0.135,97511.453
1574108414483,2019-11-18T15:20:14.483,0.271,97507.203
1574108414618,2019-11-18T15:20:14.618,0.406,97507.531
1574108414754,2019-11-18T15:20:14.754,0.542,97499.375
1574108414891,2019-11-18T15:20:14.891,0.679,97506.719
1574108415025,2019-11-18T15:20:15.025,0.813,97508.961
1574108415162,2019-11-18T15:20:15.162,0.950,97504.109
1574108415298,2019-11-18T15:20:15.298,1.086,97505.406
1574108415433,2019-11-18T15:20:15.433,1.221,97498.070
1574108415569,2019-11-18T15:20:15.569,1.357,97506.234
1574108415704,2019-11-18T15:20:15.704,1.492,97503.133
1574108415840,2019-11-18T15:20:15.840,1.628,97509.203
1574108415976,2019-11-18T15:20:15.976,1.764,97503.133
1574108416111,2019-11-18T15:20:16.111,1.899,97502.313
1574108416247,2019-11-18T15:20:16.247,2.035,97502.313
1574108416383,2019-11-18T15:20:16.383,2.171,97501.008
1574108416518,2019-11-18T15:20:16.518,2.306,97509.203
1574108416654,2019-11-18T15:20:16.654,2.442,97509.539
1574108416791,2019-11-18T15:20:16.791,2.579,97505.289
1574108416925,2019-11-18T15:20:16.925,2.713,97506.109
1574108417062,2019-11-18T15:20:17.062,2.850,97506.594
1574108417198,2019-11-18T15:20:17.198,2.986,97503.500
1574108417333,2019-11-18T15:20:17.333,3.121,97508.234
1574108417469,2019-11-18T15:20:17.469,3.257,97500.891
1574108417605,2019-11-18T15:20:17.605,3.393,97504.313
1574108417740,2019-11-18T15:20:17.740,3.528,97503.859
1574108417876,2019-11-18T15:20:17.876,3.664,97506.922
1574108418012,2019-11-18T15:20:18.012,3.800,97499.578
1574108418147,2019-11-18T15:20:18.147,3.935,97505.172
1574108418283,2019-11-18T15:20:18.283,4.071,97508.234
1574108418419,2019-11-18T15:20:18.419,4.207,97508.594
1574108418554,2019-11-18T15:20:18.554,4.342,97510.023
1574108418690,2019-11-18T15:20:18.690,4.478,97509.078
1574108418825,2019-11-18T15:20:18.825,4.613,97503.375
1574108418961,2019-11-18T15:20:18.961,4.749,97508.594
1574108419098,2019-11-18T15:20:19.098,4.886,97505.984
1574108419232,2019-11-18T15:20:19.232,5.020,97509.906
1574108419369,2019-11-18T15:20:19.369,5.157,97503.711
1574108419505,2019-11-18T15:20:19.505,5.293,97510.719
1574108419640,2019-11-18T15:20:19.640,5.428,97506.313
1574108419776,2019-11-18T15:20:19.776,5.564,97499.789
1574108419911,2019-11-18T15:20:19.911,5.699,97504.563
1574108420047,2019-11-18T15:20:20.047,5.835,97506.313
1574108420183,2019-11-18T15:20:20.183,5.971,97499.461
1574108420318,2019-11-18T15:20:20.318,6.106,97506.805
1574108420454,2019-11-18T15:20:20.454,6.242,97502.891
1574108420590,2019-11-18T15:20:20.590,6.378,97502.406
1574108420725,2019-11-18T15:20:20.725,6.513,97499.789
1574108420861,2019-11-18T15:20:20.861,6.649,97506.313
1574108420998,2019-11-18T15:20:20.998,6.786,97503.711
1574108421132,2019-11-18T15:20:21.132,6.920,97504.070
1574108421269,2019-11-18T15:20:21.269,7.057,97506.688
1574108421405,2019-11-18T15:20:21.405,7.193,97504.070
1574108421540,2019-11-18T15:20:21.540,7.328,97503.133
1574108421676,2019-11-18T15:20:21.676,7.464,97504.891
1574108421812,2019-11-18T15:20:21.812,7.600,97507.500
1574108421947,2019-11-18T15:20:21.947,7.735,97509.297
1574108422083,2019-11-18T15:20:22.083,7.871,97504.891
1574108422218,2019-11-18T15:20:22.218,8.006,97507.984
1574108422354,2019-11-18T15:20:22.354,8.142,97506.688
1574108422490,2019-11-18T15:20:22.490,8.278,97503.586
1574108422625,2019-11-18T15:20:22.625,8.413,97504.891
1574108422761,2019-11-18T15:20:22.761,8.549,97505.742
