epoch (ms),time (-13:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1574107937180,2019-11-18T15:12:17.180,0.000,-2.378,-2.317,-6.646
1574107937190,2019-11-18T15:12:17.190,0.010,-2.012,-2.439,-6.646
1574107937200,2019-11-18T15:12:17.200,0.020,-1.524,-1.829,-6.341
1574107937210,2019-11-18T15:12:17.210,0.030,-0.671,-1.159,-5.854
1574107937220,2019-11-18T15:12:17.220,0.040,0.488,-0.854,-5.183
1574107937230,2019-11-18T15:12:17.230,0.050,1.585,-0.549,-4.390
1574107937240,2019-11-18T15:12:17.240,0.060,2.439,-0.061,-3.598
1574107937250,2019-11-18T15:12:17.250,0.070,3.171,0.061,-2.500
1574107937260,2019-11-18T15:12:17.260,0.080,3.598,0.122,-1.159
1574107937270,2019-11-18T15:12:17.270,0.090,4.024,0.305,0.305
1574107937280,2019-11-18T15:12:17.280,0.100,4.207,0.122,1.829
1574107937290,2019-11-18T15:12:17.290,0.110,4.085,-0.488,3.537
1574107937300,2019-11-18T15:12:17.300,0.120,4.024,-1.402,5.366
1574107937310,2019-11-18T15:12:17.310,0.130,4.146,-2.561,6.829
1574107937320,2019-11-18T15:12:17.320,0.140,4.024,-3.720,7.317
1574107937330,2019-11-18T15:12:17.330,0.150,4.329,-4.878,7.561
1574107937340,2019-11-18T15:12:17.340,0.160,4.817,-6.159,7.378
1574107937350,2019-11-18T15:12:17.350,0.170,5.183,-7.378,6.890
1574107937360,2019-11-18T15:12:17.360,0.180,5.549,-8.598,6.463
1574107937370,2019-11-18T15:12:17.370,0.190,5.793,-9.878,6.037
1574107937380,2019-11-18T15:12:17.380,0.200,5.976,-10.915,5.671
1574107937390,2019-11-18T15:12:17.390,0.210,6.829,-12.134,5.305
1574107937400,2019-11-18T15:12:17.400,0.220,8.171,-13.232,5.061
1574107937410,2019-11-18T15:12:17.410,0.230,9.451,-14.390,4.817
1574107937420,2019-11-18T15:12:17.420,0.240,10.610,-15.305,4.451
1574107937430,2019-11-18T15:12:17.430,0.250,11.159,-16.220,4.024
1574107937440,2019-11-18T15:12:17.440,0.260,11.402,-17.073,3.963
1574107937450,2019-11-18T15:12:17.450,0.270,11.524,-17.683,4.024
1574107937460,2019-11-18T15:12:17.460,0.280,11.280,-17.927,4.146
1574107937470,2019-11-18T15:12:17.470,0.290,11.280,-17.988,4.329
1574107937480,2019-11-18T15:12:17.480,0.300,11.463,-17.927,4.756
1574107937490,2019-11-18T15:12:17.490,0.310,11.707,-17.805,5.366
1574107937500,2019-11-18T15:12:17.500,0.320,12.012,-17.805,5.854
1574107937510,2019-11-18T15:12:17.510,0.330,12.561,-17.744,6.280
1574107937520,2019-11-18T15:12:17.520,0.340,12.744,-17.683,6.585
1574107937530,2019-11-18T15:12:17.530,0.350,12.805,-17.683,6.585
1574107937540,2019-11-18T15:12:17.540,0.360,12.866,-17.561,6.159
1574107937550,2019-11-18T15:12:17.550,0.370,12.927,-17.439,5.488
1574107937560,2019-11-18T15:12:17.560,0.380,13.293,-17.256,5.000
1574107937570,2019-11-18T15:12:17.570,0.390,13.841,-17.195,4.512
1574107937580,2019-11-18T15:12:17.580,0.400,14.146,-17.195,4.085
1574107937590,2019-11-18T15:12:17.590,0.410,14.573,-17.378,3.659
1574107937600,2019-11-18T15:12:17.600,0.420,14.634,-17.500,2.988
1574107937610,2019-11-18T15:12:17.610,0.430,14.207,-17.622,2.439
1574107937620,2019-11-18T15:12:17.620,0.440,13.963,-17.683,2.073
1574107937630,2019-11-18T15:12:17.630,0.450,13.780,-17.500,1.463
1574107937640,2019-11-18T15:12:17.640,0.460,13.841,-17.317,0.671
1574107937650,2019-11-18T15:12:17.650,0.470,13.659,-17.012,0.122
1574107937660,2019-11-18T15:12:17.660,0.480,13.476,-16.707,-0.488
1574107937670,2019-11-18T15:12:17.670,0.490,13.049,-16.463,-0.915
1574107937680,2019-11-18T15:12:17.680,0.500,12.622,-16.280,-0.915
1574107937690,2019-11-18T15:12:17.690,0.510,12.256,-15.915,-1.098
1574107937700,2019-11-18T15:12:17.700,0.520,11.951,-15.671,-1.037
1574107937710,2019-11-18T15:12:17.710,0.530,11.646,-15.427,-1.037
1574107937720,2019-11-18T15:12:17.720,0.540,11.646,-15.061,-0.915
1574107937730,2019-11-18T15:12:17.730,0.550,12.012,-14.695,-0.549
1574107937740,2019-11-18T15:12:17.740,0.560,12.012,-14.268,-0.305
1574107937750,2019-11-18T15:12:17.750,0.570,11.585,-13.841,-0.427
1574107937760,2019-11-18T15:12:17.760,0.580,10.732,-13.354,-0.366
1574107937770,2019-11-18T15:12:17.770,0.590,10.427,-12.744,-0.244
1574107937780,2019-11-18T15:12:17.780,0.600,10.244,-12.317,-0.183
1574107937790,2019-11-18T15:12:17.790,0.610,9.817,-11.829,-0.427
1574107937800,2019-11-18T15:12:17.800,0.620,9.573,-11.341,-0.671
1574107937810,2019-11-18T15:12:17.810,0.630,9.573,-11.098,-0.671
1574107937820,2019-11-18T15:12:17.820,0.640,9.207,-10.915,-0.976
1574107937830,2019-11-18T15:12:17.830,0.650,9.146,-10.732,-1.341
1574107937840,2019-11-18T15:12:17.840,0.660,9.329,-10.488,-1.646
1574107937850,2019-11-18T15:12:17.850,0.670,9.390,-10.366,-1.829
1574107937860,2019-11-18T15:12:17.860,0.680,9.390,-10.244,-1.890
1574107937870,2019-11-18T15:12:17.870,0.690,9.329,-9.939,-1.951
1574107937880,2019-11-18T15:12:17.880,0.700,8.720,-9.512,-2.073
1574107937890,2019-11-18T15:12:17.890,0.710,8.171,-9.024,-2.195
1574107937900,2019-11-18T15:12:17.900,0.720,8.354,-8.537,-2.195
1574107937910,2019-11-18T15:12:17.910,0.730,8.537,-7.988,-2.378
1574107937920,2019-11-18T15:12:17.920,0.740,8.476,-7.500,-2.744
