epoch (ms),time (-13:00),elapsed (s),pressure (Pa)
1574108173638,2019-11-18T15:16:13.638,0.000,97511.547
1574108173774,2019-11-18T15:16:13.774,0.136,97513.344
1574108173910,2019-11-18T15:16:13.910,0.272,97514.984
1574108174045,2019-11-18T15:16:14.045,0.407,97516.281
1574108174181,2019-11-18T15:16:14.181,0.543,97518.078
1574108174317,2019-11-18T15:16:14.317,0.679,97514.984
1574108174452,2019-11-18T15:16:14.452,0.814,97516.281
1574108174588,2019-11-18T15:16:14.588,0.950,97515.469
1574108174723,2019-11-18T15:16:14.723,1.085,97507.297
1574108174859,2019-11-18T15:16:14.859,1.221,97513.828
1574108174996,2019-11-18T15:16:14.996,1.358,97515.133
1574108175130,2019-11-18T15:16:15.130,1.492,97513.672
1574108175267,2019-11-18T15:16:15.267,1.629,97514.984
1574108175403,2019-11-18T15:16:15.403,1.765,97510.734
1574108175538,2019-11-18T15:16:15.538,1.900,97511.547
1574108175674,2019-11-18T15:16:15.674,2.036,97513.344
1574108175809,2019-11-18T15:16:15.809,2.171,97503.383
1574108175945,2019-11-18T15:16:15.945,2.307,97512.531
1574108176081,2019-11-18T15:16:16.081,2.443,97514.648
1574108176216,2019-11-18T15:16:16.216,2.578,97514.648
1574108176352,2019-11-18T15:16:16.352,2.714,97514.281
1574108176488,2019-11-18T15:16:16.488,2.850,97517.750
1574108176623,2019-11-18T15:16:16.623,2.985,97511.672
1574108176759,2019-11-18T15:16:16.759,3.121,97514.648
1574108176894,2019-11-18T15:16:16.894,3.256,97512.977
1574108177030,2019-11-18T15:16:17.030,3.392,97515.133
1574108177166,2019-11-18T15:16:17.166,3.528,97512.977
1574108177301,2019-11-18T15:16:17.301,3.663,97512.977
1574108177437,2019-11-18T15:16:17.437,3.799,97510.031
1574108177574,2019-11-18T15:16:17.574,3.936,97508.250
1574108177708,2019-11-18T15:16:17.708,4.070,97506.125
1574108177845,2019-11-18T15:16:17.845,4.207,97511.344
1574108177979,2019-11-18T15:16:17.979,4.341,97508.250
1574108178116,2019-11-18T15:16:18.116,4.478,97512.977
1574108178252,2019-11-18T15:16:18.252,4.614,97516.563
1574108178387,2019-11-18T15:16:18.387,4.749,97509.188
1574108178523,2019-11-18T15:16:18.523,4.885,97516.078
1574108178659,2019-11-18T15:16:18.659,5.021,97516.563
1574108178794,2019-11-18T15:16:18.794,5.156,97510.484
1574108178930,2019-11-18T15:16:18.930,5.292,97511.797
1574108179065,2019-11-18T15:16:19.065,5.427,97512.648
1574108179201,2019-11-18T15:16:19.201,5.563,97513.953
1574108179337,2019-11-18T15:16:19.337,5.699,97513.102
1574108179472,2019-11-18T15:16:19.472,5.834,97509.188
1574108179608,2019-11-18T15:16:19.608,5.970,97515.711
1574108179745,2019-11-18T15:16:19.745,6.107,97513.953
1574108179879,2019-11-18T15:16:19.879,6.241,97513.102
1574108180016,2019-11-18T15:16:20.016,6.378,97511.797
1574108180152,2019-11-18T15:16:20.152,6.514,97514.891
