epoch (ms),time (-13:00),elapsed (s),pressure (Pa)
1574107215362,2019-11-18T15:00:15.362,0.000,97511.313
1574107215497,2019-11-18T15:00:15.497,0.135,97514.781
1574107215633,2019-11-18T15:00:15.633,0.271,97512.984
1574107215770,2019-11-18T15:00:15.770,0.408,97512.984
1574107215904,2019-11-18T15:00:15.904,0.542,97517.234
1574107216041,2019-11-18T15:00:16.041,0.679,97509.063
1574107216175,2019-11-18T15:00:16.175,0.813,97513.313
1574107216312,2019-11-18T15:00:16.312,0.950,97510.703
1574107216448,2019-11-18T15:00:16.448,1.086,97510.703
1574107216583,2019-11-18T15:00:16.583,1.221,97509.891
1574107216719,2019-11-18T15:00:16.719,1.357,97509.398
1574107216855,2019-11-18T15:00:16.855,1.493,97511.188
1574107216990,2019-11-18T15:00:16.990,1.628,97509.398
1574107217126,2019-11-18T15:00:17.126,1.764,97515.930
1574107217261,2019-11-18T15:00:17.261,1.899,97513.313
1574107217397,2019-11-18T15:00:17.397,2.035,97514.172
1574107217533,2019-11-18T15:00:17.533,2.171,97513.680
1574107217668,2019-11-18T15:00:17.668,2.306,97511.891
1574107217804,2019-11-18T15:00:17.804,2.442,97511.063
1574107217941,2019-11-18T15:00:17.941,2.579,97508.453
1574107218075,2019-11-18T15:00:18.075,2.713,97513.188
1574107218212,2019-11-18T15:00:18.212,2.850,97512.375
1574107218346,2019-11-18T15:00:18.346,2.984,97512.375
1574107218483,2019-11-18T15:00:18.483,3.121,97514.500
1574107218619,2019-11-18T15:00:18.619,3.257,97506.203
1574107218754,2019-11-18T15:00:18.754,3.392,97514.500
1574107218890,2019-11-18T15:00:18.890,3.528,97510.125
1574107219026,2019-11-18T15:00:19.026,3.664,97506.531
1574107219161,2019-11-18T15:00:19.161,3.799,97516.172
1574107219297,2019-11-18T15:00:19.297,3.935,97508.813
1574107219432,2019-11-18T15:00:19.432,4.070,97510.125
1574107219568,2019-11-18T15:00:19.568,4.206,97508.656
1574107219704,2019-11-18T15:00:19.704,4.342,97520.414
1574107219839,2019-11-18T15:00:19.839,4.477,97511.758
1574107219975,2019-11-18T15:00:19.975,4.613,97513.555
1574107220111,2019-11-18T15:00:20.111,4.749,97507.508
1574107220246,2019-11-18T15:00:20.246,4.884,97514.367
1574107220382,2019-11-18T15:00:20.382,5.020,97511.758
1574107220519,2019-11-18T15:00:20.519,5.157,97514.367
1574107220653,2019-11-18T15:00:20.653,5.291,97512.117
1574107220790,2019-11-18T15:00:20.790,5.428,97516.984
1574107220924,2019-11-18T15:00:20.924,5.562,97509.141
1574107221061,2019-11-18T15:00:21.061,5.699,97511.266
1574107221197,2019-11-18T15:00:21.197,5.835,97515.188
1574107221332,2019-11-18T15:00:21.332,5.970,97510.813
1574107221468,2019-11-18T15:00:21.468,6.106,97513.422
1574107221604,2019-11-18T15:00:21.604,6.242,97509.961
1574107221739,2019-11-18T15:00:21.739,6.377,97516.859
1574107221875,2019-11-18T15:00:21.875,6.513,97514.734
1574107222010,2019-11-18T15:00:22.010,6.648,97510.813
1574107222146,2019-11-18T15:00:22.146,6.784,97508.203
1574107222282,2019-11-18T15:00:22.282,6.920,97514.242
1574107222417,2019-11-18T15:00:22.417,7.055,97518.984
1574107222553,2019-11-18T15:00:22.553,7.191,97513.750
1574107222690,2019-11-18T15:00:22.690,7.328,97512.938
1574107222824,2019-11-18T15:00:22.824,7.462,97516.367
1574107222961,2019-11-18T15:00:22.961,7.599,97509.016
1574107223097,2019-11-18T15:00:23.097,7.735,97509.508
1574107223232,2019-11-18T15:00:23.232,7.870,97513.750
1574107223368,2019-11-18T15:00:23.368,8.006,97513.297
1574107223504,2019-11-18T15:00:23.504,8.142,97511.992
1574107223639,2019-11-18T15:00:23.639,8.277,97512.453
1574107223775,2019-11-18T15:00:23.775,8.413,97510.813
1574107223911,2019-11-18T15:00:23.911,8.549,97511.141
