epoch (ms),time (-13:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1568494046608,2019-09-14T16:47:26.608,0.000,-0.915,-0.305,-0.427
1568494046618,2019-09-14T16:47:26.618,0.010,-1.402,0.183,-0.366
1568494046628,2019-09-14T16:47:26.628,0.020,-1.646,-0.244,-0.488
1568494046638,2019-09-14T16:47:26.638,0.030,-1.707,-0.366,-0.915
1568494046648,2019-09-14T16:47:26.648,0.040,-1.646,-0.244,-1.220
1568494046658,2019-09-14T16:47:26.658,0.050,-1.585,-0.244,-1.524
1568494046668,2019-09-14T16:47:26.668,0.060,-1.707,-0.061,-1.707
1568494046678,2019-09-14T16:47:26.678,0.070,-2.012,0.122,-1.829
1568494046688,2019-09-14T16:47:26.688,0.080,-2.134,0.305,-1.890
1568494046698,2019-09-14T16:47:26.698,0.090,-2.256,0.488,-2.012
1568494046708,2019-09-14T16:47:26.708,0.100,-2.500,0.671,-1.951
1568494046718,2019-09-14T16:47:26.718,0.110,-2.744,0.793,-1.890
1568494046728,2019-09-14T16:47:26.728,0.120,-3.110,1.037,-1.890
1568494046738,2019-09-14T16:47:26.738,0.130,-3.171,1.159,-2.134
1568494046748,2019-09-14T16:47:26.748,0.140,-3.110,1.098,-2.378
1568494046758,2019-09-14T16:47:26.758,0.150,-2.988,1.220,-2.439
1568494046768,2019-09-14T16:47:26.768,0.160,-3.110,1.341,-2.500
1568494046778,2019-09-14T16:47:26.778,0.170,-3.232,1.098,-3.049
1568494046788,2019-09-14T16:47:26.788,0.180,-3.354,0.854,-3.415
1568494046798,2019-09-14T16:47:26.798,0.190,-3.720,0.915,-3.415
1568494046808,2019-09-14T16:47:26.808,0.200,-4.390,0.671,-3.232
1568494046818,2019-09-14T16:47:26.818,0.210,-5.122,0.549,-2.866
1568494046828,2019-09-14T16:47:26.828,0.220,-5.183,0.244,-2.805
1568494046838,2019-09-14T16:47:26.838,0.230,-4.695,-0.122,-2.866
1568494046848,2019-09-14T16:47:26.848,0.240,-4.512,-0.366,-2.866
1568494046858,2019-09-14T16:47:26.858,0.250,-5.122,-0.610,-2.683
1568494046868,2019-09-14T16:47:26.868,0.260,-5.732,-0.610,-2.561
1568494046878,2019-09-14T16:47:26.878,0.270,-5.610,-0.732,-2.622
1568494046888,2019-09-14T16:47:26.888,0.280,-5.305,-0.671,-2.988
1568494046898,2019-09-14T16:47:26.898,0.290,-5.305,-0.610,-3.171
1568494046908,2019-09-14T16:47:26.908,0.300,-5.427,-0.549,-3.537
1568494046918,2019-09-14T16:47:26.918,0.310,-5.183,-0.488,-3.963
1568494046928,2019-09-14T16:47:26.928,0.320,-4.634,-0.427,-4.756
1568494046938,2019-09-14T16:47:26.938,0.330,-3.780,-0.427,-5.366
1568494046948,2019-09-14T16:47:26.948,0.340,-3.476,-0.244,-5.854
1568494046958,2019-09-14T16:47:26.958,0.350,-3.720,0.000,-6.098
1568494046968,2019-09-14T16:47:26.968,0.360,-3.780,0.122,-6.037
1568494046978,2019-09-14T16:47:26.978,0.370,-3.537,0.122,-5.915
1568494046988,2019-09-14T16:47:26.988,0.380,-3.354,0.061,-5.732
1568494046998,2019-09-14T16:47:26.998,0.390,-3.354,0.122,-5.183
1568494047008,2019-09-14T16:47:27.008,0.400,-3.537,0.061,-4.451
1568494047018,2019-09-14T16:47:27.018,0.410,-3.659,0.000,-4.085
1568494047028,2019-09-14T16:47:27.028,0.420,-3.537,0.183,-4.024
1568494047038,2019-09-14T16:47:27.038,0.430,-3.902,0.244,-4.146
1568494047048,2019-09-14T16:47:27.048,0.440,-4.756,0.427,-4.268
1568494047058,2019-09-14T16:47:27.058,0.450,-5.488,0.671,-4.146
1568494047068,2019-09-14T16:47:27.068,0.460,-5.732,0.976,-4.085
1568494047078,2019-09-14T16:47:27.078,0.470,-5.854,1.037,-3.963
1568494047088,2019-09-14T16:47:27.088,0.480,-6.402,1.341,-3.780
1568494047098,2019-09-14T16:47:27.098,0.490,-7.378,1.646,-3.659
1568494047108,2019-09-14T16:47:27.108,0.500,-8.537,2.134,-3.537
1568494047118,2019-09-14T16:47:27.118,0.510,-9.146,2.378,-4.024
1568494047128,2019-09-14T16:47:27.128,0.520,-9.268,2.683,-4.817
1568494047138,2019-09-14T16:47:27.138,0.530,-9.207,2.805,-5.793
1568494047148,2019-09-14T16:47:27.148,0.540,-9.207,2.927,-6.768
1568494047158,2019-09-14T16:47:27.158,0.550,-9.451,2.927,-7.622
1568494047168,2019-09-14T16:47:27.168,0.560,-9.695,2.622,-8.659
1568494047178,2019-09-14T16:47:27.178,0.570,-9.817,2.256,-9.695
1568494047188,2019-09-14T16:47:27.188,0.580,-9.939,1.402,-10.366
1568494047198,2019-09-14T16:47:27.198,0.590,-10.183,0.427,-11.280
1568494047208,2019-09-14T16:47:27.208,0.600,-10.427,-0.366,-12.195
1568494047218,2019-09-14T16:47:27.218,0.610,-10.671,-1.159,-13.171
1568494047228,2019-09-14T16:47:27.228,0.620,-10.976,-1.768,-13.963
1568494047238,2019-09-14T16:47:27.238,0.630,-11.159,-2.378,-14.573
1568494047248,2019-09-14T16:47:27.248,0.640,-11.280,-2.744,-15.122
1568494047258,2019-09-14T16:47:27.258,0.650,-10.915,-2.866,-15.610
1568494047268,2019-09-14T16:47:27.268,0.660,-10.427,-2.988,-15.793
1568494047278,2019-09-14T16:47:27.278,0.670,-10.427,-2.927,-15.366
1568494047288,2019-09-14T16:47:27.288,0.680,-10.732,-2.500,-14.390
1568494047298,2019-09-14T16:47:27.298,0.690,-10.854,-2.012,-13.354
1568494047308,2019-09-14T16:47:27.308,0.700,-10.732,-1.463,-12.378
1568494047318,2019-09-14T16:47:27.318,0.710,-10.183,-0.915,-11.585
1568494047328,2019-09-14T16:47:27.328,0.720,-9.329,-0.305,-10.854
1568494047338,2019-09-14T16:47:27.338,0.730,-8.963,0.427,-10.183
1568494047348,2019-09-14T16:47:27.348,0.740,-8.963,0.976,-9.268
1568494047358,2019-09-14T16:47:27.358,0.750,-8.598,1.707,-8.659
1568494047368,2019-09-14T16:47:27.368,0.760,-8.171,2.500,-7.988
1568494047378,2019-09-14T16:47:27.378,0.770,-9.024,3.659,-7.256
1568494047388,2019-09-14T16:47:27.388,0.780,-10.671,5.061,-6.159
1568494047398,2019-09-14T16:47:27.398,0.790,-12.378,6.524,-5.061
1568494047408,2019-09-14T16:47:27.408,0.800,-13.293,7.927,-3.963
1568494047418,2019-09-14T16:47:27.418,0.810,-14.268,9.085,-2.744
1568494047428,2019-09-14T16:47:27.428,0.820,-14.817,10.000,-1.463
1568494047438,2019-09-14T16:47:27.438,0.830,-14.756,10.793,-0.427
1568494047448,2019-09-14T16:47:27.448,0.840,-14.451,11.524,0.366
1568494047458,2019-09-14T16:47:27.458,0.850,-14.939,12.317,1.159
1568494047468,2019-09-14T16:47:27.468,0.860,-16.098,13.049,2.134
1568494047478,2019-09-14T16:47:27.478,0.870,-16.341,13.963,2.683
