epoch (ms),time (-13:00),elapsed (s),pressure (Pa)
1568493914307,2019-09-14T16:45:14.307,0.000,99143.672
1568493914443,2019-09-14T16:45:14.443,0.136,99142.297
1568493914579,2019-09-14T16:45:14.579,0.272,99142.688
1568493914714,2019-09-14T16:45:14.714,0.407,99142.297
1568493914850,2019-09-14T16:45:14.850,0.543,99147.039
1568493914986,2019-09-14T16:45:14.986,0.679,99142.219
1568493915121,2019-09-14T16:45:15.121,0.814,99139.219
1568493915257,2019-09-14T16:45:15.257,0.950,99144.828
1568493915392,2019-09-14T16:45:15.392,1.085,99139.609
1568493915528,2019-09-14T16:45:15.528,1.221,99143.602
1568493915665,2019-09-14T16:45:15.665,1.358,99143.992
1568493915799,2019-09-14T16:45:15.799,1.492,99143.516
1568493915936,2019-09-14T16:45:15.936,1.629,99144.828
1568493916072,2019-09-14T16:45:16.072,1.765,99140.516
1568493916207,2019-09-14T16:45:16.207,1.900,99139.609
1568493916343,2019-09-14T16:45:16.343,2.036,99145.656
1568493916479,2019-09-14T16:45:16.479,2.172,99146.602
1568493916614,2019-09-14T16:45:16.614,2.307,99140.438
1568493916750,2019-09-14T16:45:16.750,2.443,99140.906
1568493916886,2019-09-14T16:45:16.886,2.579,99148.266
1568493917021,2019-09-14T16:45:17.021,2.714,99143.516
1568493917157,2019-09-14T16:45:17.157,2.850,99142.219
1568493917292,2019-09-14T16:45:17.292,2.985,99145.734
1568493917428,2019-09-14T16:45:17.428,3.121,99146.602
1568493917565,2019-09-14T16:45:17.565,3.258,99140.992
1568493917699,2019-09-14T16:45:17.699,3.392,99144.906
1568493917836,2019-09-14T16:45:17.836,3.529,99144.906
1568493917972,2019-09-14T16:45:17.972,3.665,99143.203
1568493918107,2019-09-14T16:45:18.107,3.800,99144.070
1568493918243,2019-09-14T16:45:18.243,3.936,99145.375
1568493918378,2019-09-14T16:45:18.378,4.071,99147.117
1568493918514,2019-09-14T16:45:18.514,4.207,99148.422
1568493918650,2019-09-14T16:45:18.650,4.343,99146.203
1568493918785,2019-09-14T16:45:18.785,4.478,99143.672
1568493918921,2019-09-14T16:45:18.921,4.614,99145.813
1568493919057,2019-09-14T16:45:19.057,4.750,99142.375
1568493919192,2019-09-14T16:45:19.192,4.885,99146.758
1568493919328,2019-09-14T16:45:19.328,5.021,99146.758
1568493919464,2019-09-14T16:45:19.464,5.157,99144.227
1568493919599,2019-09-14T16:45:19.599,5.292,99147.305
1568493919735,2019-09-14T16:45:19.735,5.428,99146.438
1568493919872,2019-09-14T16:45:19.872,5.565,99150.070
1568493920006,2019-09-14T16:45:20.006,5.699,99149.313
1568493920143,2019-09-14T16:45:20.143,5.836,99152.391
1568493920279,2019-09-14T16:45:20.279,5.972,99153.781
1568493920414,2019-09-14T16:45:20.414,6.107,99146.859
1568493920550,2019-09-14T16:45:20.550,6.243,99147.688
1568493920685,2019-09-14T16:45:20.685,6.378,99149.938
1568493920821,2019-09-14T16:45:20.821,6.514,99146.859
1568493920957,2019-09-14T16:45:20.957,6.650,99148.563
1568493921092,2019-09-14T16:45:21.092,6.785,99147.617
1568493921228,2019-09-14T16:45:21.228,6.921,99147.617
1568493921364,2019-09-14T16:45:21.364,7.057,99148.922
1568493921499,2019-09-14T16:45:21.499,7.192,99145.406
1568493921635,2019-09-14T16:45:21.635,7.328,99151.453
1568493921772,2019-09-14T16:45:21.772,7.465,99149.781
1568493921906,2019-09-14T16:45:21.906,7.599,99147.539
1568493922043,2019-09-14T16:45:22.043,7.736,99154.063
1568493922177,2019-09-14T16:45:22.177,7.870,99151.453
1568493922314,2019-09-14T16:45:22.314,8.007,99149.234
1568493922450,2019-09-14T16:45:22.450,8.143,99144.930
1568493922585,2019-09-14T16:45:22.585,8.278,99150.547
1568493922721,2019-09-14T16:45:22.721,8.414,99153.984
1568493922857,2019-09-14T16:45:22.857,8.550,99143.156
1568493922992,2019-09-14T16:45:22.992,8.685,99143.547
1568493923128,2019-09-14T16:45:23.128,8.821,99143.547
1568493923264,2019-09-14T16:45:23.264,8.957,99147.938
1568493923399,2019-09-14T16:45:23.399,9.092,99152.680
1568493923535,2019-09-14T16:45:23.535,9.228,99137.031
1568493923670,2019-09-14T16:45:23.670,9.363,99150.461
1568493923806,2019-09-14T16:45:23.806,9.499,99147.859
1568493923942,2019-09-14T16:45:23.942,9.635,99146.992
1568493924077,2019-09-14T16:45:24.077,9.770,99142.250
1568493924213,2019-09-14T16:45:24.213,9.906,99140.469
1568493924350,2019-09-14T16:45:24.350,10.043,99144.859
1568493924484,2019-09-14T16:45:24.484,10.177,99147.461
1568493924621,2019-09-14T16:45:24.621,10.314,99151.375
1568493924755,2019-09-14T16:45:24.755,10.448,99143.469
1568493924892,2019-09-14T16:45:24.892,10.585,99144.781
1568493925028,2019-09-14T16:45:25.028,10.721,99142.641
1568493925163,2019-09-14T16:45:25.163,10.856,99142.641
1568493925299,2019-09-14T16:45:25.299,10.992,99140.031
1568493925435,2019-09-14T16:45:25.435,11.128,99146.914
