epoch (ms),time (-13:00),elapsed (s),x-axis (T),y-axis (T),z-axis (T)
1568489516186,2019-09-14T15:31:56.186,0.000,0.000124187,-0.000180375,-0.000159750
1568489516236,2019-09-14T15:31:56.236,0.050,0.000124187,-0.000180687,-0.000160187
1568489516286,2019-09-14T15:31:56.286,0.100,0.000124187,-0.000181062,-0.000159812
1568489516336,2019-09-14T15:31:56.336,0.150,0.000123125,-0.000180375,-0.000159438
1568489516386,2019-09-14T15:31:56.386,0.200,0.000124563,-0.000181125,-0.000160625
1568489516436,2019-09-14T15:31:56.436,0.250,0.000124250,-0.000180750,-0.000160625
1568489516486,2019-09-14T15:31:56.486,0.300,0.000124938,-0.000181062,-0.000160625
1568489516536,2019-09-14T15:31:56.536,0.350,0.000124563,-0.000181125,-0.000161812
1568489516586,2019-09-14T15:31:56.586,0.400,0.000125312,-0.000180375,-0.000161812
1568489516636,2019-09-14T15:31:56.636,0.450,0.000124938,-0.000181125,-0.000163375
1568489516686,2019-09-14T15:31:56.686,0.500,0.000125312,-0.000180375,-0.000164875
1568489516736,2019-09-14T15:31:56.736,0.550,0.000124563,-0.000180375,-0.000164875
1568489516786,2019-09-14T15:31:56.786,0.600,0.000124938,-0.000181813,-0.000166438
1568489516836,2019-09-14T15:31:56.836,0.650,0.000125687,-0.000180375,-0.000169063
1568489516886,2019-09-14T15:31:56.886,0.700,0.000127125,-0.000179625,-0.000172188
1568489516936,2019-09-14T15:31:56.936,0.750,0.000127875,-0.000180750,-0.000173375
1568489516986,2019-09-14T15:31:56.986,0.800,0.000130000,-0.000180750,-0.000176438
1568489517036,2019-09-14T15:31:57.036,0.850,0.000132937,-0.000180750,-0.000178375
1568489517086,2019-09-14T15:31:57.086,0.900,0.000134000,-0.000180375,-0.000180250
1568489517136,2019-09-14T15:31:57.136,0.950,0.000136563,-0.000181125,-0.000181375
1568489517186,2019-09-14T15:31:57.186,1.000,0.000139062,-0.000180750,-0.000181000
1568489517236,2019-09-14T15:31:57.236,1.050,0.000139813,-0.000181125,-0.000181750
1568489517286,2019-09-14T15:31:57.286,1.100,0.000142000,-0.000180750,-0.000183312
1568489517336,2019-09-14T15:31:57.336,1.150,0.000142000,-0.000179625,-0.000185625
1568489517386,2019-09-14T15:31:57.386,1.200,0.000142313,-0.000178563,-0.000185938
1568489517436,2019-09-14T15:31:57.436,1.250,0.000141250,-0.000177125,-0.000186000
1568489517486,2019-09-14T15:31:57.486,1.300,0.000142687,-0.000176375,-0.000189062
1568489517536,2019-09-14T15:31:57.536,1.350,0.000142687,-0.000175312,-0.000190937
1568489517586,2019-09-14T15:31:57.586,1.400,0.000139437,-0.000175312,-0.000190937
1568489517636,2019-09-14T15:31:57.636,1.450,0.000138000,-0.000172438,-0.000191438
1568489517686,2019-09-14T15:31:57.686,1.500,0.000137250,-0.000172063,-0.000192875
1568489517736,2019-09-14T15:31:57.736,1.550,0.000138000,-0.000170938,-0.000193313
1568489517786,2019-09-14T15:31:57.786,1.600,0.000135125,-0.000171687,-0.000193625
1568489517836,2019-09-14T15:31:57.836,1.650,0.000135437,-0.000170625,-0.000193250
1568489517886,2019-09-14T15:31:57.886,1.700,0.000136937,-0.000171312,-0.000193625
1568489517936,2019-09-14T15:31:57.936,1.750,0.000137625,-0.000172063,-0.000193688
1568489517986,2019-09-14T15:31:57.986,1.800,0.000138750,-0.000172063,-0.000192875
1568489518036,2019-09-14T15:31:58.036,1.850,0.000139437,-0.000173500,-0.000191375
1568489518086,2019-09-14T15:31:58.086,1.900,0.000140188,-0.000172063,-0.000192125
1568489518136,2019-09-14T15:31:58.136,1.950,0.000140875,-0.000173500,-0.000191813
1568489518186,2019-09-14T15:31:58.186,2.000,0.000140875,-0.000173500,-0.000192125
1568489518236,2019-09-14T15:31:58.236,2.050,0.000141625,-0.000173500,-0.000192500
1568489518286,2019-09-14T15:31:58.286,2.100,0.000141625,-0.000173125,-0.000192187
1568489518336,2019-09-14T15:31:58.336,2.150,0.000142375,-0.000172750,-0.000192562
1568489518386,2019-09-14T15:31:58.386,2.200,0.000143813,-0.000173125,-0.000192562
1568489518436,2019-09-14T15:31:58.436,2.250,0.000144125,-0.000172750,-0.000192500
1568489518486,2019-09-14T15:31:58.486,2.300,0.000147062,-0.000173500,-0.000192125
1568489518536,2019-09-14T15:31:58.536,2.350,0.000147438,-0.000172438,-0.000191750
1568489518586,2019-09-14T15:31:58.586,2.400,0.000152500,-0.000173500,-0.000190562
1568489518636,2019-09-14T15:31:58.636,2.450,0.000155000,-0.000174250,-0.000189062
1568489518686,2019-09-14T15:31:58.686,2.500,0.000158625,-0.000173125,-0.000186437
1568489518736,2019-09-14T15:31:58.736,2.550,0.000160125,-0.000174250,-0.000183688
1568489518786,2019-09-14T15:31:58.786,2.600,0.000160813,-0.000174937,-0.000181000
1568489518836,2019-09-14T15:31:58.836,2.650,0.000161937,-0.000175312,-0.000179125
1568489518886,2019-09-14T15:31:58.886,2.700,0.000161562,-0.000175687,-0.000177187
1568489518936,2019-09-14T15:31:58.936,2.750,0.000160813,-0.000176750,-0.000176812
1568489518986,2019-09-14T15:31:58.986,2.800,0.000159375,-0.000177500,-0.000175687
1568489519036,2019-09-14T15:31:59.036,2.850,0.000159000,-0.000177875,-0.000175625
1568489519086,2019-09-14T15:31:59.086,2.900,0.000158625,-0.000178563,-0.000174937
1568489519136,2019-09-14T15:31:59.136,2.950,0.000157188,-0.000178937,-0.000175687
1568489519186,2019-09-14T15:31:59.186,3.000,0.000155000,-0.000179688,-0.000177250
1568489519236,2019-09-14T15:31:59.236,3.050,0.000153188,-0.000180000,-0.000178375
1568489519286,2019-09-14T15:31:59.286,3.100,0.000153188,-0.000180375,-0.000177938
1568489519336,2019-09-14T15:31:59.336,3.150,0.000151750,-0.000180375,-0.000177562
1568489519386,2019-09-14T15:31:59.386,3.200,0.000151750,-0.000180750,-0.000177187
1568489519436,2019-09-14T15:31:59.436,3.250,0.000151375,-0.000180750,-0.000176500
1568489519486,2019-09-14T15:31:59.486,3.300,0.000150312,-0.000182188,-0.000175312
1568489519536,2019-09-14T15:31:59.536,3.350,0.000151375,-0.000181813,-0.000174188
1568489519586,2019-09-14T15:31:59.586,3.400,0.000150312,-0.000181813,-0.000174500
1568489519636,2019-09-14T15:31:59.636,3.450,0.000149938,-0.000183312,-0.000174188
1568489519686,2019-09-14T15:31:59.686,3.500,0.000151063,-0.000181813,-0.000173000
1568489519736,2019-09-14T15:31:59.736,3.550,0.000151750,-0.000182562,-0.000171500
1568489519786,2019-09-14T15:31:59.786,3.600,0.000151375,-0.000182188,-0.000171875
