epoch (ms),time (-13:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1568488216804,2019-09-14T15:10:16.804,0.000,0.172,0.911,-0.224
1568488216814,2019-09-14T15:10:16.814,0.010,0.174,0.922,-0.229
1568488216824,2019-09-14T15:10:16.824,0.020,0.174,0.924,-0.227
1568488216834,2019-09-14T15:10:16.834,0.030,0.173,0.921,-0.223
1568488216844,2019-09-14T15:10:16.844,0.040,0.168,0.920,-0.228
1568488216854,2019-09-14T15:10:16.854,0.050,0.164,0.929,-0.229
1568488216864,2019-09-14T15:10:16.864,0.060,0.159,0.930,-0.230
1568488216874,2019-09-14T15:10:16.874,0.070,0.154,0.928,-0.230
1568488216884,2019-09-14T15:10:16.884,0.080,0.155,0.933,-0.232
1568488216894,2019-09-14T15:10:16.894,0.090,0.156,0.935,-0.233
1568488216904,2019-09-14T15:10:16.904,0.100,0.157,0.932,-0.232
1568488216914,2019-09-14T15:10:16.914,0.110,0.156,0.935,-0.234
1568488216924,2019-09-14T15:10:16.924,0.120,0.155,0.934,-0.232
1568488216934,2019-09-14T15:10:16.934,0.130,0.154,0.927,-0.230
1568488216944,2019-09-14T15:10:16.944,0.140,0.154,0.933,-0.234
1568488216954,2019-09-14T15:10:16.954,0.150,0.152,0.942,-0.235
1568488216964,2019-09-14T15:10:16.964,0.160,0.150,0.946,-0.232
1568488216974,2019-09-14T15:10:16.974,0.170,0.145,0.951,-0.232
1568488216984,2019-09-14T15:10:16.984,0.180,0.143,0.950,-0.227
1568488216994,2019-09-14T15:10:16.994,0.190,0.139,0.945,-0.221
1568488217004,2019-09-14T15:10:17.004,0.200,0.137,0.938,-0.218
1568488217014,2019-09-14T15:10:17.014,0.210,0.134,0.933,-0.213
1568488217024,2019-09-14T15:10:17.024,0.220,0.133,0.930,-0.211
1568488217034,2019-09-14T15:10:17.034,0.230,0.132,0.928,-0.208
1568488217044,2019-09-14T15:10:17.044,0.240,0.137,0.929,-0.210
1568488217054,2019-09-14T15:10:17.054,0.250,0.137,0.927,-0.209
1568488217064,2019-09-14T15:10:17.064,0.260,0.138,0.926,-0.212
1568488217074,2019-09-14T15:10:17.074,0.270,0.144,0.937,-0.215
1568488217084,2019-09-14T15:10:17.084,0.280,0.142,0.941,-0.219
1568488217094,2019-09-14T15:10:17.094,0.290,0.142,0.938,-0.220
1568488217104,2019-09-14T15:10:17.104,0.300,0.143,0.938,-0.220
1568488217114,2019-09-14T15:10:17.114,0.310,0.144,0.935,-0.220
1568488217124,2019-09-14T15:10:17.124,0.320,0.145,0.930,-0.217
1568488217134,2019-09-14T15:10:17.134,0.330,0.151,0.929,-0.220
1568488217144,2019-09-14T15:10:17.144,0.340,0.155,0.933,-0.221
1568488217154,2019-09-14T15:10:17.154,0.350,0.151,0.935,-0.222
1568488217164,2019-09-14T15:10:17.164,0.360,0.150,0.938,-0.223
1568488217174,2019-09-14T15:10:17.174,0.370,0.147,0.939,-0.224
1568488217184,2019-09-14T15:10:17.184,0.380,0.142,0.938,-0.224
1568488217194,2019-09-14T15:10:17.194,0.390,0.140,0.941,-0.224
1568488217204,2019-09-14T15:10:17.204,0.400,0.141,0.945,-0.223
1568488217214,2019-09-14T15:10:17.214,0.410,0.141,0.947,-0.224
1568488217224,2019-09-14T15:10:17.224,0.420,0.144,0.943,-0.222
1568488217234,2019-09-14T15:10:17.234,0.430,0.147,0.938,-0.223
1568488217244,2019-09-14T15:10:17.244,0.440,0.149,0.938,-0.221
1568488217254,2019-09-14T15:10:17.254,0.450,0.150,0.932,-0.221
1568488217264,2019-09-14T15:10:17.264,0.460,0.149,0.928,-0.223
1568488217274,2019-09-14T15:10:17.274,0.470,0.146,0.928,-0.225
1568488217284,2019-09-14T15:10:17.284,0.480,0.145,0.934,-0.228
1568488217294,2019-09-14T15:10:17.294,0.490,0.146,0.939,-0.228
1568488217304,2019-09-14T15:10:17.304,0.500,0.143,0.942,-0.227
1568488217314,2019-09-14T15:10:17.314,0.510,0.142,0.942,-0.226
1568488217324,2019-09-14T15:10:17.324,0.520,0.141,0.938,-0.225
1568488217334,2019-09-14T15:10:17.334,0.530,0.144,0.935,-0.227
1568488217344,2019-09-14T15:10:17.344,0.540,0.147,0.933,-0.222
1568488217354,2019-09-14T15:10:17.354,0.550,0.148,0.930,-0.218
1568488217364,2019-09-14T15:10:17.364,0.560,0.145,0.921,-0.218
1568488217374,2019-09-14T15:10:17.374,0.570,0.147,0.925,-0.219
1568488217384,2019-09-14T15:10:17.384,0.580,0.148,0.930,-0.221
1568488217394,2019-09-14T15:10:17.394,0.590,0.150,0.934,-0.223
1568488217404,2019-09-14T15:10:17.404,0.600,0.149,0.936,-0.224
1568488217414,2019-09-14T15:10:17.414,0.610,0.142,0.938,-0.226
1568488217424,2019-09-14T15:10:17.424,0.620,0.141,0.939,-0.225
1568488217434,2019-09-14T15:10:17.434,0.630,0.141,0.938,-0.224
1568488217444,2019-09-14T15:10:17.444,0.640,0.143,0.938,-0.223
1568488217454,2019-09-14T15:10:17.454,0.650,0.145,0.936,-0.225
1568488217464,2019-09-14T15:10:17.464,0.660,0.146,0.932,-0.225
