epoch (ms),time (-13:00),elapsed (s),pressure (Pa)
1568488587067,2019-09-14T15:16:27.067,0.000,99212.133
1568488587202,2019-09-14T15:16:27.202,0.135,99213.797
1568488587338,2019-09-14T15:16:27.338,0.271,99210.344
1568488587473,2019-09-14T15:16:27.473,0.406,99205.016
1568488587609,2019-09-14T15:16:27.609,0.542,99205.453
1568488587746,2019-09-14T15:16:27.746,0.679,99209.383
1568488587880,2019-09-14T15:16:27.880,0.813,99212.484
1568488588017,2019-09-14T15:16:28.017,0.950,99198.906
1568488588153,2019-09-14T15:16:28.153,1.086,99200.602
1568488588288,2019-09-14T15:16:28.288,1.221,99201.078
1568488588424,2019-09-14T15:16:28.424,1.357,99215.938
1568488588560,2019-09-14T15:16:28.560,1.493,99205.359
1568488588695,2019-09-14T15:16:28.695,1.628,99199.766
1568488588831,2019-09-14T15:16:28.831,1.764,99214.188
1568488588967,2019-09-14T15:16:28.967,1.900,99206.672
1568488589102,2019-09-14T15:16:29.102,2.035,99201.078
1568488589238,2019-09-14T15:16:29.238,2.171,99210.250
1568488589373,2019-09-14T15:16:29.373,2.306,99211.078
1568488589509,2019-09-14T15:16:29.509,2.442,99197.984
1568488589646,2019-09-14T15:16:29.646,2.579,99202.742
1568488589780,2019-09-14T15:16:29.780,2.713,99201.906
1568488589917,2019-09-14T15:16:29.917,2.850,99200.602
1568488590053,2019-09-14T15:16:30.053,2.986,99199.766
1568488590188,2019-09-14T15:16:30.188,3.121,99205.844
1568488590324,2019-09-14T15:16:30.324,3.257,99207.156
1568488590459,2019-09-14T15:16:30.459,3.392,99201.906
1568488590595,2019-09-14T15:16:30.595,3.528,99200.984
1568488590731,2019-09-14T15:16:30.731,3.664,99203.703
1568488590866,2019-09-14T15:16:30.866,3.799,99201.430
1568488591002,2019-09-14T15:16:31.002,3.935,99212.297
1568488591138,2019-09-14T15:16:31.138,4.071,99205.359
1568488591273,2019-09-14T15:16:31.273,4.206,99208.844
1568488591409,2019-09-14T15:16:31.409,4.342,99206.219
1568488591545,2019-09-14T15:16:31.545,4.478,99202.742
1568488591680,2019-09-14T15:16:31.680,4.613,99206.219
1568488591816,2019-09-14T15:16:31.816,4.749,99210.063
1568488591951,2019-09-14T15:16:31.951,4.884,99203.609
1568488592087,2019-09-14T15:16:32.087,5.020,99205.750
1568488592224,2019-09-14T15:16:32.224,5.157,99208.359
1568488592358,2019-09-14T15:16:32.358,5.291,99205.266
1568488592495,2019-09-14T15:16:32.495,5.428,99203.609
1568488592631,2019-09-14T15:16:32.631,5.564,99201.813
1568488592766,2019-09-14T15:16:32.766,5.699,99210.508
1568488592902,2019-09-14T15:16:32.902,5.835,99207.531
1568488593037,2019-09-14T15:16:33.037,5.970,99204.438
1568488593173,2019-09-14T15:16:33.173,6.106,99203.953
1568488593309,2019-09-14T15:16:33.309,6.242,99210.508
1568488593444,2019-09-14T15:16:33.444,6.377,99202.648
1568488593580,2019-09-14T15:16:33.580,6.513,99203.125
1568488593716,2019-09-14T15:16:33.716,6.649,99210.891
1568488593851,2019-09-14T15:16:33.851,6.784,99205.656
1568488593987,2019-09-14T15:16:33.987,6.920,99204.820
1568488594124,2019-09-14T15:16:34.124,7.057,99208.750
1568488594258,2019-09-14T15:16:34.258,7.191,99202.203
1568488594395,2019-09-14T15:16:34.395,7.328,99205.266
1568488594529,2019-09-14T15:16:34.529,7.462,99202.648
1568488594666,2019-09-14T15:16:34.666,7.599,99201.719
1568488594802,2019-09-14T15:16:34.802,7.735,99200.406
1568488594937,2019-09-14T15:16:34.937,7.870,99206.484
1568488595073,2019-09-14T15:16:35.073,8.006,99206.000
1568488595209,2019-09-14T15:16:35.209,8.142,99202.070
1568488595344,2019-09-14T15:16:35.344,8.277,99210.797
1568488595480,2019-09-14T15:16:35.480,8.413,99202.070
1568488595615,2019-09-14T15:16:35.615,8.548,99210.414
1568488595751,2019-09-14T15:16:35.751,8.684,99206.867
1568488595887,2019-09-14T15:16:35.887,8.820,99202.547
1568488596022,2019-09-14T15:16:36.022,8.955,99203.859
1568488596158,2019-09-14T15:16:36.158,9.091,99212.555
1568488596294,2019-09-14T15:16:36.294,9.227,99207.313
