epoch (ms),time (-13:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1568493481846,2019-09-14T16:38:01.846,0.000,-3.415,0.854,0.488
1568493481856,2019-09-14T16:38:01.856,0.010,-3.354,1.159,0.488
1568493481866,2019-09-14T16:38:01.866,0.020,-3.110,0.915,0.244
1568493481876,2019-09-14T16:38:01.876,0.030,-3.110,0.915,0.427
1568493481886,2019-09-14T16:38:01.886,0.040,-3.049,0.915,0.427
1568493481896,2019-09-14T16:38:01.896,0.050,-2.866,0.793,0.244
1568493481906,2019-09-14T16:38:01.906,0.060,-3.049,0.732,0.244
1568493481916,2019-09-14T16:38:01.916,0.070,-3.110,0.427,0.427
1568493481926,2019-09-14T16:38:01.926,0.080,-3.293,0.122,0.488
1568493481936,2019-09-14T16:38:01.936,0.090,-3.232,-0.122,0.549
1568493481946,2019-09-14T16:38:01.946,0.100,-3.232,-0.183,0.671
1568493481956,2019-09-14T16:38:01.956,0.110,-2.988,-0.305,0.671
1568493481966,2019-09-14T16:38:01.966,0.120,-2.622,-0.427,0.793
1568493481976,2019-09-14T16:38:01.976,0.130,-2.378,-0.305,0.915
1568493481986,2019-09-14T16:38:01.986,0.140,-2.073,-0.183,0.854
1568493481996,2019-09-14T16:38:01.996,0.150,-1.951,-0.122,0.793
1568493482006,2019-09-14T16:38:02.006,0.160,-1.890,0.183,0.549
1568493482016,2019-09-14T16:38:02.016,0.170,-2.073,0.427,0.122
1568493482026,2019-09-14T16:38:02.026,0.180,-2.439,0.549,-0.122
1568493482036,2019-09-14T16:38:02.036,0.190,-2.988,0.854,-0.244
1568493482046,2019-09-14T16:38:02.046,0.200,-3.232,1.220,-0.122
1568493482056,2019-09-14T16:38:02.056,0.210,-3.415,1.585,0.183
1568493482066,2019-09-14T16:38:02.066,0.220,-3.232,1.829,0.305
1568493482076,2019-09-14T16:38:02.076,0.230,-2.805,2.073,0.427
1568493482086,2019-09-14T16:38:02.086,0.240,-2.500,2.256,0.244
1568493482096,2019-09-14T16:38:02.096,0.250,-2.439,2.500,-0.061
1568493482106,2019-09-14T16:38:02.106,0.260,-2.439,2.744,-0.549
1568493482116,2019-09-14T16:38:02.116,0.270,-2.317,2.805,-0.732
1568493482126,2019-09-14T16:38:02.126,0.280,-2.317,2.866,-0.427
1568493482136,2019-09-14T16:38:02.136,0.290,-2.439,2.927,0.427
1568493482146,2019-09-14T16:38:02.146,0.300,-2.622,2.866,1.646
1568493482156,2019-09-14T16:38:02.156,0.310,-2.561,2.744,3.171
1568493482166,2019-09-14T16:38:02.166,0.320,-2.439,2.683,4.390
1568493482176,2019-09-14T16:38:02.176,0.330,-2.134,2.683,5.244
1568493482186,2019-09-14T16:38:02.186,0.340,-1.707,2.622,5.854
1568493482196,2019-09-14T16:38:02.196,0.350,-1.159,2.500,6.280
1568493482206,2019-09-14T16:38:02.206,0.360,-0.854,2.378,7.012
1568493482216,2019-09-14T16:38:02.216,0.370,-0.427,2.378,8.110
1568493482226,2019-09-14T16:38:02.226,0.380,0.000,2.317,9.573
1568493482236,2019-09-14T16:38:02.236,0.390,0.305,1.890,11.220
1568493482246,2019-09-14T16:38:02.246,0.400,0.366,1.707,12.866
1568493482256,2019-09-14T16:38:02.256,0.410,0.244,1.707,14.512
1568493482266,2019-09-14T16:38:02.266,0.420,-0.366,1.768,15.976
1568493482276,2019-09-14T16:38:02.276,0.430,-0.793,2.012,17.012
1568493482286,2019-09-14T16:38:02.286,0.440,-1.585,2.500,18.476
1568493482296,2019-09-14T16:38:02.296,0.450,-2.500,2.744,20.671
1568493482306,2019-09-14T16:38:02.306,0.460,-3.110,2.866,22.500
