epoch (ms),time (-13:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1568487792888,2019-09-14T15:03:12.888,0.000,-0.575,0.658,-0.354
1568487792898,2019-09-14T15:03:12.898,0.010,-0.587,0.683,-0.364
1568487792908,2019-09-14T15:03:12.908,0.020,-0.592,0.699,-0.370
1568487792918,2019-09-14T15:03:12.918,0.030,-0.595,0.703,-0.376
1568487792928,2019-09-14T15:03:12.928,0.040,-0.598,0.698,-0.378
1568487792938,2019-09-14T15:03:12.938,0.050,-0.599,0.692,-0.378
1568487792948,2019-09-14T15:03:12.948,0.060,-0.595,0.688,-0.373
1568487792958,2019-09-14T15:03:12.958,0.070,-0.590,0.683,-0.370
1568487792968,2019-09-14T15:03:12.968,0.080,-0.585,0.675,-0.366
1568487792978,2019-09-14T15:03:12.978,0.090,-0.581,0.668,-0.363
1568487792988,2019-09-14T15:03:12.988,0.100,-0.579,0.660,-0.362
1568487792998,2019-09-14T15:03:12.998,0.110,-0.575,0.661,-0.362
1568487793008,2019-09-14T15:03:13.008,0.120,-0.572,0.679,-0.366
1568487793018,2019-09-14T15:03:13.018,0.130,-0.566,0.687,-0.371
1568487793028,2019-09-14T15:03:13.028,0.140,-0.563,0.679,-0.371
1568487793038,2019-09-14T15:03:13.038,0.150,-0.566,0.673,-0.369
1568487793048,2019-09-14T15:03:13.048,0.160,-0.567,0.669,-0.366
1568487793058,2019-09-14T15:03:13.058,0.170,-0.568,0.666,-0.359
1568487793068,2019-09-14T15:03:13.068,0.180,-0.570,0.662,-0.356
1568487793078,2019-09-14T15:03:13.078,0.190,-0.569,0.666,-0.358
1568487793088,2019-09-14T15:03:13.088,0.200,-0.564,0.669,-0.359
1568487793098,2019-09-14T15:03:13.098,0.210,-0.569,0.668,-0.364
1568487793108,2019-09-14T15:03:13.108,0.220,-0.572,0.677,-0.362
1568487793118,2019-09-14T15:03:13.118,0.230,-0.573,0.686,-0.364
1568487793128,2019-09-14T15:03:13.128,0.240,-0.577,0.680,-0.363
1568487793138,2019-09-14T15:03:13.138,0.250,-0.580,0.675,-0.358
1568487793148,2019-09-14T15:03:13.148,0.260,-0.581,0.674,-0.354
1568487793158,2019-09-14T15:03:13.158,0.270,-0.577,0.673,-0.354
1568487793168,2019-09-14T15:03:13.168,0.280,-0.576,0.671,-0.354
1568487793178,2019-09-14T15:03:13.178,0.290,-0.574,0.674,-0.358
1568487793188,2019-09-14T15:03:13.188,0.300,-0.570,0.681,-0.366
1568487793198,2019-09-14T15:03:13.198,0.310,-0.570,0.688,-0.370
1568487793208,2019-09-14T15:03:13.208,0.320,-0.571,0.684,-0.374
