epoch (ms),time (-13:00),elapsed (s),x-axis (T),y-axis (T),z-axis (T)
1568488347076,2019-09-14T15:12:27.076,0.000,0.000099625,-0.000169562,-0.000128063
1568488347126,2019-09-14T15:12:27.126,0.050,0.000100375,-0.000171000,-0.000127312
1568488347176,2019-09-14T15:12:27.176,0.100,0.000099250,-0.000169937,-0.000126938
1568488347226,2019-09-14T15:12:27.226,0.150,0.000098875,-0.000170625,-0.000126188
1568488347276,2019-09-14T15:12:27.276,0.200,0.000100000,-0.000169562,-0.000125375
1568488347326,2019-09-14T15:12:27.326,0.250,0.000099625,-0.000170625,-0.000126938
1568488347376,2019-09-14T15:12:27.376,0.300,0.000099250,-0.000170625,-0.000125375
1568488347426,2019-09-14T15:12:27.426,0.350,0.000098875,-0.000170688,-0.000125812
1568488347476,2019-09-14T15:12:27.476,0.400,0.000099250,-0.000170313,-0.000126625
1568488347526,2019-09-14T15:12:27.526,0.450,0.000099250,-0.000169562,-0.000126188
1568488347576,2019-09-14T15:12:27.576,0.500,0.000099250,-0.000170688,-0.000125812
1568488347626,2019-09-14T15:12:27.626,0.550,0.000098875,-0.000169937,-0.000125875
1568488347676,2019-09-14T15:12:27.676,0.600,0.000099250,-0.000169562,-0.000125875
1568488347726,2019-09-14T15:12:27.726,0.650,0.000099625,-0.000169562,-0.000125500
1568488347776,2019-09-14T15:12:27.776,0.700,0.000100000,-0.000169937,-0.000123937
1568488347826,2019-09-14T15:12:27.826,0.750,0.000099250,-0.000170313,-0.000123937
1568488347876,2019-09-14T15:12:27.876,0.800,0.000100000,-0.000169562,-0.000124750
1568488347926,2019-09-14T15:12:27.926,0.850,0.000099250,-0.000169562,-0.000123937
1568488347976,2019-09-14T15:12:27.976,0.900,0.000100000,-0.000169937,-0.000123937
1568488348026,2019-09-14T15:12:28.026,0.950,0.000100000,-0.000169187,-0.000124313
1568488348076,2019-09-14T15:12:28.076,1.000,0.000100000,-0.000169187,-0.000124375
1568488348126,2019-09-14T15:12:28.126,1.050,0.000099250,-0.000169562,-0.000123188
1568488348176,2019-09-14T15:12:28.176,1.100,0.000100000,-0.000171000,-0.000123937
1568488348226,2019-09-14T15:12:28.226,1.150,0.000100750,-0.000169562,-0.000124313
1568488348276,2019-09-14T15:12:28.276,1.200,0.000101438,-0.000170313,-0.000123625
1568488348326,2019-09-14T15:12:28.326,1.250,0.000101062,-0.000170313,-0.000123188
1568488348376,2019-09-14T15:12:28.376,1.300,0.000101812,-0.000171000,-0.000123937
1568488348426,2019-09-14T15:12:28.426,1.350,0.000101812,-0.000168875,-0.000122375
1568488348476,2019-09-14T15:12:28.476,1.400,0.000102563,-0.000169937,-0.000124000
1568488348526,2019-09-14T15:12:28.526,1.450,0.000101438,-0.000169937,-0.000122813
1568488348576,2019-09-14T15:12:28.576,1.500,0.000101438,-0.000169937,-0.000122813
1568488348626,2019-09-14T15:12:28.626,1.550,0.000101062,-0.000169937,-0.000122813
1568488348676,2019-09-14T15:12:28.676,1.600,0.000101062,-0.000169250,-0.000122813
1568488348726,2019-09-14T15:12:28.726,1.650,0.000100375,-0.000169937,-0.000121625
1568488348776,2019-09-14T15:12:28.776,1.700,0.000101062,-0.000169562,-0.000123188
1568488348826,2019-09-14T15:12:28.826,1.750,0.000101062,-0.000169937,-0.000123625
1568488348876,2019-09-14T15:12:28.876,1.800,0.000101438,-0.000169187,-0.000122062
1568488348926,2019-09-14T15:12:28.926,1.850,0.000102563,-0.000168875,-0.000123625
1568488348976,2019-09-14T15:12:28.976,1.900,0.000101812,-0.000168875,-0.000122062
1568488349026,2019-09-14T15:12:29.026,1.950,0.000101062,-0.000169937,-0.000122062
1568488349076,2019-09-14T15:12:29.076,2.000,0.000100000,-0.000168875,-0.000122062
1568488349126,2019-09-14T15:12:29.126,2.050,0.000102187,-0.000169250,-0.000122875
1568488349176,2019-09-14T15:12:29.176,2.100,0.000100375,-0.000168125,-0.000122813
1568488349226,2019-09-14T15:12:29.226,2.150,0.000101812,-0.000169187,-0.000122000
1568488349276,2019-09-14T15:12:29.276,2.200,0.000100750,-0.000169187,-0.000120875
1568488349326,2019-09-14T15:12:29.326,2.250,0.000100375,-0.000169187,-0.000120875
1568488349376,2019-09-14T15:12:29.376,2.300,0.000100750,-0.000168875,-0.000122438
1568488349426,2019-09-14T15:12:29.426,2.350,0.000100000,-0.000167750,-0.000120500
1568488349476,2019-09-14T15:12:29.476,2.400,0.000100000,-0.000166688,-0.000120875
1568488349526,2019-09-14T15:12:29.526,2.450,0.000099625,-0.000167437,-0.000120500
1568488349576,2019-09-14T15:12:29.576,2.500,0.000098937,-0.000168500,-0.000120875
1568488349626,2019-09-14T15:12:29.626,2.550,0.000098937,-0.000167375,-0.000120875
1568488349676,2019-09-14T15:12:29.676,2.600,0.000098187,-0.000168500,-0.000120875
1568488349726,2019-09-14T15:12:29.726,2.650,0.000098187,-0.000167375,-0.000121625
1568488349776,2019-09-14T15:12:29.776,2.700,0.000097437,-0.000167063,-0.000121625
1568488349826,2019-09-14T15:12:29.826,2.750,0.000097125,-0.000168875,-0.000121688
1568488349876,2019-09-14T15:12:29.876,2.800,0.000096000,-0.000167750,-0.000122813
1568488349926,2019-09-14T15:12:29.926,2.850,0.000096000,-0.000169187,-0.000122375
1568488349976,2019-09-14T15:12:29.976,2.900,0.000094562,-0.000167063,-0.000122375
1568488350026,2019-09-14T15:12:30.026,2.950,0.000096000,-0.000167750,-0.000122813
1568488350076,2019-09-14T15:12:30.076,3.000,0.000094187,-0.000167375,-0.000122375
1568488350126,2019-09-14T15:12:30.126,3.050,0.000093813,-0.000167750,-0.000124000
1568488350176,2019-09-14T15:12:30.176,3.100,0.000094562,-0.000167063,-0.000123625
1568488350226,2019-09-14T15:12:30.226,3.150,0.000093500,-0.000168500,-0.000123937
1568488350276,2019-09-14T15:12:30.276,3.200,0.000093813,-0.000168875,-0.000124375
1568488350326,2019-09-14T15:12:30.326,3.250,0.000094562,-0.000167750,-0.000124688
1568488350376,2019-09-14T15:12:30.376,3.300,0.000093500,-0.000167750,-0.000124313
1568488350426,2019-09-14T15:12:30.426,3.350,0.000093500,-0.000167063,-0.000124375
1568488350476,2019-09-14T15:12:30.476,3.400,0.000093500,-0.000168125,-0.000125125
1568488350526,2019-09-14T15:12:30.526,3.450,0.000091687,-0.000167063,-0.000125063
1568488350576,2019-09-14T15:12:30.576,3.500,0.000092375,-0.000167375,-0.000125875
1568488350626,2019-09-14T15:12:30.626,3.550,0.000092375,-0.000166688,-0.000125875
1568488350676,2019-09-14T15:12:30.676,3.600,0.000091687,-0.000166688,-0.000126313
1568488350726,2019-09-14T15:12:30.726,3.650,0.000092000,-0.000167750,-0.000125500
1568488350776,2019-09-14T15:12:30.776,3.700,0.000091687,-0.000167063,-0.000127063
1568488350826,2019-09-14T15:12:30.826,3.750,0.000090938,-0.000167375,-0.000125875
1568488350876,2019-09-14T15:12:30.876,3.800,0.000090938,-0.000167750,-0.000126313
1568488350926,2019-09-14T15:12:30.926,3.850,0.000090562,-0.000167750,-0.000126313
1568488350976,2019-09-14T15:12:30.976,3.900,0.000090188,-0.000167437,-0.000128563
1568488351026,2019-09-14T15:12:31.026,3.950,0.000090562,-0.000167063,-0.000128563
1568488351076,2019-09-14T15:12:31.076,4.000,0.000091312,-0.000167375,-0.000129750
1568488351126,2019-09-14T15:12:31.126,4.050,0.000091312,-0.000168875,-0.000130125
1568488351176,2019-09-14T15:12:31.176,4.100,0.000090938,-0.000168500,-0.000132000
1568488351226,2019-09-14T15:12:31.226,4.150,0.000090188,-0.000168500,-0.000132000
1568488351276,2019-09-14T15:12:31.276,4.200,0.000091312,-0.000168875,-0.000132000
1568488351326,2019-09-14T15:12:31.326,4.250,0.000090938,-0.000169187,-0.000133562
1568488351376,2019-09-14T15:12:31.376,4.300,0.000091312,-0.000168875,-0.000132750
1568488351426,2019-09-14T15:12:31.426,4.350,0.000090562,-0.000169187,-0.000133187
1568488351476,2019-09-14T15:12:31.476,4.400,0.000090938,-0.000168875,-0.000134688
1568488351526,2019-09-14T15:12:31.526,4.450,0.000089875,-0.000168875,-0.000134313
1568488351576,2019-09-14T15:12:31.576,4.500,0.000091312,-0.000168500,-0.000133938
1568488351626,2019-09-14T15:12:31.626,4.550,0.000090562,-0.000169937,-0.000135500
1568488351676,2019-09-14T15:12:31.676,4.600,0.000090938,-0.000168875,-0.000133562
1568488351726,2019-09-14T15:12:31.726,4.650,0.000091312,-0.000168875,-0.000133938
1568488351776,2019-09-14T15:12:31.776,4.700,0.000090562,-0.000168875,-0.000134375
1568488351826,2019-09-14T15:12:31.826,4.750,0.000090562,-0.000169187,-0.000134750
1568488351876,2019-09-14T15:12:31.876,4.800,0.000090188,-0.000168500,-0.000134750
1568488351926,2019-09-14T15:12:31.926,4.850,0.000089875,-0.000168500,-0.000134750
1568488351976,2019-09-14T15:12:31.976,4.900,0.000089125,-0.000168500,-0.000133562
1568488352026,2019-09-14T15:12:32.026,4.950,0.000089875,-0.000167375,-0.000133187
1568488352076,2019-09-14T15:12:32.076,5.000,0.000089500,-0.000167375,-0.000132750
1568488352126,2019-09-14T15:12:32.126,5.050,0.000089125,-0.000167375,-0.000132000
1568488352176,2019-09-14T15:12:32.176,5.100,0.000089125,-0.000166688,-0.000131312
1568488352226,2019-09-14T15:12:32.226,5.150,0.000088750,-0.000166313,-0.000130125
1568488352276,2019-09-14T15:12:32.276,5.200,0.000088375,-0.000167063,-0.000128188
1568488352326,2019-09-14T15:12:32.326,5.250,0.000088375,-0.000165937,-0.000129000
1568488352376,2019-09-14T15:12:32.376,5.300,0.000088375,-0.000165562,-0.000127375
1568488352426,2019-09-14T15:12:32.426,5.350,0.000089875,-0.000165562,-0.000125875
1568488352476,2019-09-14T15:12:32.476,5.400,0.000088750,-0.000164875,-0.000125125
1568488352526,2019-09-14T15:12:32.526,5.450,0.000089875,-0.000164125,-0.000124313
1568488352576,2019-09-14T15:12:32.576,5.500,0.000089500,-0.000163437,-0.000122000
1568488352626,2019-09-14T15:12:32.626,5.550,0.000090938,-0.000163063,-0.000120875
1568488352676,2019-09-14T15:12:32.676,5.600,0.000093125,-0.000163812,-0.000119000
1568488352726,2019-09-14T15:12:32.726,5.650,0.000092000,-0.000161625,-0.000118187
1568488352776,2019-09-14T15:12:32.776,5.700,0.000095312,-0.000163063,-0.000116688
1568488352826,2019-09-14T15:12:32.826,5.750,0.000097437,-0.000162312,-0.000115125
1568488352876,2019-09-14T15:12:32.876,5.800,0.000100000,-0.000163063,-0.000114375
1568488352926,2019-09-14T15:12:32.926,5.850,0.000101062,-0.000162688,-0.000115562
1568488352976,2019-09-14T15:12:32.976,5.900,0.000102875,-0.000162312,-0.000114000
1568488353026,2019-09-14T15:12:33.026,5.950,0.000104687,-0.000163437,-0.000114000
1568488353076,2019-09-14T15:12:33.076,6.000,0.000103625,-0.000162000,-0.000114000
1568488353126,2019-09-14T15:12:33.126,6.050,0.000105438,-0.000162688,-0.000114375
1568488353176,2019-09-14T15:12:33.176,6.100,0.000105062,-0.000162688,-0.000115562
1568488353226,2019-09-14T15:12:33.226,6.150,0.000104313,-0.000163437,-0.000115500
1568488353276,2019-09-14T15:12:33.276,6.200,0.000104375,-0.000163063,-0.000114375
1568488353326,2019-09-14T15:12:33.326,6.250,0.000104687,-0.000163812,-0.000115938
1568488353376,2019-09-14T15:12:33.376,6.300,0.000106875,-0.000163812,-0.000114813
1568488353426,2019-09-14T15:12:33.426,6.350,0.000105062,-0.000164125,-0.000113625
1568488353476,2019-09-14T15:12:33.476,6.400,0.000106500,-0.000163063,-0.000114000
1568488353526,2019-09-14T15:12:33.526,6.450,0.000104687,-0.000163812,-0.000116312
1568488353576,2019-09-14T15:12:33.576,6.500,0.000105812,-0.000163437,-0.000115125
1568488353626,2019-09-14T15:12:33.626,6.550,0.000105062,-0.000163812,-0.000114375
1568488353676,2019-09-14T15:12:33.676,6.600,0.000105062,-0.000163812,-0.000115562
1568488353726,2019-09-14T15:12:33.726,6.650,0.000105812,-0.000165250,-0.000115125
1568488353776,2019-09-14T15:12:33.776,6.700,0.000106188,-0.000164500,-0.000115562
1568488353826,2019-09-14T15:12:33.826,6.750,0.000105812,-0.000163437,-0.000116312
1568488353876,2019-09-14T15:12:33.876,6.800,0.000106500,-0.000163437,-0.000114375
1568488353926,2019-09-14T15:12:33.926,6.850,0.000105438,-0.000163812,-0.000115562
1568488353976,2019-09-14T15:12:33.976,6.900,0.000105438,-0.000164125,-0.000115562
1568488354026,2019-09-14T15:12:34.026,6.950,0.000104687,-0.000163437,-0.000114750
1568488354076,2019-09-14T15:12:34.076,7.000,0.000104313,-0.000163750,-0.000114000
1568488354126,2019-09-14T15:12:34.126,7.050,0.000104313,-0.000164875,-0.000113938
1568488354176,2019-09-14T15:12:34.176,7.100,0.000104687,-0.000163437,-0.000114750
1568488354226,2019-09-14T15:12:34.226,7.150,0.000104375,-0.000164125,-0.000114375
1568488354276,2019-09-14T15:12:34.276,7.200,0.000102875,-0.000164125,-0.000114375
1568488354326,2019-09-14T15:12:34.326,7.250,0.000104375,-0.000163812,-0.000114750
1568488354376,2019-09-14T15:12:34.376,7.300,0.000104000,-0.000164875,-0.000114750
1568488354426,2019-09-14T15:12:34.426,7.350,0.000104000,-0.000164875,-0.000115562
