epoch (ms),time (-13:00),elapsed (s),pressure (Pa)
1568493481838,2019-09-14T16:38:01.838,0.000,99148.516
1568493481973,2019-09-14T16:38:01.973,0.135,99148.078
1568493482109,2019-09-14T16:38:02.109,0.271,99149.820
1568493482244,2019-09-14T16:38:02.244,0.406,99157.125
1568493482380,2019-09-14T16:38:02.380,0.542,99152.430
1568493482516,2019-09-14T16:38:02.516,0.678,99151.516
1568493482651,2019-09-14T16:38:02.651,0.813,99151.914
1568493482787,2019-09-14T16:38:02.787,0.949,99156.656
1568493482923,2019-09-14T16:38:02.923,1.085,99156.188
1568493483058,2019-09-14T16:38:03.058,1.220,99150.492
1568493483194,2019-09-14T16:38:03.194,1.356,99151.797
1568493483329,2019-09-14T16:38:03.329,1.491,99146.578
1568493483465,2019-09-14T16:38:03.465,1.627,99150.492
1568493483602,2019-09-14T16:38:03.602,1.764,99155.719
1568493483736,2019-09-14T16:38:03.736,1.898,99146.578
1568493483873,2019-09-14T16:38:03.873,2.035,99152.672
1568493484009,2019-09-14T16:38:04.009,2.171,99154.805
1568493484144,2019-09-14T16:38:04.144,2.306,99149.578
1568493484280,2019-09-14T16:38:04.280,2.442,99149.109
1568493484416,2019-09-14T16:38:04.416,2.578,99153.969
1568493484551,2019-09-14T16:38:04.551,2.713,99149.508
1568493484687,2019-09-14T16:38:04.687,2.849,99147.813
1568493484822,2019-09-14T16:38:04.822,2.984,99153.031
1568493484958,2019-09-14T16:38:04.958,3.120,99155.633
1568493485094,2019-09-14T16:38:05.094,3.256,99149.109
1568493485229,2019-09-14T16:38:05.229,3.391,99151.641
1568493485365,2019-09-14T16:38:05.365,3.527,99148.672
1568493485501,2019-09-14T16:38:05.501,3.663,99152.109
1568493485636,2019-09-14T16:38:05.636,3.798,99154.250
1568493485772,2019-09-14T16:38:05.772,3.934,99152.109
1568493485907,2019-09-14T16:38:05.907,4.069,99149.109
1568493486043,2019-09-14T16:38:06.043,4.205,99152.109
1568493486180,2019-09-14T16:38:06.180,4.342,99150.813
1568493486314,2019-09-14T16:38:06.314,4.476,99152.109
1568493486451,2019-09-14T16:38:06.451,4.613,99152.945
1568493486587,2019-09-14T16:38:06.587,4.749,99149.031
1568493486722,2019-09-14T16:38:06.722,4.884,99151.641
1568493486858,2019-09-14T16:38:06.858,5.020,99152.945
1568493486994,2019-09-14T16:38:06.994,5.156,99146.898
1568493487129,2019-09-14T16:38:07.129,5.291,99151.641
1568493487265,2019-09-14T16:38:07.265,5.427,99147.258
1568493487401,2019-09-14T16:38:07.401,5.563,99150.336
1568493487536,2019-09-14T16:38:07.536,5.698,99146.813
1568493487672,2019-09-14T16:38:07.672,5.834,99148.563
1568493487807,2019-09-14T16:38:07.807,5.969,99154.641
1568493487943,2019-09-14T16:38:07.943,6.105,99150.734
1568493488080,2019-09-14T16:38:08.080,6.242,99151.641
1568493488214,2019-09-14T16:38:08.214,6.376,99146.422
1568493488351,2019-09-14T16:38:08.351,6.513,99155.078
1568493488487,2019-09-14T16:38:08.487,6.649,99151.172
1568493488622,2019-09-14T16:38:08.622,6.784,99152.867
1568493488758,2019-09-14T16:38:08.758,6.920,99150.266
1568493488893,2019-09-14T16:38:08.893,7.055,99149.789
1568493489029,2019-09-14T16:38:09.029,7.191,99147.656
1568493489165,2019-09-14T16:38:09.165,7.327,99148.047
1568493489300,2019-09-14T16:38:09.300,7.462,99147.172
