epoch (ms),time (-13:00),elapsed (s),pressure (Pa)
1568488347069,2019-09-14T15:12:27.069,0.000,99210.922
1568488347205,2019-09-14T15:12:27.205,0.136,99211.750
1568488347341,2019-09-14T15:12:27.341,0.272,99210.438
1568488347476,2019-09-14T15:12:27.476,0.407,99211.266
1568488347612,2019-09-14T15:12:27.612,0.543,99209.125
1568488347747,2019-09-14T15:12:27.747,0.678,99212.578
1568488347883,2019-09-14T15:12:27.883,0.814,99209.516
1568488348019,2019-09-14T15:12:28.019,0.950,99213.445
1568488348154,2019-09-14T15:12:28.154,1.085,99202.961
1568488348290,2019-09-14T15:12:28.290,1.221,99209.031
1568488348427,2019-09-14T15:12:28.427,1.358,99210.344
1568488348561,2019-09-14T15:12:28.561,1.492,99212.969
1568488348698,2019-09-14T15:12:28.698,1.629,99210.344
1568488348832,2019-09-14T15:12:28.832,1.763,99206.891
1568488348969,2019-09-14T15:12:28.969,1.900,99206.031
1568488349105,2019-09-14T15:12:29.105,2.036,99206.414
1568488349240,2019-09-14T15:12:29.240,2.171,99207.719
1568488349376,2019-09-14T15:12:29.376,2.307,99209.859
1568488349512,2019-09-14T15:12:29.512,2.443,99213.797
1568488349647,2019-09-14T15:12:29.647,2.578,99203.797
1568488349783,2019-09-14T15:12:29.783,2.714,99213.313
1568488349919,2019-09-14T15:12:29.919,2.850,99215.016
1568488350054,2019-09-14T15:12:30.054,2.985,99210.695
1568488350190,2019-09-14T15:12:30.190,3.121,99210.695
1568488350326,2019-09-14T15:12:30.326,3.257,99214.625
1568488350461,2019-09-14T15:12:30.461,3.392,99205.453
1568488350597,2019-09-14T15:12:30.597,3.528,99206.766
1568488350734,2019-09-14T15:12:30.734,3.665,99212.484
1568488350868,2019-09-14T15:12:30.868,3.799,99198.078
1568488351005,2019-09-14T15:12:31.005,3.936,99203.313
1568488351141,2019-09-14T15:12:31.141,4.072,99211.563
1568488351276,2019-09-14T15:12:31.276,4.207,99207.625
1568488351412,2019-09-14T15:12:31.412,4.343,99213.703
1568488351548,2019-09-14T15:12:31.548,4.479,99205.016
1568488351683,2019-09-14T15:12:31.683,4.614,99205.844
1568488351819,2019-09-14T15:12:31.819,4.750,99203.219
1568488351954,2019-09-14T15:12:31.954,4.885,99210.250
1568488352090,2019-09-14T15:12:32.090,5.021,99204.047
1568488352226,2019-09-14T15:12:32.226,5.157,99211.078
1568488352361,2019-09-14T15:12:32.361,5.292,99215.844
1568488352497,2019-09-14T15:12:32.497,5.428,99202.742
1568488352634,2019-09-14T15:12:32.634,5.565,99203.219
1568488352768,2019-09-14T15:12:32.768,5.699,99201.906
1568488352905,2019-09-14T15:12:32.905,5.836,99203.219
1568488353039,2019-09-14T15:12:33.039,5.970,99209.766
1568488353176,2019-09-14T15:12:33.176,6.107,99205.844
1568488353312,2019-09-14T15:12:33.312,6.243,99202.742
1568488353447,2019-09-14T15:12:33.447,6.378,99209.297
1568488353583,2019-09-14T15:12:33.583,6.514,99211.469
1568488353719,2019-09-14T15:12:33.719,6.650,99208.844
1568488353854,2019-09-14T15:12:33.854,6.785,99206.219
1568488353990,2019-09-14T15:12:33.990,6.921,99203.609
1568488354125,2019-09-14T15:12:34.125,7.056,99209.203
1568488354261,2019-09-14T15:12:34.261,7.192,99201.813
1568488354397,2019-09-14T15:12:34.397,7.328,99205.266
