epoch (ms),time (-13:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1568488347078,2019-09-14T15:12:27.078,0.000,-0.107,0.959,-0.044
1568488347088,2019-09-14T15:12:27.088,0.010,-0.107,0.967,-0.046
1568488347098,2019-09-14T15:12:27.098,0.020,-0.107,0.962,-0.046
1568488347108,2019-09-14T15:12:27.108,0.030,-0.106,0.959,-0.049
1568488347118,2019-09-14T15:12:27.118,0.040,-0.103,0.960,-0.049
1568488347128,2019-09-14T15:12:27.128,0.050,-0.102,0.961,-0.054
1568488347138,2019-09-14T15:12:27.138,0.060,-0.099,0.960,-0.056
1568488347148,2019-09-14T15:12:27.148,0.070,-0.093,0.961,-0.058
1568488347158,2019-09-14T15:12:27.158,0.080,-0.090,0.961,-0.062
1568488347168,2019-09-14T15:12:27.168,0.090,-0.091,0.960,-0.063
1568488347178,2019-09-14T15:12:27.178,0.100,-0.091,0.959,-0.065
1568488347188,2019-09-14T15:12:27.188,0.110,-0.090,0.964,-0.068
1568488347198,2019-09-14T15:12:27.198,0.120,-0.091,0.963,-0.071
1568488347208,2019-09-14T15:12:27.208,0.130,-0.094,0.960,-0.073
1568488347218,2019-09-14T15:12:27.218,0.140,-0.093,0.965,-0.075
1568488347228,2019-09-14T15:12:27.228,0.150,-0.088,0.967,-0.079
1568488347238,2019-09-14T15:12:27.238,0.160,-0.090,0.965,-0.078
1568488347248,2019-09-14T15:12:27.248,0.170,-0.090,0.962,-0.079
1568488347258,2019-09-14T15:12:27.258,0.180,-0.088,0.964,-0.080
1568488347268,2019-09-14T15:12:27.268,0.190,-0.090,0.967,-0.081
1568488347278,2019-09-14T15:12:27.278,0.200,-0.090,0.962,-0.083
1568488347288,2019-09-14T15:12:27.288,0.210,-0.092,0.956,-0.086
1568488347298,2019-09-14T15:12:27.298,0.220,-0.096,0.961,-0.089
1568488347308,2019-09-14T15:12:27.308,0.230,-0.098,0.962,-0.086
1568488347318,2019-09-14T15:12:27.318,0.240,-0.099,0.962,-0.092
1568488347328,2019-09-14T15:12:27.328,0.250,-0.098,0.966,-0.094
1568488347338,2019-09-14T15:12:27.338,0.260,-0.099,0.970,-0.094
1568488347348,2019-09-14T15:12:27.348,0.270,-0.097,0.969,-0.096
1568488347358,2019-09-14T15:12:27.358,0.280,-0.100,0.969,-0.092
1568488347368,2019-09-14T15:12:27.368,0.290,-0.099,0.970,-0.091
1568488347378,2019-09-14T15:12:27.378,0.300,-0.099,0.972,-0.095
1568488347388,2019-09-14T15:12:27.388,0.310,-0.102,0.970,-0.093
1568488347398,2019-09-14T15:12:27.398,0.320,-0.106,0.966,-0.094
1568488347408,2019-09-14T15:12:27.408,0.330,-0.108,0.967,-0.092
1568488347418,2019-09-14T15:12:27.418,0.340,-0.110,0.968,-0.094
1568488347428,2019-09-14T15:12:27.428,0.350,-0.111,0.969,-0.092
1568488347438,2019-09-14T15:12:27.438,0.360,-0.106,0.969,-0.096
1568488347448,2019-09-14T15:12:27.448,0.370,-0.103,0.972,-0.098
1568488347458,2019-09-14T15:12:27.458,0.380,-0.103,0.972,-0.095
1568488347468,2019-09-14T15:12:27.468,0.390,-0.101,0.969,-0.101
1568488347478,2019-09-14T15:12:27.478,0.400,-0.102,0.964,-0.100
1568488347488,2019-09-14T15:12:27.488,0.410,-0.104,0.962,-0.099
