epoch (ms),time (-13:00),elapsed (s),pressure (Pa)
1568483731030,2019-09-14T13:55:31.030,0.000,99311.078
1568483731166,2019-09-14T13:55:31.166,0.136,99309.766
1568483731302,2019-09-14T13:55:31.302,0.272,99307.984
1568483731437,2019-09-14T13:55:31.437,0.407,99310.953
1568483731573,2019-09-14T13:55:31.573,0.543,99306.195
1568483731708,2019-09-14T13:55:31.708,0.678,99304.406
1568483731844,2019-09-14T13:55:31.844,0.814,99311.813
1568483731980,2019-09-14T13:55:31.980,0.950,99307.500
1568483732115,2019-09-14T13:55:32.115,1.085,99310.125
1568483732251,2019-09-14T13:55:32.251,1.221,99314.047
1568483732388,2019-09-14T13:55:32.388,1.358,99304.883
1568483732522,2019-09-14T13:55:32.522,1.492,99320.594
1568483732659,2019-09-14T13:55:32.659,1.629,99304.531
1568483732793,2019-09-14T13:55:32.793,1.763,99312.742
1568483732930,2019-09-14T13:55:32.930,1.900,99312.266
1568483733066,2019-09-14T13:55:33.066,2.036,99313.125
1568483733202,2019-09-14T13:55:33.202,2.172,99312.742
1568483733337,2019-09-14T13:55:33.337,2.307,99310.953
1568483733473,2019-09-14T13:55:33.473,2.443,99307.891
1568483733608,2019-09-14T13:55:33.608,2.578,99303.961
1568483733744,2019-09-14T13:55:33.744,2.714,99306.672
1568483733880,2019-09-14T13:55:33.880,2.850,99311.906
1568483734015,2019-09-14T13:55:34.015,2.985,99308.813
1568483734151,2019-09-14T13:55:34.151,3.121,99307.023
1568483734288,2019-09-14T13:55:34.288,3.258,99311.813
1568483734422,2019-09-14T13:55:34.422,3.392,99311.344
1568483734559,2019-09-14T13:55:34.559,3.529,99308.813
1568483734693,2019-09-14T13:55:34.693,3.663,99304.313
1568483734830,2019-09-14T13:55:34.830,3.800,99308.719
1568483734966,2019-09-14T13:55:34.966,3.936,99314.797
1568483735101,2019-09-14T13:55:35.101,4.071,99309.547
1568483735237,2019-09-14T13:55:35.237,4.207,99314.797
1568483735373,2019-09-14T13:55:35.373,4.343,99306.938
1568483735508,2019-09-14T13:55:35.508,4.478,99313.781
1568483735644,2019-09-14T13:55:35.644,4.614,99310.859
1568483735780,2019-09-14T13:55:35.780,4.750,99309.938
1568483735915,2019-09-14T13:55:35.915,4.885,99313.781
1568483736051,2019-09-14T13:55:36.051,5.021,99315.531
1568483736186,2019-09-14T13:55:36.186,5.156,99312.828
1568483736322,2019-09-14T13:55:36.322,5.292,99308.539
1568483736458,2019-09-14T13:55:36.458,5.428,99307.586
1568483736593,2019-09-14T13:55:36.593,5.563,99317.969
1568483736729,2019-09-14T13:55:36.729,5.699,99312.375
1568483736866,2019-09-14T13:55:36.866,5.836,99311.063
1568483737000,2019-09-14T13:55:37.000,5.970,99312.734
1568483737137,2019-09-14T13:55:37.137,6.107,99313.563
1568483737271,2019-09-14T13:55:37.271,6.241,99312.258
1568483737408,2019-09-14T13:55:37.408,6.378,99306.188
1568483737544,2019-09-14T13:55:37.544,6.514,99304.391
1568483737679,2019-09-14T13:55:37.679,6.649,99310.109
1568483737815,2019-09-14T13:55:37.815,6.785,99310.023
1568483737951,2019-09-14T13:55:37.951,6.921,99311.813
1568483738086,2019-09-14T13:55:38.086,7.056,99306.578
1568483738222,2019-09-14T13:55:38.222,7.192,99313.469
1568483738357,2019-09-14T13:55:38.357,7.327,99315.266
1568483738493,2019-09-14T13:55:38.493,7.463,99313.469
1568483738629,2019-09-14T13:55:38.629,7.599,99312.164
1568483738764,2019-09-14T13:55:38.764,7.734,99313.469
1568483738900,2019-09-14T13:55:38.900,7.870,99307.313
1568483739037,2019-09-14T13:55:39.037,8.007,99313.859
1568483739173,2019-09-14T13:55:39.173,8.143,99312.547
1568483739308,2019-09-14T13:55:39.308,8.278,99310.859
1568483739444,2019-09-14T13:55:39.444,8.414,99315.172
1568483739579,2019-09-14T13:55:39.579,8.549,99309.930
1568483739715,2019-09-14T13:55:39.715,8.685,99308.141
1568483739851,2019-09-14T13:55:39.851,8.821,99311.719
1568483739986,2019-09-14T13:55:39.986,8.956,99310.406
1568483740122,2019-09-14T13:55:40.122,9.092,99312.070
1568483740258,2019-09-14T13:55:40.258,9.228,99309.453
1568483740393,2019-09-14T13:55:40.393,9.363,99315.078
1568483740529,2019-09-14T13:55:40.529,9.499,99306.000
1568483740666,2019-09-14T13:55:40.666,9.636,99312.070
1568483740800,2019-09-14T13:55:40.800,9.770,99312.906
1568483740937,2019-09-14T13:55:40.937,9.907,99307.313
1568483741071,2019-09-14T13:55:41.071,10.041,99316.391
1568483741207,2019-09-14T13:55:41.207,10.177,99315.078
1568483741344,2019-09-14T13:55:41.344,10.314,99311.594
1568483741478,2019-09-14T13:55:41.478,10.448,99308.883
1568483741615,2019-09-14T13:55:41.615,10.585,99314.602
1568483741751,2019-09-14T13:55:41.751,10.721,99308.047
1568483741886,2019-09-14T13:55:41.886,10.856,99309.844
1568483742022,2019-09-14T13:55:42.022,10.992,99311.148
1568483742157,2019-09-14T13:55:42.157,11.127,99311.148
1568483742293,2019-09-14T13:55:42.293,11.263,99313.297
1568483742429,2019-09-14T13:55:42.429,11.399,99311.063
1568483742564,2019-09-14T13:55:42.564,11.534,99309.844
1568483742700,2019-09-14T13:55:42.700,11.670,99308.047
1568483742836,2019-09-14T13:55:42.836,11.806,99305.820
1568483742971,2019-09-14T13:55:42.971,11.941,99310.188
1568483743107,2019-09-14T13:55:43.107,12.077,99311.063
1568483743242,2019-09-14T13:55:43.242,12.212,99311.500
1568483743378,2019-09-14T13:55:43.378,12.348,99305.438
1568483743515,2019-09-14T13:55:43.515,12.485,99308.531
1568483743649,2019-09-14T13:55:43.649,12.619,99307.125
1568483743786,2019-09-14T13:55:43.786,12.756,99306.742
1568483743922,2019-09-14T13:55:43.922,12.892,99318.055
1568483744057,2019-09-14T13:55:44.057,13.027,99308.977
1568483744193,2019-09-14T13:55:44.193,13.163,99309.359
