epoch (ms),time (-13:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1568484039984,2019-09-14T14:00:39.984,0.000,0.244,-0.488,0.061
1568484039994,2019-09-14T14:00:39.994,0.010,0.183,-0.305,-0.122
1568484040004,2019-09-14T14:00:40.004,0.020,0.305,-0.183,0.122
1568484040014,2019-09-14T14:00:40.014,0.030,0.427,-0.305,0.183
1568484040024,2019-09-14T14:00:40.024,0.040,0.244,-0.488,0.244
1568484040034,2019-09-14T14:00:40.034,0.050,-0.244,-0.610,0.305
1568484040044,2019-09-14T14:00:40.044,0.060,-0.488,-0.732,0.183
1568484040054,2019-09-14T14:00:40.054,0.070,-0.366,-0.732,0.244
1568484040064,2019-09-14T14:00:40.064,0.080,-0.061,-0.732,0.305
1568484040074,2019-09-14T14:00:40.074,0.090,0.122,-0.671,0.244
1568484040084,2019-09-14T14:00:40.084,0.100,0.305,-0.610,0.183
1568484040094,2019-09-14T14:00:40.094,0.110,0.427,-0.610,0.122
1568484040104,2019-09-14T14:00:40.104,0.120,0.671,-0.671,0.244
1568484040114,2019-09-14T14:00:40.114,0.130,0.610,-0.671,0.305
1568484040124,2019-09-14T14:00:40.124,0.140,0.488,-0.549,0.366
1568484040134,2019-09-14T14:00:40.134,0.150,0.488,-0.488,0.488
1568484040144,2019-09-14T14:00:40.144,0.160,0.305,-0.488,0.610
1568484040154,2019-09-14T14:00:40.154,0.170,0.183,-0.366,0.732
1568484040164,2019-09-14T14:00:40.164,0.180,0.122,-0.305,0.793
1568484040174,2019-09-14T14:00:40.174,0.190,0.244,-0.305,0.793
1568484040184,2019-09-14T14:00:40.184,0.200,0.183,-0.244,0.854
1568484040194,2019-09-14T14:00:40.194,0.210,0.122,-0.305,0.793
1568484040204,2019-09-14T14:00:40.204,0.220,0.061,-0.305,0.793
1568484040214,2019-09-14T14:00:40.214,0.230,0.061,-0.305,0.732
1568484040224,2019-09-14T14:00:40.224,0.240,-0.122,-0.488,0.671
1568484040234,2019-09-14T14:00:40.234,0.250,-0.244,-0.732,0.549
1568484040244,2019-09-14T14:00:40.244,0.260,-0.305,-0.793,0.488
1568484040254,2019-09-14T14:00:40.254,0.270,-0.122,-0.854,0.305
1568484040264,2019-09-14T14:00:40.264,0.280,-0.061,-0.915,0.183
1568484040274,2019-09-14T14:00:40.274,0.290,-0.061,-0.915,0.183
1568484040284,2019-09-14T14:00:40.284,0.300,0.061,-0.854,0.244
1568484040294,2019-09-14T14:00:40.294,0.310,0.244,-0.854,0.427
1568484040304,2019-09-14T14:00:40.304,0.320,0.366,-0.793,0.488
1568484040314,2019-09-14T14:00:40.314,0.330,0.488,-0.671,0.366
1568484040324,2019-09-14T14:00:40.324,0.340,0.427,-0.549,0.427
1568484040334,2019-09-14T14:00:40.334,0.350,0.305,-0.427,0.488
1568484040344,2019-09-14T14:00:40.344,0.360,0.305,-0.305,0.549
1568484040354,2019-09-14T14:00:40.354,0.370,0.366,-0.122,0.488
1568484040364,2019-09-14T14:00:40.364,0.380,0.244,0.000,0.366
1568484040374,2019-09-14T14:00:40.374,0.390,0.122,0.183,0.305
1568484040384,2019-09-14T14:00:40.384,0.400,0.061,0.183,0.305
1568484040394,2019-09-14T14:00:40.394,0.410,0.122,0.183,0.183
1568484040404,2019-09-14T14:00:40.404,0.420,0.122,0.183,0.122
1568484040414,2019-09-14T14:00:40.414,0.430,0.061,0.183,0.183
1568484040424,2019-09-14T14:00:40.424,0.440,0.061,0.000,0.000
1568484040434,2019-09-14T14:00:40.434,0.450,0.061,-0.122,0.000
1568484040444,2019-09-14T14:00:40.444,0.460,0.061,-0.305,0.000
1568484040454,2019-09-14T14:00:40.454,0.470,0.244,-0.549,0.000
1568484040464,2019-09-14T14:00:40.464,0.480,0.305,-0.732,0.183
1568484040474,2019-09-14T14:00:40.474,0.490,0.183,-0.915,0.244
1568484040484,2019-09-14T14:00:40.484,0.500,0.244,-1.159,0.366
1568484040494,2019-09-14T14:00:40.494,0.510,0.244,-1.280,0.427
1568484040504,2019-09-14T14:00:40.504,0.520,0.000,-1.280,0.427
1568484040514,2019-09-14T14:00:40.514,0.530,0.061,-1.280,0.366
1568484040524,2019-09-14T14:00:40.524,0.540,0.244,-1.341,0.244
1568484040534,2019-09-14T14:00:40.534,0.550,0.122,-1.159,0.122
1568484040544,2019-09-14T14:00:40.544,0.560,-0.061,-0.854,0.061
1568484040554,2019-09-14T14:00:40.554,0.570,0.061,-0.732,-0.122
1568484040564,2019-09-14T14:00:40.564,0.580,0.000,-0.488,-0.183
1568484040574,2019-09-14T14:00:40.574,0.590,0.610,-0.244,-0.122
1568484040584,2019-09-14T14:00:40.584,0.600,1.524,0.061,-0.061
1568484040594,2019-09-14T14:00:40.594,0.610,1.585,0.122,-0.244
1568484040604,2019-09-14T14:00:40.604,0.620,1.098,0.061,-0.366
1568484040614,2019-09-14T14:00:40.614,0.630,0.488,-0.061,-0.244
1568484040624,2019-09-14T14:00:40.624,0.640,-0.366,-0.244,-0.122
1568484040634,2019-09-14T14:00:40.634,0.650,-1.098,-0.305,0.000
1568484040644,2019-09-14T14:00:40.644,0.660,-1.341,-0.244,0.305
1568484040654,2019-09-14T14:00:40.654,0.670,-0.976,-0.122,0.549
1568484040664,2019-09-14T14:00:40.664,0.680,-0.549,0.061,0.976
1568484040674,2019-09-14T14:00:40.674,0.690,-0.183,0.061,1.402
1568484040684,2019-09-14T14:00:40.684,0.700,-0.122,-0.122,1.585
1568484040694,2019-09-14T14:00:40.694,0.710,-0.244,-0.427,1.768
1568484040704,2019-09-14T14:00:40.704,0.720,-0.488,-0.793,1.768
1568484040714,2019-09-14T14:00:40.714,0.730,-0.549,-1.098,1.463
1568484040724,2019-09-14T14:00:40.724,0.740,-0.244,-1.280,1.402
1568484040734,2019-09-14T14:00:40.734,0.750,0.122,-1.463,1.037
1568484040744,2019-09-14T14:00:40.744,0.760,0.488,-1.402,0.793
1568484040754,2019-09-14T14:00:40.754,0.770,0.915,-1.280,0.671
1568484040764,2019-09-14T14:00:40.764,0.780,1.098,-1.220,0.427
1568484040774,2019-09-14T14:00:40.774,0.790,0.915,-1.098,0.183
1568484040784,2019-09-14T14:00:40.784,0.800,0.610,-0.976,0.061
1568484040794,2019-09-14T14:00:40.794,0.810,0.427,-0.671,0.000
1568484040804,2019-09-14T14:00:40.804,0.820,0.061,-0.549,0.000
1568484040814,2019-09-14T14:00:40.814,0.830,0.000,-0.366,0.122
1568484040824,2019-09-14T14:00:40.824,0.840,-0.061,-0.244,0.366
1568484040834,2019-09-14T14:00:40.834,0.850,-0.061,-0.122,0.427
1568484040844,2019-09-14T14:00:40.844,0.860,-0.183,-0.061,0.610
1568484040854,2019-09-14T14:00:40.854,0.870,-0.305,0.000,0.610
1568484040864,2019-09-14T14:00:40.864,0.880,0.305,-0.061,0.549
1568484040874,2019-09-14T14:00:40.874,0.890,0.671,-0.061,0.549
1568484040884,2019-09-14T14:00:40.884,0.900,0.549,-0.122,0.366
1568484040894,2019-09-14T14:00:40.894,0.910,0.732,-0.366,0.305
1568484040904,2019-09-14T14:00:40.904,0.920,0.671,-0.427,0.244
1568484040914,2019-09-14T14:00:40.914,0.930,0.366,-0.549,0.122
1568484040924,2019-09-14T14:00:40.924,0.940,0.122,-0.610,0.122
1568484040934,2019-09-14T14:00:40.934,0.950,0.061,-0.732,0.061
1568484040944,2019-09-14T14:00:40.944,0.960,-0.122,-0.549,0.122
1568484040954,2019-09-14T14:00:40.954,0.970,-0.122,-0.366,0.305
1568484040964,2019-09-14T14:00:40.964,0.980,0.000,-0.244,0.366
1568484040974,2019-09-14T14:00:40.974,0.990,0.061,-0.244,0.549
1568484040984,2019-09-14T14:00:40.984,1.000,-0.061,-0.244,0.671
1568484040994,2019-09-14T14:00:40.994,1.010,0.000,-0.366,0.732
1568484041004,2019-09-14T14:00:41.004,1.020,0.183,-0.549,0.732
1568484041014,2019-09-14T14:00:41.014,1.030,0.427,-0.915,0.793
1568484041024,2019-09-14T14:00:41.024,1.040,0.305,-1.402,0.732
1568484041034,2019-09-14T14:00:41.034,1.050,0.183,-1.951,0.671
1568484041044,2019-09-14T14:00:41.044,1.060,0.061,-2.317,0.793
1568484041054,2019-09-14T14:00:41.054,1.070,0.183,-2.500,0.854
1568484041064,2019-09-14T14:00:41.064,1.080,0.549,-2.744,0.793
1568484041074,2019-09-14T14:00:41.074,1.090,0.915,-2.561,0.610
1568484041084,2019-09-14T14:00:41.084,1.100,1.402,-2.256,0.366
1568484041094,2019-09-14T14:00:41.094,1.110,2.195,-1.829,-0.244
1568484041104,2019-09-14T14:00:41.104,1.120,2.744,-1.280,-0.976
1568484041114,2019-09-14T14:00:41.114,1.130,3.171,-0.610,-1.707
1568484041124,2019-09-14T14:00:41.124,1.140,3.354,-0.183,-2.195
1568484041134,2019-09-14T14:00:41.134,1.150,3.110,0.122,-2.500
1568484041144,2019-09-14T14:00:41.144,1.160,2.317,0.366,-2.500
1568484041154,2019-09-14T14:00:41.154,1.170,1.524,0.549,-2.439
1568484041164,2019-09-14T14:00:41.164,1.180,0.854,0.732,-2.195
1568484041174,2019-09-14T14:00:41.174,1.190,0.366,0.915,-1.951
1568484041184,2019-09-14T14:00:41.184,1.200,0.183,1.098,-1.646
1568484041194,2019-09-14T14:00:41.194,1.210,0.305,1.402,-1.280
1568484041204,2019-09-14T14:00:41.204,1.220,0.488,1.585,-1.037
1568484041214,2019-09-14T14:00:41.214,1.230,0.610,1.829,-0.854
1568484041224,2019-09-14T14:00:41.224,1.240,0.976,2.012,-0.671
1568484041234,2019-09-14T14:00:41.234,1.250,1.159,2.073,-0.671
1568484041244,2019-09-14T14:00:41.244,1.260,1.280,2.073,-0.610
1568484041254,2019-09-14T14:00:41.254,1.270,1.524,2.073,-0.366
1568484041264,2019-09-14T14:00:41.264,1.280,1.463,1.890,-0.061
1568484041274,2019-09-14T14:00:41.274,1.290,1.463,1.890,0.427
1568484041284,2019-09-14T14:00:41.284,1.300,1.951,1.768,1.402
1568484041294,2019-09-14T14:00:41.294,1.310,2.134,1.463,1.951
1568484041304,2019-09-14T14:00:41.304,1.320,2.073,1.159,2.439
1568484041314,2019-09-14T14:00:41.314,1.330,1.951,0.671,2.866
1568484041324,2019-09-14T14:00:41.324,1.340,1.585,0.061,2.988
1568484041334,2019-09-14T14:00:41.334,1.350,0.976,-0.610,3.232
1568484041344,2019-09-14T14:00:41.344,1.360,0.854,-1.159,3.476
1568484041354,2019-09-14T14:00:41.354,1.370,0.793,-1.646,3.598
1568484041364,2019-09-14T14:00:41.364,1.380,0.610,-1.890,3.902
1568484041374,2019-09-14T14:00:41.374,1.390,0.549,-1.951,4.268
1568484041384,2019-09-14T14:00:41.384,1.400,0.366,-2.073,4.512
1568484041394,2019-09-14T14:00:41.394,1.410,0.183,-2.073,4.634
1568484041404,2019-09-14T14:00:41.404,1.420,0.183,-1.768,4.512
1568484041414,2019-09-14T14:00:41.414,1.430,0.305,-1.463,4.146
1568484041424,2019-09-14T14:00:41.424,1.440,0.061,-1.098,3.659
1568484041434,2019-09-14T14:00:41.434,1.450,-0.488,-0.671,2.988
1568484041444,2019-09-14T14:00:41.444,1.460,-0.854,-0.305,2.134
1568484041454,2019-09-14T14:00:41.454,1.470,-1.402,0.061,1.280
1568484041464,2019-09-14T14:00:41.464,1.480,-1.829,0.549,0.427
1568484041474,2019-09-14T14:00:41.474,1.490,-1.220,1.220,-0.366
1568484041484,2019-09-14T14:00:41.484,1.500,-0.793,1.768,-1.159
1568484041494,2019-09-14T14:00:41.494,1.510,-0.854,2.195,-2.073
1568484041504,2019-09-14T14:00:41.504,1.520,-0.793,2.561,-2.805
1568484041514,2019-09-14T14:00:41.514,1.530,-1.220,2.744,-3.354
1568484041524,2019-09-14T14:00:41.524,1.540,-1.829,2.744,-4.024
1568484041534,2019-09-14T14:00:41.534,1.550,-2.500,2.622,-4.329
1568484041544,2019-09-14T14:00:41.544,1.560,-2.622,2.439,-4.451
1568484041554,2019-09-14T14:00:41.554,1.570,-2.439,2.317,-4.207
1568484041564,2019-09-14T14:00:41.564,1.580,-2.195,2.073,-3.659
1568484041574,2019-09-14T14:00:41.574,1.590,-1.707,1.829,-2.866
1568484041584,2019-09-14T14:00:41.584,1.600,-1.280,1.402,-2.012
1568484041594,2019-09-14T14:00:41.594,1.610,-1.098,0.793,-1.159
1568484041604,2019-09-14T14:00:41.604,1.620,-0.976,0.122,-0.427
1568484041614,2019-09-14T14:00:41.614,1.630,-0.793,-0.671,0.061
1568484041624,2019-09-14T14:00:41.624,1.640,-0.305,-1.341,0.427
1568484041634,2019-09-14T14:00:41.634,1.650,0.000,-2.134,0.488
1568484041644,2019-09-14T14:00:41.644,1.660,0.488,-2.866,0.427
1568484041654,2019-09-14T14:00:41.654,1.670,0.793,-3.537,0.366
1568484041664,2019-09-14T14:00:41.664,1.680,0.976,-4.024,0.244
1568484041674,2019-09-14T14:00:41.674,1.690,1.098,-4.512,0.061
1568484041684,2019-09-14T14:00:41.684,1.700,1.220,-4.695,-0.061
1568484041694,2019-09-14T14:00:41.694,1.710,1.463,-4.695,-0.244
1568484041704,2019-09-14T14:00:41.704,1.720,1.768,-4.390,-0.305
1568484041714,2019-09-14T14:00:41.714,1.730,2.195,-3.780,-0.610
1568484041724,2019-09-14T14:00:41.724,1.740,2.622,-3.171,-0.976
1568484041734,2019-09-14T14:00:41.734,1.750,2.927,-2.439,-1.341
1568484041744,2019-09-14T14:00:41.744,1.760,3.232,-1.402,-1.890
1568484041754,2019-09-14T14:00:41.754,1.770,3.963,-0.427,-2.317
1568484041764,2019-09-14T14:00:41.764,1.780,4.512,0.427,-2.744
1568484041774,2019-09-14T14:00:41.774,1.790,4.390,1.159,-3.049
1568484041784,2019-09-14T14:00:41.784,1.800,4.268,1.707,-3.232
1568484041794,2019-09-14T14:00:41.794,1.810,3.963,1.951,-3.598
1568484041804,2019-09-14T14:00:41.804,1.820,3.293,2.256,-3.720
1568484041814,2019-09-14T14:00:41.814,1.830,2.561,2.195,-3.598
1568484041824,2019-09-14T14:00:41.824,1.840,1.890,2.012,-3.537
1568484041834,2019-09-14T14:00:41.834,1.850,1.280,1.890,-3.354
1568484041844,2019-09-14T14:00:41.844,1.860,0.854,1.463,-3.110
1568484041854,2019-09-14T14:00:41.854,1.870,0.671,0.976,-2.805
1568484041864,2019-09-14T14:00:41.864,1.880,0.366,0.427,-2.622
1568484041874,2019-09-14T14:00:41.874,1.890,0.061,-0.122,-2.439
1568484041884,2019-09-14T14:00:41.884,1.900,-0.305,-0.610,-2.317
1568484041894,2019-09-14T14:00:41.894,1.910,-0.671,-1.341,-2.256
1568484041904,2019-09-14T14:00:41.904,1.920,-0.976,-1.951,-2.256
1568484041914,2019-09-14T14:00:41.914,1.930,-1.280,-2.378,-2.256
1568484041924,2019-09-14T14:00:41.924,1.940,-1.768,-2.866,-2.256
1568484041934,2019-09-14T14:00:41.934,1.950,-1.890,-3.293,-2.317
1568484041944,2019-09-14T14:00:41.944,1.960,-1.951,-3.659,-2.561
1568484041954,2019-09-14T14:00:41.954,1.970,-1.890,-3.780,-2.500
1568484041964,2019-09-14T14:00:41.964,1.980,-1.768,-3.780,-2.439
1568484041974,2019-09-14T14:00:41.974,1.990,-1.524,-3.720,-2.500
1568484041984,2019-09-14T14:00:41.984,2.000,-1.159,-3.598,-2.500
1568484041994,2019-09-14T14:00:41.994,2.010,-0.854,-3.354,-2.439
1568484042004,2019-09-14T14:00:42.004,2.020,-0.427,-3.049,-2.256
1568484042014,2019-09-14T14:00:42.014,2.030,-0.183,-2.500,-2.195
1568484042024,2019-09-14T14:00:42.024,2.040,-0.061,-2.134,-2.134
1568484042034,2019-09-14T14:00:42.034,2.050,0.183,-1.707,-2.073
1568484042044,2019-09-14T14:00:42.044,2.060,0.488,-1.037,-1.890
1568484042054,2019-09-14T14:00:42.054,2.070,0.915,-0.549,-1.829
1568484042064,2019-09-14T14:00:42.064,2.080,1.098,-0.122,-1.707
1568484042074,2019-09-14T14:00:42.074,2.090,1.280,0.427,-1.524
1568484042084,2019-09-14T14:00:42.084,2.100,1.280,0.793,-1.280
1568484042094,2019-09-14T14:00:42.094,2.110,1.220,1.037,-1.098
1568484042104,2019-09-14T14:00:42.104,2.120,1.402,1.220,-0.976
1568484042114,2019-09-14T14:00:42.114,2.130,1.341,1.402,-0.671
1568484042124,2019-09-14T14:00:42.124,2.140,1.220,1.463,-0.488
1568484042134,2019-09-14T14:00:42.134,2.150,1.220,1.524,-0.305
1568484042144,2019-09-14T14:00:42.144,2.160,1.159,1.524,-0.061
1568484042154,2019-09-14T14:00:42.154,2.170,1.159,1.524,0.122
1568484042164,2019-09-14T14:00:42.164,2.180,1.159,1.402,0.305
1568484042174,2019-09-14T14:00:42.174,2.190,1.098,1.220,0.427
1568484042184,2019-09-14T14:00:42.184,2.200,1.098,0.915,0.549
1568484042194,2019-09-14T14:00:42.194,2.210,1.220,0.671,0.671
1568484042204,2019-09-14T14:00:42.204,2.220,1.280,0.366,0.732
