epoch (ms),time (-13:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1568486009735,2019-09-14T14:33:29.735,0.000,0.151,0.956,0.079
1568486009745,2019-09-14T14:33:29.745,0.010,0.163,0.984,0.079
1568486009755,2019-09-14T14:33:29.755,0.020,0.162,0.994,0.084
1568486009765,2019-09-14T14:33:29.765,0.030,0.149,0.973,0.087
1568486009775,2019-09-14T14:33:29.775,0.040,0.154,0.941,0.100
1568486009785,2019-09-14T14:33:29.785,0.050,0.126,0.963,0.096
1568486009795,2019-09-14T14:33:29.795,0.060,0.115,0.998,0.073
1568486009805,2019-09-14T14:33:29.805,0.070,0.150,0.976,0.081
1568486009815,2019-09-14T14:33:29.815,0.080,0.158,0.935,0.092
1568486009825,2019-09-14T14:33:29.825,0.090,0.151,0.949,0.086
1568486009835,2019-09-14T14:33:29.835,0.100,0.146,0.995,0.077
1568486009845,2019-09-14T14:33:29.845,0.110,0.152,0.989,0.075
1568486009855,2019-09-14T14:33:29.855,0.120,0.153,0.960,0.082
1568486009865,2019-09-14T14:33:29.865,0.130,0.151,0.961,0.080
1568486009875,2019-09-14T14:33:29.875,0.140,0.149,0.976,0.075
1568486009885,2019-09-14T14:33:29.885,0.150,0.150,0.982,0.079
1568486009895,2019-09-14T14:33:29.895,0.160,0.147,0.971,0.080
1568486009905,2019-09-14T14:33:29.905,0.170,0.152,0.965,0.077
1568486009915,2019-09-14T14:33:29.915,0.180,0.155,0.973,0.078
1568486009925,2019-09-14T14:33:29.925,0.190,0.153,0.984,0.082
1568486009935,2019-09-14T14:33:29.935,0.200,0.153,0.984,0.083
1568486009945,2019-09-14T14:33:29.945,0.210,0.151,0.982,0.083
1568486009955,2019-09-14T14:33:29.955,0.220,0.152,0.974,0.079
1568486009965,2019-09-14T14:33:29.965,0.230,0.168,0.959,0.067
1568486009975,2019-09-14T14:33:29.975,0.240,0.171,0.961,0.078
1568486009985,2019-09-14T14:33:29.985,0.250,0.167,0.977,0.077
1568486009995,2019-09-14T14:33:29.995,0.260,0.147,0.978,0.088
1568486010005,2019-09-14T14:33:30.005,0.270,0.164,0.980,0.080
1568486010015,2019-09-14T14:33:30.015,0.280,0.160,0.961,0.083
1568486010025,2019-09-14T14:33:30.025,0.290,0.137,0.935,0.089
1568486010035,2019-09-14T14:33:30.035,0.300,0.158,0.962,0.109
1568486010045,2019-09-14T14:33:30.045,0.310,0.176,1.010,0.110
1568486010055,2019-09-14T14:33:30.055,0.320,0.159,1.016,0.103
1568486010065,2019-09-14T14:33:30.065,0.330,0.134,0.970,0.105
1568486010075,2019-09-14T14:33:30.075,0.340,0.124,0.918,0.102
1568486010085,2019-09-14T14:33:30.085,0.350,0.155,0.927,0.102
1568486010095,2019-09-14T14:33:30.095,0.360,0.153,0.958,0.098
1568486010105,2019-09-14T14:33:30.105,0.370,0.149,0.976,0.097
1568486010115,2019-09-14T14:33:30.115,0.380,0.154,0.975,0.093
1568486010125,2019-09-14T14:33:30.125,0.390,0.166,0.970,0.096
1568486010135,2019-09-14T14:33:30.135,0.400,0.164,0.973,0.100
1568486010145,2019-09-14T14:33:30.145,0.410,0.165,0.978,0.095
1568486010155,2019-09-14T14:33:30.155,0.420,0.161,0.970,0.095
1568486010165,2019-09-14T14:33:30.165,0.430,0.155,0.959,0.090
1568486010175,2019-09-14T14:33:30.175,0.440,0.160,0.954,0.090
1568486010185,2019-09-14T14:33:30.185,0.450,0.157,0.969,0.093
1568486010195,2019-09-14T14:33:30.195,0.460,0.155,0.979,0.093
1568486010205,2019-09-14T14:33:30.205,0.470,0.157,0.978,0.096
1568486010215,2019-09-14T14:33:30.215,0.480,0.156,0.974,0.096
1568486010225,2019-09-14T14:33:30.225,0.490,0.155,0.966,0.098
1568486010235,2019-09-14T14:33:30.235,0.500,0.154,0.969,0.096
1568486010245,2019-09-14T14:33:30.245,0.510,0.155,0.970,0.091
1568486010255,2019-09-14T14:33:30.255,0.520,0.158,0.975,0.091
1568486010265,2019-09-14T14:33:30.265,0.530,0.156,0.973,0.091
1568486010275,2019-09-14T14:33:30.275,0.540,0.158,0.967,0.092
1568486010285,2019-09-14T14:33:30.285,0.550,0.163,0.970,0.093
1568486010295,2019-09-14T14:33:30.295,0.560,0.160,0.975,0.096
1568486010305,2019-09-14T14:33:30.305,0.570,0.155,0.971,0.087
1568486010315,2019-09-14T14:33:30.315,0.580,0.155,0.954,0.088
1568486010325,2019-09-14T14:33:30.325,0.590,0.173,0.965,0.099
1568486010335,2019-09-14T14:33:30.335,0.600,0.151,0.970,0.085
1568486010345,2019-09-14T14:33:30.345,0.610,0.166,0.982,0.095
1568486010355,2019-09-14T14:33:30.355,0.620,0.161,0.964,0.091
1568486010365,2019-09-14T14:33:30.365,0.630,0.159,0.962,0.092
1568486010375,2019-09-14T14:33:30.375,0.640,0.164,0.967,0.090
1568486010385,2019-09-14T14:33:30.385,0.650,0.164,0.966,0.089
1568486010395,2019-09-14T14:33:30.395,0.660,0.162,0.969,0.093
1568486010405,2019-09-14T14:33:30.405,0.670,0.158,0.973,0.094
1568486010415,2019-09-14T14:33:30.415,0.680,0.158,0.974,0.092
1568486010425,2019-09-14T14:33:30.425,0.690,0.158,0.971,0.094
1568486010435,2019-09-14T14:33:30.435,0.700,0.154,0.971,0.099
1568486010445,2019-09-14T14:33:30.445,0.710,0.149,0.975,0.107
1568486010455,2019-09-14T14:33:30.455,0.720,0.146,0.982,0.107
1568486010465,2019-09-14T14:33:30.465,0.730,0.142,0.978,0.111
1568486010475,2019-09-14T14:33:30.475,0.740,0.135,0.959,0.121
1568486010485,2019-09-14T14:33:30.485,0.750,0.131,0.956,0.117
1568486010495,2019-09-14T14:33:30.495,0.760,0.142,0.971,0.101
1568486010505,2019-09-14T14:33:30.505,0.770,0.155,0.966,0.094
1568486010515,2019-09-14T14:33:30.515,0.780,0.169,0.942,0.081
1568486010525,2019-09-14T14:33:30.525,0.790,0.184,0.934,0.074
1568486010535,2019-09-14T14:33:30.535,0.800,0.200,0.961,0.079
1568486010545,2019-09-14T14:33:30.545,0.810,0.190,0.996,0.087
1568486010555,2019-09-14T14:33:30.555,0.820,0.181,1.004,0.078
1568486010565,2019-09-14T14:33:30.565,0.830,0.174,0.978,0.081
1568486010575,2019-09-14T14:33:30.575,0.840,0.168,0.950,0.080
1568486010585,2019-09-14T14:33:30.585,0.850,0.166,0.953,0.077
1568486010595,2019-09-14T14:33:30.595,0.860,0.163,0.976,0.077
1568486010605,2019-09-14T14:33:30.605,0.870,0.164,0.988,0.079
1568486010615,2019-09-14T14:33:30.615,0.880,0.162,0.984,0.082
