epoch (ms),time (-13:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1568493125969,2019-09-14T16:32:05.969,0.000,2.927,2.500,3.780
1568493125979,2019-09-14T16:32:05.979,0.010,3.110,2.439,3.293
1568493125989,2019-09-14T16:32:05.989,0.020,3.537,2.988,2.378
1568493125999,2019-09-14T16:32:05.999,0.030,4.878,3.476,1.524
1568493126009,2019-09-14T16:32:06.009,0.040,6.220,4.085,0.854
1568493126019,2019-09-14T16:32:06.019,0.050,7.561,4.512,0.854
1568493126029,2019-09-14T16:32:06.029,0.060,8.902,4.878,1.524
1568493126039,2019-09-14T16:32:06.039,0.070,9.756,5.122,2.439
1568493126049,2019-09-14T16:32:06.049,0.080,9.939,5.305,3.537
1568493126059,2019-09-14T16:32:06.059,0.090,10.366,5.488,4.512
1568493126069,2019-09-14T16:32:06.069,0.100,11.098,5.671,5.488
1568493126079,2019-09-14T16:32:06.079,0.110,11.098,5.915,6.098
1568493126089,2019-09-14T16:32:06.089,0.120,10.915,6.280,6.463
1568493126099,2019-09-14T16:32:06.099,0.130,11.159,6.585,7.012
1568493126109,2019-09-14T16:32:06.109,0.140,11.951,6.951,7.805
1568493126119,2019-09-14T16:32:06.119,0.150,12.683,7.378,8.476
1568493126129,2019-09-14T16:32:06.129,0.160,13.354,7.744,9.085
1568493126139,2019-09-14T16:32:06.139,0.170,13.902,7.927,10.061
1568493126149,2019-09-14T16:32:06.149,0.180,14.878,8.171,11.037
1568493126159,2019-09-14T16:32:06.159,0.190,15.854,8.720,11.463
1568493126169,2019-09-14T16:32:06.169,0.200,16.341,9.024,11.646
1568493126179,2019-09-14T16:32:06.179,0.210,16.646,9.634,11.402
1568493126189,2019-09-14T16:32:06.189,0.220,16.890,10.244,10.976
1568493126199,2019-09-14T16:32:06.199,0.230,16.585,10.671,9.817
1568493126209,2019-09-14T16:32:06.209,0.240,15.610,11.280,7.988
1568493126219,2019-09-14T16:32:06.219,0.250,14.756,11.707,5.976
1568493126229,2019-09-14T16:32:06.229,0.260,14.512,12.195,4.207
1568493126239,2019-09-14T16:32:06.239,0.270,14.451,12.378,2.195
1568493126249,2019-09-14T16:32:06.249,0.280,13.902,12.378,0.061
1568493126259,2019-09-14T16:32:06.259,0.290,13.110,12.439,-1.707
1568493126269,2019-09-14T16:32:06.269,0.300,12.927,12.317,-2.927
1568493126279,2019-09-14T16:32:06.279,0.310,13.293,11.890,-3.293
1568493126289,2019-09-14T16:32:06.289,0.320,13.720,11.524,-2.744
1568493126299,2019-09-14T16:32:06.299,0.330,13.780,10.915,-2.195
1568493126309,2019-09-14T16:32:06.309,0.340,13.598,10.427,-1.646
1568493126319,2019-09-14T16:32:06.319,0.350,13.537,9.817,-1.098
1568493126329,2019-09-14T16:32:06.329,0.360,13.537,9.146,-0.793
1568493126339,2019-09-14T16:32:06.339,0.370,13.171,8.598,-0.671
1568493126349,2019-09-14T16:32:06.349,0.380,12.561,8.049,-0.732
1568493126359,2019-09-14T16:32:06.359,0.390,12.073,7.622,-0.732
1568493126369,2019-09-14T16:32:06.369,0.400,11.951,7.256,-0.671
1568493126379,2019-09-14T16:32:06.379,0.410,11.951,6.829,-0.244
1568493126389,2019-09-14T16:32:06.389,0.420,12.012,6.585,0.366
1568493126399,2019-09-14T16:32:06.399,0.430,12.561,6.585,1.037
1568493126409,2019-09-14T16:32:06.409,0.440,13.049,6.524,1.402
1568493126419,2019-09-14T16:32:06.419,0.450,13.537,6.463,1.646
1568493126429,2019-09-14T16:32:06.429,0.460,13.902,6.463,1.524
1568493126439,2019-09-14T16:32:06.439,0.470,14.207,6.220,1.098
1568493126449,2019-09-14T16:32:06.449,0.480,14.329,5.915,0.610
1568493126459,2019-09-14T16:32:06.459,0.490,14.085,5.366,-0.061
1568493126469,2019-09-14T16:32:06.469,0.500,13.841,4.634,-0.915
1568493126479,2019-09-14T16:32:06.479,0.510,13.963,3.841,-1.220
1568493126489,2019-09-14T16:32:06.489,0.520,14.451,2.866,-1.463
1568493126499,2019-09-14T16:32:06.499,0.530,14.817,1.951,-1.707
1568493126509,2019-09-14T16:32:06.509,0.540,15.061,0.915,-2.256
1568493126519,2019-09-14T16:32:06.519,0.550,14.939,0.000,-3.293
1568493126529,2019-09-14T16:32:06.529,0.560,14.390,-0.610,-4.634
1568493126539,2019-09-14T16:32:06.539,0.570,13.720,-1.159,-5.793
1568493126549,2019-09-14T16:32:06.549,0.580,13.537,-1.585,-6.402
1568493126559,2019-09-14T16:32:06.559,0.590,13.963,-2.134,-6.341
1568493126569,2019-09-14T16:32:06.569,0.600,14.085,-2.683,-6.037
1568493126579,2019-09-14T16:32:06.579,0.610,14.085,-3.415,-5.122
1568493126589,2019-09-14T16:32:06.589,0.620,13.476,-4.695,-4.085
1568493126599,2019-09-14T16:32:06.599,0.630,10.976,-5.976,-3.963
1568493126609,2019-09-14T16:32:06.609,0.640,7.683,-7.195,-4.451
1568493126619,2019-09-14T16:32:06.619,0.650,5.915,-8.476,-4.268
1568493126629,2019-09-14T16:32:06.629,0.660,6.341,-10.061,-2.195
1568493126639,2019-09-14T16:32:06.639,0.670,5.183,-11.707,-0.549
1568493126649,2019-09-14T16:32:06.649,0.680,0.549,-13.293,-0.610
1568493126659,2019-09-14T16:32:06.659,0.690,-3.659,-14.634,0.244
1568493126669,2019-09-14T16:32:06.669,0.700,-4.329,-15.793,3.415
1568493126679,2019-09-14T16:32:06.679,0.710,-3.537,-16.768,7.134
1568493126689,2019-09-14T16:32:06.689,0.720,-2.622,-17.439,10.915
1568493126699,2019-09-14T16:32:06.699,0.730,0.183,-18.110,16.159
1568493126709,2019-09-14T16:32:06.709,0.740,3.354,-19.024,21.463
1568493126719,2019-09-14T16:32:06.719,0.750,2.927,-19.390,24.207
1568493126729,2019-09-14T16:32:06.729,0.760,1.524,-19.695,25.793
1568493126739,2019-09-14T16:32:06.739,0.770,3.720,-20.183,29.207
1568493126749,2019-09-14T16:32:06.749,0.780,9.207,-20.244,34.268
1568493126759,2019-09-14T16:32:06.759,0.790,14.451,-20.000,38.171
1568493126769,2019-09-14T16:32:06.769,0.800,16.341,-19.390,38.232
1568493126779,2019-09-14T16:32:06.779,0.810,15.366,-18.476,34.390
1568493126789,2019-09-14T16:32:06.789,0.820,13.659,-18.476,29.085
1568493126799,2019-09-14T16:32:06.799,0.830,9.512,-19.512,24.146
1568493126809,2019-09-14T16:32:06.809,0.840,2.317,-21.098,20.366
1568493126819,2019-09-14T16:32:06.819,0.850,-2.561,-23.110,19.878
1568493126829,2019-09-14T16:32:06.829,0.860,-2.195,-25.732,22.134
1568493126839,2019-09-14T16:32:06.839,0.870,-1.220,-28.171,24.085
1568493126849,2019-09-14T16:32:06.849,0.880,-4.939,-29.939,23.598
1568493126859,2019-09-14T16:32:06.859,0.890,-15.000,-31.159,19.939
1568493126869,2019-09-14T16:32:06.869,0.900,-29.573,-30.549,12.561
1568493126879,2019-09-14T16:32:06.879,0.910,-40.732,-27.683,3.780
1568493126889,2019-09-14T16:32:06.889,0.920,-41.037,-22.195,-2.500
1568493126899,2019-09-14T16:32:06.899,0.930,-31.159,-17.622,-5.671
1568493126909,2019-09-14T16:32:06.909,0.940,-18.049,-13.598,-5.183
1568493126919,2019-09-14T16:32:06.919,0.950,-12.744,-11.220,-5.610
1568493126929,2019-09-14T16:32:06.929,0.960,-17.500,-9.329,-8.659
1568493126939,2019-09-14T16:32:06.939,0.970,-19.268,-8.476,-7.805
1568493126949,2019-09-14T16:32:06.949,0.980,-13.780,-9.329,-3.354
1568493126959,2019-09-14T16:32:06.959,0.990,-9.634,-10.061,-1.341
1568493126969,2019-09-14T16:32:06.969,1.000,-9.939,-10.610,-4.024
1568493126979,2019-09-14T16:32:06.979,1.010,-10.732,-11.037,-9.146
1568493126989,2019-09-14T16:32:06.989,1.020,-8.780,-11.524,-12.500
1568493126999,2019-09-14T16:32:06.999,1.030,-8.476,-12.378,-15.061
