epoch (ms),time (-13:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1568485783325,2019-09-14T14:29:43.325,0.000,-0.183,0.183,-0.915
1568485783335,2019-09-14T14:29:43.335,0.010,-0.061,0.732,-0.183
1568485783345,2019-09-14T14:29:43.345,0.020,-0.244,0.549,-0.427
1568485783355,2019-09-14T14:29:43.355,0.030,-0.122,0.427,-0.427
1568485783365,2019-09-14T14:29:43.365,0.040,-0.061,0.366,-0.366
1568485783375,2019-09-14T14:29:43.375,0.050,0.000,0.244,-0.305
1568485783385,2019-09-14T14:29:43.385,0.060,0.122,0.061,-0.366
1568485783395,2019-09-14T14:29:43.395,0.070,0.244,-0.183,-0.549
1568485783405,2019-09-14T14:29:43.405,0.080,0.122,-0.305,-0.610
1568485783415,2019-09-14T14:29:43.415,0.090,0.061,-0.488,-0.610
1568485783425,2019-09-14T14:29:43.425,0.100,-0.061,-0.549,-0.549
1568485783435,2019-09-14T14:29:43.435,0.110,-0.366,-0.671,-0.366
1568485783445,2019-09-14T14:29:43.445,0.120,-0.244,-0.793,-0.305
1568485783455,2019-09-14T14:29:43.455,0.130,0.061,-0.976,-0.244
1568485783465,2019-09-14T14:29:43.465,0.140,0.061,-0.915,0.000
1568485783475,2019-09-14T14:29:43.475,0.150,-0.244,-0.793,0.061
1568485783485,2019-09-14T14:29:43.485,0.160,-0.732,-0.549,0.183
1568485783495,2019-09-14T14:29:43.495,0.170,-0.610,-0.427,0.183
1568485783505,2019-09-14T14:29:43.505,0.180,-0.183,-0.488,0.000
1568485783515,2019-09-14T14:29:43.515,0.190,-0.061,-0.427,0.061
1568485783525,2019-09-14T14:29:43.525,0.200,0.000,-0.366,0.244
1568485783535,2019-09-14T14:29:43.535,0.210,0.427,-0.488,0.183
1568485783545,2019-09-14T14:29:43.545,0.220,1.098,-0.793,0.000
1568485783555,2019-09-14T14:29:43.555,0.230,1.524,-0.854,-0.061
1568485783565,2019-09-14T14:29:43.565,0.240,1.463,-0.915,-0.122
1568485783575,2019-09-14T14:29:43.575,0.250,1.098,-0.915,-0.183
1568485783585,2019-09-14T14:29:43.585,0.260,0.793,-0.915,-0.305
1568485783595,2019-09-14T14:29:43.595,0.270,0.427,-0.915,-0.427
1568485783605,2019-09-14T14:29:43.605,0.280,0.061,-1.037,-0.488
1568485783615,2019-09-14T14:29:43.615,0.290,0.000,-1.159,-0.488
1568485783625,2019-09-14T14:29:43.625,0.300,0.000,-1.280,-0.488
1568485783635,2019-09-14T14:29:43.635,0.310,0.000,-1.341,-0.427
1568485783645,2019-09-14T14:29:43.645,0.320,-0.061,-1.341,-0.305
1568485783655,2019-09-14T14:29:43.655,0.330,-0.122,-1.220,-0.122
1568485783665,2019-09-14T14:29:43.665,0.340,-0.183,-0.976,-0.061
1568485783675,2019-09-14T14:29:43.675,0.350,-0.244,-0.793,0.061
1568485783685,2019-09-14T14:29:43.685,0.360,-0.183,-0.549,0.061
1568485783695,2019-09-14T14:29:43.695,0.370,0.061,-0.366,-0.122
1568485783705,2019-09-14T14:29:43.705,0.380,0.244,-0.427,-0.244
1568485783715,2019-09-14T14:29:43.715,0.390,0.366,-0.427,-0.427
