epoch (ms),time (-13:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1568485892245,2019-09-14T14:31:32.245,0.000,-0.091,0.951,-0.049
1568485892255,2019-09-14T14:31:32.255,0.010,-0.091,0.971,-0.055
1568485892265,2019-09-14T14:31:32.265,0.020,-0.096,0.974,-0.055
1568485892275,2019-09-14T14:31:32.275,0.030,-0.100,0.979,-0.054
1568485892285,2019-09-14T14:31:32.285,0.040,-0.107,0.973,-0.057
1568485892295,2019-09-14T14:31:32.295,0.050,-0.114,0.967,-0.057
1568485892305,2019-09-14T14:31:32.305,0.060,-0.114,0.966,-0.053
1568485892315,2019-09-14T14:31:32.315,0.070,-0.115,0.970,-0.056
1568485892325,2019-09-14T14:31:32.325,0.080,-0.116,0.973,-0.054
1568485892335,2019-09-14T14:31:32.335,0.090,-0.114,0.979,-0.053
1568485892345,2019-09-14T14:31:32.345,0.100,-0.108,0.985,-0.055
1568485892355,2019-09-14T14:31:32.355,0.110,-0.104,0.992,-0.055
1568485892365,2019-09-14T14:31:32.365,0.120,-0.102,0.997,-0.056
1568485892375,2019-09-14T14:31:32.375,0.130,-0.100,0.998,-0.056
1568485892385,2019-09-14T14:31:32.385,0.140,-0.097,1.000,-0.055
1568485892395,2019-09-14T14:31:32.395,0.150,-0.100,0.998,-0.053
1568485892405,2019-09-14T14:31:32.405,0.160,-0.103,0.995,-0.050
1568485892415,2019-09-14T14:31:32.415,0.170,-0.101,0.992,-0.050
1568485892425,2019-09-14T14:31:32.425,0.180,-0.100,0.992,-0.052
1568485892435,2019-09-14T14:31:32.435,0.190,-0.095,0.991,-0.051
1568485892445,2019-09-14T14:31:32.445,0.200,-0.095,0.990,-0.051
1568485892455,2019-09-14T14:31:32.455,0.210,-0.096,0.990,-0.051
1568485892465,2019-09-14T14:31:32.465,0.220,-0.091,0.994,-0.053
1568485892475,2019-09-14T14:31:32.475,0.230,-0.090,0.994,-0.051
1568485892485,2019-09-14T14:31:32.485,0.240,-0.093,0.985,-0.053
1568485892495,2019-09-14T14:31:32.495,0.250,-0.092,0.981,-0.051
1568485892505,2019-09-14T14:31:32.505,0.260,-0.089,0.982,-0.049
1568485892515,2019-09-14T14:31:32.515,0.270,-0.092,0.976,-0.049
1568485892525,2019-09-14T14:31:32.525,0.280,-0.095,0.974,-0.049
1568485892535,2019-09-14T14:31:32.535,0.290,-0.094,0.969,-0.050
1568485892545,2019-09-14T14:31:32.545,0.300,-0.091,0.965,-0.047
1568485892555,2019-09-14T14:31:32.555,0.310,-0.088,0.967,-0.048
1568485892565,2019-09-14T14:31:32.565,0.320,-0.088,0.970,-0.049
1568485892575,2019-09-14T14:31:32.575,0.330,-0.090,0.968,-0.053
1568485892585,2019-09-14T14:31:32.585,0.340,-0.087,0.970,-0.052
1568485892595,2019-09-14T14:31:32.595,0.350,-0.086,0.975,-0.052
1568485892605,2019-09-14T14:31:32.605,0.360,-0.085,0.976,-0.056
1568485892615,2019-09-14T14:31:32.615,0.370,-0.087,0.973,-0.054
1568485892625,2019-09-14T14:31:32.625,0.380,-0.089,0.966,-0.054
1568485892635,2019-09-14T14:31:32.635,0.390,-0.091,0.966,-0.053
