epoch (ms),time (-13:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1568492895443,2019-09-14T16:28:15.443,0.000,0.854,-0.244,0.671
1568492895453,2019-09-14T16:28:15.453,0.010,0.915,-0.610,0.183
1568492895463,2019-09-14T16:28:15.463,0.020,1.159,-0.549,0.427
1568492895473,2019-09-14T16:28:15.473,0.030,1.037,-0.671,0.366
1568492895483,2019-09-14T16:28:15.483,0.040,0.915,-0.915,0.427
1568492895493,2019-09-14T16:28:15.493,0.050,0.732,-0.976,0.488
1568492895503,2019-09-14T16:28:15.503,0.060,0.488,-1.037,0.427
1568492895513,2019-09-14T16:28:15.513,0.070,0.488,-0.976,0.366
1568492895523,2019-09-14T16:28:15.523,0.080,0.610,-1.098,0.366
1568492895533,2019-09-14T16:28:15.533,0.090,0.366,-1.159,0.122
1568492895543,2019-09-14T16:28:15.543,0.100,0.183,-1.280,-0.061
1568492895553,2019-09-14T16:28:15.553,0.110,0.061,-1.524,-0.061
1568492895563,2019-09-14T16:28:15.563,0.120,0.000,-1.707,-0.122
1568492895573,2019-09-14T16:28:15.573,0.130,-0.427,-1.829,-0.427
1568492895583,2019-09-14T16:28:15.583,0.140,-0.671,-1.951,-0.427
1568492895593,2019-09-14T16:28:15.593,0.150,-0.427,-2.012,0.122
1568492895603,2019-09-14T16:28:15.603,0.160,-0.366,-2.134,0.732
1568492895613,2019-09-14T16:28:15.613,0.170,-0.488,-2.134,1.280
1568492895623,2019-09-14T16:28:15.623,0.180,-0.854,-1.951,1.707
1568492895633,2019-09-14T16:28:15.633,0.190,-1.037,-1.829,1.707
1568492895643,2019-09-14T16:28:15.643,0.200,-1.280,-1.890,1.707
1568492895653,2019-09-14T16:28:15.653,0.210,-1.524,-1.951,1.585
1568492895663,2019-09-14T16:28:15.663,0.220,-1.585,-1.829,1.159
1568492895673,2019-09-14T16:28:15.673,0.230,-1.646,-1.707,0.854
1568492895683,2019-09-14T16:28:15.683,0.240,-1.280,-1.707,0.549
1568492895693,2019-09-14T16:28:15.693,0.250,-0.915,-1.707,0.305
1568492895703,2019-09-14T16:28:15.703,0.260,-0.671,-1.707,0.061
1568492895713,2019-09-14T16:28:15.713,0.270,-0.610,-1.768,-0.122
1568492895723,2019-09-14T16:28:15.723,0.280,-0.549,-1.768,-0.244
1568492895733,2019-09-14T16:28:15.733,0.290,-0.549,-1.707,-0.244
1568492895743,2019-09-14T16:28:15.743,0.300,-0.244,-1.585,-0.427
1568492895753,2019-09-14T16:28:15.753,0.310,-0.061,-1.463,-0.549
1568492895763,2019-09-14T16:28:15.763,0.320,0.061,-1.341,-0.671
1568492895773,2019-09-14T16:28:15.773,0.330,0.000,-0.976,-0.793
1568492895783,2019-09-14T16:28:15.783,0.340,-0.122,-0.732,-0.915
1568492895793,2019-09-14T16:28:15.793,0.350,-0.183,-0.610,-0.793
1568492895803,2019-09-14T16:28:15.803,0.360,-0.183,-0.549,-0.793
1568492895813,2019-09-14T16:28:15.813,0.370,-0.305,-0.549,-0.976
1568492895823,2019-09-14T16:28:15.823,0.380,-0.366,-0.549,-1.098
1568492895833,2019-09-14T16:28:15.833,0.390,-0.305,-0.488,-1.098
