epoch (ms),time (-13:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1568492661781,2019-09-14T16:24:21.781,0.000,3.780,1.341,41.037
1568492661791,2019-09-14T16:24:21.791,0.010,4.146,1.585,40.671
1568492661801,2019-09-14T16:24:21.801,0.020,3.902,1.585,39.695
1568492661811,2019-09-14T16:24:21.811,0.030,3.598,1.890,38.354
1568492661821,2019-09-14T16:24:21.821,0.040,3.354,2.317,37.622
1568492661831,2019-09-14T16:24:21.831,0.050,3.415,3.110,37.622
1568492661841,2019-09-14T16:24:21.841,0.060,3.963,4.085,38.110
1568492661851,2019-09-14T16:24:21.851,0.070,4.268,5.305,38.841
1568492661861,2019-09-14T16:24:21.861,0.080,4.085,6.463,39.695
1568492661871,2019-09-14T16:24:21.871,0.090,3.841,7.805,41.098
1568492661881,2019-09-14T16:24:21.881,0.100,3.902,9.085,42.683
1568492661891,2019-09-14T16:24:21.891,0.110,3.232,10.122,43.537
1568492661901,2019-09-14T16:24:21.901,0.120,2.073,10.732,43.659
1568492661911,2019-09-14T16:24:21.911,0.130,0.854,11.159,43.415
1568492661921,2019-09-14T16:24:21.921,0.140,-1.159,11.341,42.195
1568492661931,2019-09-14T16:24:21.931,0.150,-3.415,11.646,40.915
1568492661941,2019-09-14T16:24:21.941,0.160,-5.549,11.951,39.634
1568492661951,2019-09-14T16:24:21.951,0.170,-7.866,12.439,38.537
1568492661961,2019-09-14T16:24:21.961,0.180,-10.305,12.866,37.378
1568492661971,2019-09-14T16:24:21.971,0.190,-11.159,13.780,36.341
1568492661981,2019-09-14T16:24:21.981,0.200,-11.402,14.939,34.939
1568492661991,2019-09-14T16:24:21.991,0.210,-11.280,16.524,33.354
1568492662001,2019-09-14T16:24:22.001,0.220,-10.183,18.537,31.402
1568492662011,2019-09-14T16:24:22.011,0.230,-9.756,20.671,28.598
1568492662021,2019-09-14T16:24:22.021,0.240,-10.122,22.744,25.915
1568492662031,2019-09-14T16:24:22.031,0.250,-10.061,24.695,23.963
1568492662041,2019-09-14T16:24:22.041,0.260,-10.732,26.280,22.317
1568492662051,2019-09-14T16:24:22.051,0.270,-12.073,27.683,20.915
1568492662061,2019-09-14T16:24:22.061,0.280,-12.439,28.476,20.671
1568492662071,2019-09-14T16:24:22.071,0.290,-11.220,27.439,20.854
1568492662081,2019-09-14T16:24:22.081,0.300,-9.390,32.195,23.293
1568492662091,2019-09-14T16:24:22.091,0.310,-6.829,33.476,22.500
1568492662101,2019-09-14T16:24:22.101,0.320,-7.744,32.622,15.610
1568492662111,2019-09-14T16:24:22.111,0.330,-8.780,31.768,10.427
1568492662121,2019-09-14T16:24:22.121,0.340,-4.939,33.293,10.366
1568492662131,2019-09-14T16:24:22.131,0.350,-1.098,34.329,7.378
1568492662141,2019-09-14T16:24:22.141,0.360,-1.646,34.024,0.854
1568492662151,2019-09-14T16:24:22.151,0.370,-1.768,33.476,-3.537
1568492662161,2019-09-14T16:24:22.161,0.380,0.061,33.659,-6.646
1568492662171,2019-09-14T16:24:22.171,0.390,-0.244,32.988,-10.976
1568492662181,2019-09-14T16:24:22.181,0.400,-0.976,32.134,-14.024
1568492662191,2019-09-14T16:24:22.191,0.410,1.463,31.829,-14.512
1568492662201,2019-09-14T16:24:22.201,0.420,5.000,31.768,-13.902
