epoch (ms),time (-13:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1568492556413,2019-09-14T16:22:36.413,0.000,5.610,10.122,0.976
1568492556423,2019-09-14T16:22:36.423,0.010,5.854,9.695,0.122
1568492556433,2019-09-14T16:22:36.433,0.020,5.854,9.634,-0.732
1568492556443,2019-09-14T16:22:36.443,0.030,5.793,9.329,-1.707
1568492556453,2019-09-14T16:22:36.453,0.040,6.280,9.207,-2.195
1568492556463,2019-09-14T16:22:36.463,0.050,6.890,9.268,-2.622
1568492556473,2019-09-14T16:22:36.473,0.060,7.439,9.146,-2.805
1568492556483,2019-09-14T16:22:36.483,0.070,8.232,9.024,-2.561
1568492556493,2019-09-14T16:22:36.493,0.080,8.780,9.024,-2.500
1568492556503,2019-09-14T16:22:36.503,0.090,9.085,9.024,-2.256
1568492556513,2019-09-14T16:22:36.513,0.100,9.756,9.024,-1.707
1568492556523,2019-09-14T16:22:36.523,0.110,10.671,9.146,-1.463
1568492556533,2019-09-14T16:22:36.533,0.120,11.646,9.512,-1.646
1568492556543,2019-09-14T16:22:36.543,0.130,13.110,10.000,-2.012
1568492556553,2019-09-14T16:22:36.553,0.140,15.061,10.671,-2.195
1568492556563,2019-09-14T16:22:36.563,0.150,16.524,11.341,-2.561
1568492556573,2019-09-14T16:22:36.573,0.160,17.256,11.707,-3.110
1568492556583,2019-09-14T16:22:36.583,0.170,18.110,11.829,-3.354
1568492556593,2019-09-14T16:22:36.593,0.180,18.720,11.951,-3.841
1568492556603,2019-09-14T16:22:36.603,0.190,19.207,11.951,-4.146
1568492556613,2019-09-14T16:22:36.613,0.200,20.061,11.951,-4.146
1568492556623,2019-09-14T16:22:36.623,0.210,20.793,12.134,-3.598
1568492556633,2019-09-14T16:22:36.633,0.220,20.793,12.256,-3.049
1568492556643,2019-09-14T16:22:36.643,0.230,21.098,12.622,-1.585
1568492556653,2019-09-14T16:22:36.653,0.240,22.256,13.171,0.854
1568492556663,2019-09-14T16:22:36.663,0.250,22.439,13.293,2.805
1568492556673,2019-09-14T16:22:36.673,0.260,21.707,13.110,4.329
1568492556683,2019-09-14T16:22:36.683,0.270,21.098,12.866,6.159
1568492556693,2019-09-14T16:22:36.693,0.280,21.098,12.439,8.110
1568492556703,2019-09-14T16:22:36.703,0.290,20.610,11.768,9.451
1568492556713,2019-09-14T16:22:36.713,0.300,19.573,10.610,10.366
1568492556723,2019-09-14T16:22:36.723,0.310,18.476,9.451,10.793
1568492556733,2019-09-14T16:22:36.733,0.320,17.134,8.171,10.488
1568492556743,2019-09-14T16:22:36.743,0.330,15.854,6.951,9.573
1568492556753,2019-09-14T16:22:36.753,0.340,14.573,5.793,8.110
1568492556763,2019-09-14T16:22:36.763,0.350,13.476,4.695,6.037
1568492556773,2019-09-14T16:22:36.773,0.360,12.500,3.841,3.537
1568492556783,2019-09-14T16:22:36.783,0.370,11.585,2.927,0.793
1568492556793,2019-09-14T16:22:36.793,0.380,10.732,2.195,-1.951
1568492556803,2019-09-14T16:22:36.803,0.390,10.244,1.768,-4.207
1568492556813,2019-09-14T16:22:36.813,0.400,9.695,1.646,-6.159
