epoch (ms),time (-13:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1568484583609,2019-09-14T14:09:43.609,0.000,0.549,-0.427,0.000
1568484583619,2019-09-14T14:09:43.619,0.010,-0.183,-0.366,0.244
1568484583629,2019-09-14T14:09:43.629,0.020,0.183,-0.671,0.427
1568484583639,2019-09-14T14:09:43.639,0.030,0.305,-0.488,0.427
1568484583649,2019-09-14T14:09:43.649,0.040,0.427,-0.549,0.549
1568484583659,2019-09-14T14:09:43.659,0.050,0.488,-0.488,0.793
1568484583669,2019-09-14T14:09:43.669,0.060,0.366,-0.427,0.854
1568484583679,2019-09-14T14:09:43.679,0.070,0.244,-0.549,0.854
1568484583689,2019-09-14T14:09:43.689,0.080,0.244,-0.732,0.732
1568484583699,2019-09-14T14:09:43.699,0.090,0.244,-0.793,0.549
1568484583709,2019-09-14T14:09:43.709,0.100,0.244,-0.915,0.305
1568484583719,2019-09-14T14:09:43.719,0.110,0.183,-0.915,0.183
1568484583729,2019-09-14T14:09:43.729,0.120,0.122,-0.915,0.000
1568484583739,2019-09-14T14:09:43.739,0.130,0.183,-0.976,-0.244
1568484583749,2019-09-14T14:09:43.749,0.140,0.122,-0.854,-0.122
1568484583759,2019-09-14T14:09:43.759,0.150,-0.061,-0.671,-0.122
1568484583769,2019-09-14T14:09:43.769,0.160,0.122,-0.488,-0.122
1568484583779,2019-09-14T14:09:43.779,0.170,0.305,-0.366,0.000
1568484583789,2019-09-14T14:09:43.789,0.180,0.366,-0.305,0.122
1568484583799,2019-09-14T14:09:43.799,0.190,0.488,-0.305,0.122
1568484583809,2019-09-14T14:09:43.809,0.200,0.366,-0.366,0.183
1568484583819,2019-09-14T14:09:43.819,0.210,0.305,-0.427,0.244
1568484583829,2019-09-14T14:09:43.829,0.220,0.488,-0.427,0.244
1568484583839,2019-09-14T14:09:43.839,0.230,0.305,-0.488,0.305
1568484583849,2019-09-14T14:09:43.849,0.240,0.061,-0.671,0.366
1568484583859,2019-09-14T14:09:43.859,0.250,-0.061,-0.732,0.427
1568484583869,2019-09-14T14:09:43.869,0.260,0.000,-0.793,0.427
1568484583879,2019-09-14T14:09:43.879,0.270,-0.305,-0.671,0.610
1568484583889,2019-09-14T14:09:43.889,0.280,-0.427,-0.488,0.732
1568484583899,2019-09-14T14:09:43.899,0.290,-0.122,-0.488,0.915
1568484583909,2019-09-14T14:09:43.909,0.300,-0.122,-0.427,0.976
1568484583919,2019-09-14T14:09:43.919,0.310,-0.183,-0.183,1.098
1568484583929,2019-09-14T14:09:43.929,0.320,-0.244,0.122,1.159
1568484583939,2019-09-14T14:09:43.939,0.330,-0.305,0.427,1.159
1568484583949,2019-09-14T14:09:43.949,0.340,-0.488,0.671,1.280
1568484583959,2019-09-14T14:09:43.959,0.350,-0.488,0.732,1.402
1568484583969,2019-09-14T14:09:43.969,0.360,-0.610,0.793,1.280
1568484583979,2019-09-14T14:09:43.979,0.370,-1.037,0.915,1.280
1568484583989,2019-09-14T14:09:43.989,0.380,-1.280,0.854,1.341
1568484583999,2019-09-14T14:09:43.999,0.390,-1.037,0.671,1.280
1568484584009,2019-09-14T14:09:44.009,0.400,-1.037,0.549,1.341
1568484584019,2019-09-14T14:09:44.019,0.410,-1.463,0.366,1.524
1568484584029,2019-09-14T14:09:44.029,0.420,-1.585,0.122,1.646
1568484584039,2019-09-14T14:09:44.039,0.430,-1.280,0.000,1.768
1568484584049,2019-09-14T14:09:44.049,0.440,-1.524,0.061,1.768
1568484584059,2019-09-14T14:09:44.059,0.450,-1.707,0.122,1.829
1568484584069,2019-09-14T14:09:44.069,0.460,-1.402,0.061,1.707
1568484584079,2019-09-14T14:09:44.079,0.470,-1.341,0.244,1.524
1568484584089,2019-09-14T14:09:44.089,0.480,-1.524,0.488,1.402
1568484584099,2019-09-14T14:09:44.099,0.490,-1.585,0.671,1.220
1568484584109,2019-09-14T14:09:44.109,0.500,-1.585,0.854,1.037
1568484584119,2019-09-14T14:09:44.119,0.510,-1.951,1.037,0.976
1568484584129,2019-09-14T14:09:44.129,0.520,-2.073,0.976,1.159
1568484584139,2019-09-14T14:09:44.139,0.530,-1.585,0.793,1.280
1568484584149,2019-09-14T14:09:44.149,0.540,-0.732,0.305,1.220
