epoch (ms),time (-13:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1568484929955,2019-09-14T14:15:29.955,0.000,0.034,0.967,-0.029
1568484929965,2019-09-14T14:15:29.965,0.010,0.036,0.973,-0.031
1568484929975,2019-09-14T14:15:29.975,0.020,0.035,0.974,-0.031
1568484929985,2019-09-14T14:15:29.985,0.030,0.035,0.975,-0.030
1568484929995,2019-09-14T14:15:29.995,0.040,0.032,0.977,-0.030
1568484930005,2019-09-14T14:15:30.005,0.050,0.032,0.975,-0.029
1568484930015,2019-09-14T14:15:30.015,0.060,0.033,0.975,-0.030
1568484930025,2019-09-14T14:15:30.025,0.070,0.036,0.975,-0.032
1568484930035,2019-09-14T14:15:30.035,0.080,0.040,0.980,-0.033
1568484930045,2019-09-14T14:15:30.045,0.090,0.040,0.981,-0.033
1568484930055,2019-09-14T14:15:30.055,0.100,0.038,0.979,-0.034
1568484930065,2019-09-14T14:15:30.065,0.110,0.039,0.976,-0.034
1568484930075,2019-09-14T14:15:30.075,0.120,0.039,0.978,-0.033
1568484930085,2019-09-14T14:15:30.085,0.130,0.038,0.977,-0.031
1568484930095,2019-09-14T14:15:30.095,0.140,0.039,0.977,-0.034
1568484930105,2019-09-14T14:15:30.105,0.150,0.039,0.978,-0.034
1568484930115,2019-09-14T14:15:30.115,0.160,0.038,0.977,-0.032
1568484930125,2019-09-14T14:15:30.125,0.170,0.037,0.977,-0.032
1568484930135,2019-09-14T14:15:30.135,0.180,0.039,0.978,-0.035
1568484930145,2019-09-14T14:15:30.145,0.190,0.038,0.976,-0.032
1568484930155,2019-09-14T14:15:30.155,0.200,0.037,0.975,-0.034
1568484930165,2019-09-14T14:15:30.165,0.210,0.034,0.975,-0.035
1568484930175,2019-09-14T14:15:30.175,0.220,0.036,0.977,-0.033
1568484930185,2019-09-14T14:15:30.185,0.230,0.039,0.974,-0.032
1568484930195,2019-09-14T14:15:30.195,0.240,0.036,0.971,-0.032
1568484930205,2019-09-14T14:15:30.205,0.250,0.035,0.976,-0.033
1568484930215,2019-09-14T14:15:30.215,0.260,0.034,0.975,-0.032
1568484930225,2019-09-14T14:15:30.225,0.270,0.033,0.974,-0.035
1568484930235,2019-09-14T14:15:30.235,0.280,0.031,0.974,-0.035
1568484930245,2019-09-14T14:15:30.245,0.290,0.030,0.971,-0.034
1568484930255,2019-09-14T14:15:30.255,0.300,0.029,0.976,-0.036
1568484930265,2019-09-14T14:15:30.265,0.310,0.028,0.977,-0.036
1568484930275,2019-09-14T14:15:30.275,0.320,0.028,0.977,-0.036
1568484930285,2019-09-14T14:15:30.285,0.330,0.026,0.976,-0.039
1568484930295,2019-09-14T14:15:30.295,0.340,0.024,0.982,-0.040
1568484930305,2019-09-14T14:15:30.305,0.350,0.026,0.984,-0.040
1568484930315,2019-09-14T14:15:30.315,0.360,0.024,0.984,-0.042
1568484930325,2019-09-14T14:15:30.325,0.370,0.020,0.987,-0.042
1568484930335,2019-09-14T14:15:30.335,0.380,0.020,0.990,-0.041
1568484930345,2019-09-14T14:15:30.345,0.390,0.023,0.989,-0.042
1568484930355,2019-09-14T14:15:30.355,0.400,0.028,0.994,-0.042
1568484930365,2019-09-14T14:15:30.365,0.410,0.028,1.003,-0.042
1568484930375,2019-09-14T14:15:30.375,0.420,0.023,1.005,-0.042
1568484930385,2019-09-14T14:15:30.385,0.430,0.017,1.000,-0.041
1568484930395,2019-09-14T14:15:30.395,0.440,0.018,0.994,-0.036
1568484930405,2019-09-14T14:15:30.405,0.450,0.021,0.994,-0.034
1568484930415,2019-09-14T14:15:30.415,0.460,0.022,1.001,-0.035
1568484930425,2019-09-14T14:15:30.425,0.470,0.022,1.004,-0.034
1568484930435,2019-09-14T14:15:30.435,0.480,0.027,1.012,-0.028
1568484930445,2019-09-14T14:15:30.445,0.490,0.028,1.020,-0.028
1568484930455,2019-09-14T14:15:30.455,0.500,0.030,1.008,-0.027
1568484930465,2019-09-14T14:15:30.465,0.510,0.032,0.995,-0.024
1568484930475,2019-09-14T14:15:30.475,0.520,0.037,0.990,-0.021
1568484930485,2019-09-14T14:15:30.485,0.530,0.037,0.988,-0.021
1568484930495,2019-09-14T14:15:30.495,0.540,0.041,0.984,-0.018
1568484930505,2019-09-14T14:15:30.505,0.550,0.051,0.976,-0.015
1568484930515,2019-09-14T14:15:30.515,0.560,0.055,0.969,-0.017
1568484930525,2019-09-14T14:15:30.525,0.570,0.056,0.971,-0.016
1568484930535,2019-09-14T14:15:30.535,0.580,0.059,0.964,-0.012
1568484930545,2019-09-14T14:15:30.545,0.590,0.064,0.965,-0.009
1568484930555,2019-09-14T14:15:30.555,0.600,0.068,0.974,-0.009
1568484930565,2019-09-14T14:15:30.565,0.610,0.070,0.968,-0.004
1568484930575,2019-09-14T14:15:30.575,0.620,0.074,0.952,0.000
1568484930585,2019-09-14T14:15:30.585,0.630,0.078,0.952,0.003
1568484930595,2019-09-14T14:15:30.595,0.640,0.082,0.958,0.004
1568484930605,2019-09-14T14:15:30.605,0.650,0.082,0.948,0.006
1568484930615,2019-09-14T14:15:30.615,0.660,0.082,0.937,0.009
1568484930625,2019-09-14T14:15:30.625,0.670,0.087,0.939,0.003
1568484930635,2019-09-14T14:15:30.635,0.680,0.089,0.944,-0.001
