epoch (ms),time (-13:00),elapsed (s),pressure (Pa)
1573069211677,2019-11-06T14:40:11.677,0.000,99335.359
1573069211812,2019-11-06T14:40:11.812,0.135,99329.656
1573069211948,2019-11-06T14:40:11.948,0.271,99330.969
1573069212084,2019-11-06T14:40:12.084,0.407,99328.359
1573069212219,2019-11-06T14:40:12.219,0.542,99329.219
1573069212355,2019-11-06T14:40:12.355,0.678,99331.828
1573069212492,2019-11-06T14:40:12.492,0.815,99330.055
1573069212626,2019-11-06T14:40:12.626,0.949,99332.672
1573069212763,2019-11-06T14:40:12.763,1.086,99330.891
1573069212897,2019-11-06T14:40:12.897,1.220,99330.055
1573069213034,2019-11-06T14:40:13.034,1.357,99331.750
1573069213170,2019-11-06T14:40:13.170,1.493,99330.891
1573069213305,2019-11-06T14:40:13.305,1.628,99331.750
1573069213441,2019-11-06T14:40:13.441,1.764,99325.664
1573069213577,2019-11-06T14:40:13.577,1.900,99328.672
1573069213712,2019-11-06T14:40:13.712,2.035,99330.445
1573069213848,2019-11-06T14:40:13.848,2.171,99333.422
1573069213983,2019-11-06T14:40:13.983,2.306,99326.969
1573069214119,2019-11-06T14:40:14.119,2.442,99323.922
1573069214255,2019-11-06T14:40:14.255,2.578,99331.281
1573069214390,2019-11-06T14:40:14.390,2.713,99331.281
1573069214526,2019-11-06T14:40:14.526,2.849,99326.531
1573069214663,2019-11-06T14:40:14.663,2.986,99332.117
1573069214797,2019-11-06T14:40:14.797,3.120,99331.281
1573069214934,2019-11-06T14:40:14.934,3.257,99330.336
1573069215068,2019-11-06T14:40:15.068,3.391,99330.813
1573069215205,2019-11-06T14:40:15.205,3.528,99331.641
1573069215341,2019-11-06T14:40:15.341,3.664,99330.734
1573069215476,2019-11-06T14:40:15.476,3.799,99331.563
1573069215612,2019-11-06T14:40:15.612,3.935,99327.281
1573069215748,2019-11-06T14:40:15.748,4.071,99325.109
1573069215883,2019-11-06T14:40:15.883,4.206,99331.563
1573069216019,2019-11-06T14:40:16.019,4.342,99329.031
1573069216155,2019-11-06T14:40:16.155,4.478,99332.430
1573069216290,2019-11-06T14:40:16.290,4.613,99331.563
1573069216426,2019-11-06T14:40:16.426,4.749,99331.203
1573069216562,2019-11-06T14:40:16.562,4.885,99330.734
1573069216697,2019-11-06T14:40:16.697,5.020,99325.984
1573069216833,2019-11-06T14:40:16.833,5.156,99330.258
1573069216970,2019-11-06T14:40:16.970,5.293,99332.430
1573069217104,2019-11-06T14:40:17.104,5.427,99328.953
1573069217241,2019-11-06T14:40:17.241,5.564,99332.430
1573069217375,2019-11-06T14:40:17.375,5.698,99326.813
1573069217512,2019-11-06T14:40:17.512,5.835,99323.727
1573069217648,2019-11-06T14:40:17.648,5.971,99330.656
1573069217783,2019-11-06T14:40:17.783,6.106,99330.656
1573069217919,2019-11-06T14:40:17.919,6.242,99328.039
1573069218055,2019-11-06T14:40:18.055,6.378,99328.039
1573069218190,2019-11-06T14:40:18.190,6.513,99326.734
1573069218326,2019-11-06T14:40:18.326,6.649,99324.953
1573069218461,2019-11-06T14:40:18.461,6.784,99331.484
1573069218597,2019-11-06T14:40:18.597,6.920,99324.125
1573069218733,2019-11-06T14:40:18.733,7.056,99324.125
1573069218868,2019-11-06T14:40:18.868,7.191,99331.484
1573069219004,2019-11-06T14:40:19.004,7.327,99320.203
1573069219141,2019-11-06T14:40:19.141,7.464,99330.656
1573069219275,2019-11-06T14:40:19.275,7.598,99323.211
1573069219412,2019-11-06T14:40:19.412,7.735,99326.266
1573069219546,2019-11-06T14:40:19.546,7.869,99327.563
1573069219683,2019-11-06T14:40:19.683,8.006,99332.344
1573069219819,2019-11-06T14:40:19.819,8.142,99332.344
1573069219954,2019-11-06T14:40:19.954,8.277,99330.570
1573069220090,2019-11-06T14:40:20.090,8.413,99330.102
1573069220226,2019-11-06T14:40:20.226,8.549,99330.570
1573069220361,2019-11-06T14:40:20.361,8.684,99330.102
1573069220497,2019-11-06T14:40:20.497,8.820,99328.438
1573069220632,2019-11-06T14:40:20.632,8.955,99332.344
1573069220768,2019-11-06T14:40:20.768,9.091,99325.344
1573069220904,2019-11-06T14:40:20.904,9.227,99334.844
1573069221039,2019-11-06T14:40:21.039,9.362,99330.938
1573069221175,2019-11-06T14:40:21.175,9.498,99325.344
1573069221312,2019-11-06T14:40:21.312,9.635,99334.844
1573069221446,2019-11-06T14:40:21.446,9.769,99330.102
1573069221583,2019-11-06T14:40:21.583,9.906,99326.180
1573069221717,2019-11-06T14:40:21.717,10.040,99329.625
1573069221853,2019-11-06T14:40:21.853,10.176,99330.102
1573069221990,2019-11-06T14:40:21.990,10.313,99333.102
1573069222124,2019-11-06T14:40:22.124,10.447,99332.711
1573069222261,2019-11-06T14:40:22.261,10.584,99327.016
1573069222397,2019-11-06T14:40:22.397,10.720,99329.188
1573069222532,2019-11-06T14:40:22.532,10.855,99329.625
1573069222668,2019-11-06T14:40:22.668,10.991,99334.773
1573069222804,2019-11-06T14:40:22.804,11.127,99331.797
1573069222939,2019-11-06T14:40:22.939,11.262,99327.484
1573069223075,2019-11-06T14:40:23.075,11.398,99329.547
1573069223210,2019-11-06T14:40:23.210,11.533,99326.578
1573069223346,2019-11-06T14:40:23.346,11.669,99328.242
1573069223482,2019-11-06T14:40:23.482,11.805,99331.328
1573069223617,2019-11-06T14:40:23.617,11.940,99330.500
1573069223753,2019-11-06T14:40:23.753,12.076,99329.547
1573069223890,2019-11-06T14:40:23.890,12.213,99330.859
1573069224024,2019-11-06T14:40:24.024,12.347,99325.188
1573069224161,2019-11-06T14:40:24.161,12.484,99328.242
1573069224297,2019-11-06T14:40:24.297,12.620,99332.555
1573069224432,2019-11-06T14:40:24.432,12.755,99324.328
1573069224568,2019-11-06T14:40:24.568,12.891,99324.719
1573069224704,2019-11-06T14:40:24.704,13.027,99334.688
1573069224839,2019-11-06T14:40:24.839,13.162,99329.109
1573069224975,2019-11-06T14:40:24.975,13.298,99331.250
1573069225110,2019-11-06T14:40:25.110,13.433,99329.109
1573069225246,2019-11-06T14:40:25.246,13.569,99330.414
1573069225382,2019-11-06T14:40:25.382,13.705,99328.156
1573069225517,2019-11-06T14:40:25.517,13.840,99327.328
1573069225653,2019-11-06T14:40:25.653,13.976,99327.797
1573069225790,2019-11-06T14:40:25.790,14.113,99328.641
1573069225924,2019-11-06T14:40:25.924,14.247,99327.328
