epoch (ms),time (-13:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1573069731268,2019-11-06T14:48:51.268,0.000,0.256,-1.024,-0.050
1573069731278,2019-11-06T14:48:51.278,0.010,0.264,-1.025,-0.049
1573069731288,2019-11-06T14:48:51.288,0.020,0.266,-0.993,-0.044
1573069731298,2019-11-06T14:48:51.298,0.030,0.267,-0.968,-0.042
1573069731308,2019-11-06T14:48:51.308,0.040,0.272,-0.954,-0.037
1573069731318,2019-11-06T14:48:51.318,0.050,0.278,-0.942,-0.033
1573069731328,2019-11-06T14:48:51.328,0.060,0.279,-0.932,-0.030
1573069731338,2019-11-06T14:48:51.338,0.070,0.280,-0.920,-0.029
1573069731348,2019-11-06T14:48:51.348,0.080,0.281,-0.917,-0.028
1573069731358,2019-11-06T14:48:51.358,0.090,0.278,-0.928,-0.031
1573069731368,2019-11-06T14:48:51.368,0.100,0.278,-0.942,-0.038
1573069731378,2019-11-06T14:48:51.378,0.110,0.280,-0.940,-0.042
1573069731388,2019-11-06T14:48:51.388,0.120,0.281,-0.945,-0.045
1573069731398,2019-11-06T14:48:51.398,0.130,0.275,-0.947,-0.050
1573069731408,2019-11-06T14:48:51.408,0.140,0.278,-0.939,-0.049
1573069731418,2019-11-06T14:48:51.418,0.150,0.273,-0.949,-0.054
1573069731428,2019-11-06T14:48:51.428,0.160,0.267,-0.983,-0.059
1573069731438,2019-11-06T14:48:51.438,0.170,0.269,-0.989,-0.061
1573069731448,2019-11-06T14:48:51.448,0.180,0.262,-0.975,-0.057
1573069731458,2019-11-06T14:48:51.458,0.190,0.259,-0.979,-0.054
1573069731468,2019-11-06T14:48:51.468,0.200,0.270,-0.983,-0.055
1573069731478,2019-11-06T14:48:51.478,0.210,0.272,-0.977,-0.052
1573069731488,2019-11-06T14:48:51.488,0.220,0.269,-0.968,-0.052
1573069731498,2019-11-06T14:48:51.498,0.230,0.269,-0.969,-0.048
1573069731508,2019-11-06T14:48:51.508,0.240,0.275,-0.965,-0.052
1573069731518,2019-11-06T14:48:51.518,0.250,0.279,-0.959,-0.048
1573069731528,2019-11-06T14:48:51.528,0.260,0.278,-0.962,-0.048
1573069731538,2019-11-06T14:48:51.538,0.270,0.278,-0.961,-0.050
1573069731548,2019-11-06T14:48:51.548,0.280,0.280,-0.959,-0.048
1573069731558,2019-11-06T14:48:51.558,0.290,0.275,-0.963,-0.048
1573069731568,2019-11-06T14:48:51.568,0.300,0.275,-0.968,-0.053
