epoch (ms),time (-13:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1573068927016,2019-11-06T14:35:27.016,0.000,0.211,-0.984,-0.091
1573068927026,2019-11-06T14:35:27.026,0.010,0.213,-0.955,-0.088
1573068927036,2019-11-06T14:35:27.036,0.020,0.216,-0.935,-0.083
1573068927046,2019-11-06T14:35:27.046,0.030,0.225,-0.958,-0.088
1573068927056,2019-11-06T14:35:27.056,0.040,0.226,-0.953,-0.093
1573068927066,2019-11-06T14:35:27.066,0.050,0.248,-0.968,-0.099
1573068927076,2019-11-06T14:35:27.076,0.060,0.270,-0.992,-0.097
1573068927086,2019-11-06T14:35:27.086,0.070,0.268,-0.949,-0.096
1573068927096,2019-11-06T14:35:27.096,0.080,0.280,-0.935,-0.092
1573068927106,2019-11-06T14:35:27.106,0.090,0.290,-0.962,-0.092
1573068927116,2019-11-06T14:35:27.116,0.100,0.298,-0.967,-0.093
1573068927126,2019-11-06T14:35:27.126,0.110,0.313,-0.994,-0.100
1573068927136,2019-11-06T14:35:27.136,0.120,0.311,-1.006,-0.102
1573068927146,2019-11-06T14:35:27.146,0.130,0.296,-0.971,-0.101
1573068927156,2019-11-06T14:35:27.156,0.140,0.300,-0.960,-0.104
1573068927166,2019-11-06T14:35:27.166,0.150,0.301,-0.979,-0.107
1573068927176,2019-11-06T14:35:27.176,0.160,0.306,-0.993,-0.118
1573068927186,2019-11-06T14:35:27.186,0.170,0.301,-1.020,-0.128
1573068927196,2019-11-06T14:35:27.196,0.180,0.285,-1.000,-0.127
1573068927206,2019-11-06T14:35:27.206,0.190,0.277,-0.970,-0.127
1573068927216,2019-11-06T14:35:27.216,0.200,0.266,-0.971,-0.131
1573068927226,2019-11-06T14:35:27.226,0.210,0.253,-0.977,-0.145
1573068927236,2019-11-06T14:35:27.236,0.220,0.244,-0.969,-0.150
1573068927246,2019-11-06T14:35:27.246,0.230,0.236,-0.970,-0.160
1573068927256,2019-11-06T14:35:27.256,0.240,0.228,-0.967,-0.172
1573068927266,2019-11-06T14:35:27.266,0.250,0.213,-0.946,-0.184
1573068927276,2019-11-06T14:35:27.276,0.260,0.195,-0.930,-0.193
1573068927286,2019-11-06T14:35:27.286,0.270,0.197,-0.961,-0.204
1573068927296,2019-11-06T14:35:27.296,0.280,0.186,-0.964,-0.214
1573068927306,2019-11-06T14:35:27.306,0.290,0.168,-0.940,-0.215
1573068927316,2019-11-06T14:35:27.316,0.300,0.157,-0.944,-0.217
1573068927326,2019-11-06T14:35:27.326,0.310,0.147,-0.958,-0.228
1573068927336,2019-11-06T14:35:27.336,0.320,0.137,-0.954,-0.229
1573068927346,2019-11-06T14:35:27.346,0.330,0.144,-0.941,-0.223
1573068927356,2019-11-06T14:35:27.356,0.340,0.158,-0.933,-0.215
1573068927366,2019-11-06T14:35:27.366,0.350,0.170,-0.962,-0.205
1573068927376,2019-11-06T14:35:27.376,0.360,0.187,-0.975,-0.202
1573068927386,2019-11-06T14:35:27.386,0.370,0.196,-0.947,-0.190
1573068927396,2019-11-06T14:35:27.396,0.380,0.206,-0.938,-0.187
1573068927406,2019-11-06T14:35:27.406,0.390,0.219,-0.952,-0.182
1573068927416,2019-11-06T14:35:27.416,0.400,0.231,-0.953,-0.167
1573068927426,2019-11-06T14:35:27.426,0.410,0.237,-0.932,-0.167
1573068927436,2019-11-06T14:35:27.436,0.420,0.246,-0.933,-0.160
1573068927446,2019-11-06T14:35:27.446,0.430,0.260,-0.955,-0.150
1573068927456,2019-11-06T14:35:27.456,0.440,0.272,-0.959,-0.146
1573068927466,2019-11-06T14:35:27.466,0.450,0.269,-0.947,-0.150
1573068927476,2019-11-06T14:35:27.476,0.460,0.263,-0.942,-0.146
1573068927486,2019-11-06T14:35:27.486,0.470,0.264,-0.953,-0.145
1573068927496,2019-11-06T14:35:27.496,0.480,0.264,-0.955,-0.145
1573068927506,2019-11-06T14:35:27.506,0.490,0.252,-0.945,-0.145
1573068927516,2019-11-06T14:35:27.516,0.500,0.250,-0.932,-0.142
1573068927526,2019-11-06T14:35:27.526,0.510,0.240,-0.929,-0.143
1573068927536,2019-11-06T14:35:27.536,0.520,0.221,-0.938,-0.148
1573068927546,2019-11-06T14:35:27.546,0.530,0.218,-0.944,-0.149
1573068927556,2019-11-06T14:35:27.556,0.540,0.215,-0.936,-0.146
1573068927566,2019-11-06T14:35:27.566,0.550,0.208,-0.935,-0.147
1573068927576,2019-11-06T14:35:27.576,0.560,0.204,-0.941,-0.146
1573068927586,2019-11-06T14:35:27.586,0.570,0.204,-0.931,-0.137
1573068927596,2019-11-06T14:35:27.596,0.580,0.208,-0.922,-0.131
1573068927606,2019-11-06T14:35:27.606,0.590,0.218,-0.925,-0.125
1573068927616,2019-11-06T14:35:27.616,0.600,0.218,-0.926,-0.122
1573068927626,2019-11-06T14:35:27.626,0.610,0.225,-0.927,-0.118
1573068927636,2019-11-06T14:35:27.636,0.620,0.234,-0.932,-0.110
1573068927646,2019-11-06T14:35:27.646,0.630,0.235,-0.940,-0.111
1573068927656,2019-11-06T14:35:27.656,0.640,0.230,-0.948,-0.116
1573068927666,2019-11-06T14:35:27.666,0.650,0.235,-0.964,-0.114
1573068927676,2019-11-06T14:35:27.676,0.660,0.239,-0.958,-0.115
1573068927686,2019-11-06T14:35:27.686,0.670,0.236,-0.953,-0.112
1573068927696,2019-11-06T14:35:27.696,0.680,0.232,-0.963,-0.113
1573068927706,2019-11-06T14:35:27.706,0.690,0.233,-0.978,-0.113
1573068927716,2019-11-06T14:35:27.716,0.700,0.229,-0.988,-0.117
1573068927726,2019-11-06T14:35:27.726,0.710,0.228,-1.016,-0.116
1573068927736,2019-11-06T14:35:27.736,0.720,0.228,-1.019,-0.121
1573068927746,2019-11-06T14:35:27.746,0.730,0.224,-1.015,-0.122
1573068927756,2019-11-06T14:35:27.756,0.740,0.221,-1.015,-0.122
1573068927766,2019-11-06T14:35:27.766,0.750,0.219,-1.014,-0.117
1573068927776,2019-11-06T14:35:27.776,0.760,0.211,-1.017,-0.119
1573068927786,2019-11-06T14:35:27.786,0.770,0.214,-1.007,-0.115
1573068927796,2019-11-06T14:35:27.796,0.780,0.214,-0.995,-0.111
1573068927806,2019-11-06T14:35:27.806,0.790,0.213,-0.991,-0.113
1573068927816,2019-11-06T14:35:27.816,0.800,0.216,-0.986,-0.112
1573068927826,2019-11-06T14:35:27.826,0.810,0.223,-0.986,-0.112
1573068927836,2019-11-06T14:35:27.836,0.820,0.229,-0.977,-0.115
1573068927846,2019-11-06T14:35:27.846,0.830,0.225,-0.966,-0.115
1573068927856,2019-11-06T14:35:27.856,0.840,0.229,-0.961,-0.117
1573068927866,2019-11-06T14:35:27.866,0.850,0.229,-0.959,-0.123
1573068927876,2019-11-06T14:35:27.876,0.860,0.225,-0.949,-0.118
1573068927886,2019-11-06T14:35:27.886,0.870,0.226,-0.934,-0.113
1573068927896,2019-11-06T14:35:27.896,0.880,0.225,-0.926,-0.121
1573068927906,2019-11-06T14:35:27.906,0.890,0.231,-0.966,-0.127
1573068927916,2019-11-06T14:35:27.916,0.900,0.246,-0.975,-0.143
1573068927926,2019-11-06T14:35:27.926,0.910,0.236,-0.956,-0.130
1573068927936,2019-11-06T14:35:27.936,0.920,0.224,-0.958,-0.136
1573068927946,2019-11-06T14:35:27.946,0.930,0.226,-0.977,-0.146
1573068927956,2019-11-06T14:35:27.956,0.940,0.225,-0.983,-0.146
1573068927966,2019-11-06T14:35:27.966,0.950,0.215,-0.974,-0.142
1573068927976,2019-11-06T14:35:27.976,0.960,0.208,-0.962,-0.137
1573068927986,2019-11-06T14:35:27.986,0.970,0.203,-0.957,-0.139
