epoch (ms),time (-13:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1572982085220,2019-11-05T14:28:05.220,0.000,-0.622,0.563,-0.391
1572982085230,2019-11-05T14:28:05.230,0.010,-0.641,0.577,-0.404
1572982085240,2019-11-05T14:28:05.240,0.020,-0.645,0.584,-0.417
1572982085250,2019-11-05T14:28:05.250,0.030,-0.646,0.595,-0.438
1572982085260,2019-11-05T14:28:05.260,0.040,-0.648,0.604,-0.455
1572982085270,2019-11-05T14:28:05.270,0.050,-0.644,0.604,-0.463
1572982085280,2019-11-05T14:28:05.280,0.060,-0.644,0.604,-0.485
1572982085290,2019-11-05T14:28:05.290,0.070,-0.651,0.604,-0.515
1572982085300,2019-11-05T14:28:05.300,0.080,-0.640,0.597,-0.525
1572982085310,2019-11-05T14:28:05.310,0.090,-0.631,0.588,-0.539
1572982085320,2019-11-05T14:28:05.320,0.100,-0.646,0.583,-0.550
1572982085330,2019-11-05T14:28:05.330,0.110,-0.666,0.579,-0.555
1572982085340,2019-11-05T14:28:05.340,0.120,-0.668,0.571,-0.558
1572982085350,2019-11-05T14:28:05.350,0.130,-0.665,0.562,-0.567
1572982085360,2019-11-05T14:28:05.360,0.140,-0.668,0.559,-0.578
1572982085370,2019-11-05T14:28:05.370,0.150,-0.674,0.554,-0.584
1572982085380,2019-11-05T14:28:05.380,0.160,-0.678,0.549,-0.603
1572982085390,2019-11-05T14:28:05.390,0.170,-0.672,0.547,-0.616
1572982085400,2019-11-05T14:28:05.400,0.180,-0.669,0.550,-0.621
1572982085410,2019-11-05T14:28:05.410,0.190,-0.673,0.561,-0.630
1572982085420,2019-11-05T14:28:05.420,0.200,-0.663,0.566,-0.633
1572982085430,2019-11-05T14:28:05.430,0.210,-0.667,0.568,-0.639
1572982085440,2019-11-05T14:28:05.440,0.220,-0.650,0.569,-0.641
1572982085450,2019-11-05T14:28:05.450,0.230,-0.629,0.567,-0.640
1572982085460,2019-11-05T14:28:05.460,0.240,-0.655,0.574,-0.648
1572982085470,2019-11-05T14:28:05.470,0.250,-0.598,0.583,-0.625
1572982085480,2019-11-05T14:28:05.480,0.260,-0.538,0.544,-0.594
1572982085490,2019-11-05T14:28:05.490,0.270,-0.620,0.550,-0.622
1572982085500,2019-11-05T14:28:05.500,0.280,-0.579,0.557,-0.605
1572982085510,2019-11-05T14:28:05.510,0.290,-0.537,0.537,-0.571
1572982085520,2019-11-05T14:28:05.520,0.300,-0.547,0.546,-0.598
1572982085530,2019-11-05T14:28:05.530,0.310,-0.525,0.547,-0.563
1572982085540,2019-11-05T14:28:05.540,0.320,-0.540,0.549,-0.549
1572982085550,2019-11-05T14:28:05.550,0.330,-0.514,0.536,-0.534
1572982085560,2019-11-05T14:28:05.560,0.340,-0.528,0.511,-0.518
1572982085570,2019-11-05T14:28:05.570,0.350,-0.531,0.524,-0.511
1572982085580,2019-11-05T14:28:05.580,0.360,-0.494,0.538,-0.491
1572982085590,2019-11-05T14:28:05.590,0.370,-0.508,0.518,-0.501
1572982085600,2019-11-05T14:28:05.600,0.380,-0.556,0.512,-0.472
1572982085610,2019-11-05T14:28:05.610,0.390,-0.626,0.550,-0.501
1572982085620,2019-11-05T14:28:05.620,0.400,-0.585,0.514,-0.483
1572982085630,2019-11-05T14:28:05.630,0.410,-0.605,0.540,-0.465
1572982085640,2019-11-05T14:28:05.640,0.420,-0.639,0.568,-0.500
1572982085650,2019-11-05T14:28:05.650,0.430,-0.623,0.541,-0.479
1572982085660,2019-11-05T14:28:05.660,0.440,-0.629,0.541,-0.476
1572982085670,2019-11-05T14:28:05.670,0.450,-0.655,0.549,-0.492
1572982085680,2019-11-05T14:28:05.680,0.460,-0.645,0.552,-0.495
1572982085690,2019-11-05T14:28:05.690,0.470,-0.635,0.575,-0.503
1572982085700,2019-11-05T14:28:05.700,0.480,-0.619,0.588,-0.514
1572982085710,2019-11-05T14:28:05.710,0.490,-0.603,0.588,-0.521
1572982085720,2019-11-05T14:28:05.720,0.500,-0.599,0.594,-0.526
1572982085730,2019-11-05T14:28:05.730,0.510,-0.584,0.583,-0.523
1572982085740,2019-11-05T14:28:05.740,0.520,-0.572,0.561,-0.515
1572982085750,2019-11-05T14:28:05.750,0.530,-0.585,0.552,-0.515
1572982085760,2019-11-05T14:28:05.760,0.540,-0.616,0.556,-0.517
1572982085770,2019-11-05T14:28:05.770,0.550,-0.630,0.566,-0.523
1572982085780,2019-11-05T14:28:05.780,0.560,-0.614,0.576,-0.511
1572982085790,2019-11-05T14:28:05.790,0.570,-0.646,0.590,-0.525
1572982085800,2019-11-05T14:28:05.800,0.580,-0.674,0.594,-0.535
1572982085810,2019-11-05T14:28:05.810,0.590,-0.651,0.586,-0.522
1572982085820,2019-11-05T14:28:05.820,0.600,-0.635,0.580,-0.534
1572982085830,2019-11-05T14:28:05.830,0.610,-0.593,0.580,-0.525
1572982085840,2019-11-05T14:28:05.840,0.620,-0.563,0.582,-0.522
1572982085850,2019-11-05T14:28:05.850,0.630,-0.573,0.583,-0.540
1572982085860,2019-11-05T14:28:05.860,0.640,-0.560,0.583,-0.531
1572982085870,2019-11-05T14:28:05.870,0.650,-0.518,0.592,-0.506
1572982085880,2019-11-05T14:28:05.880,0.660,-0.520,0.593,-0.508
1572982085890,2019-11-05T14:28:05.890,0.670,-0.521,0.592,-0.517
1572982085900,2019-11-05T14:28:05.900,0.680,-0.521,0.597,-0.501
1572982085910,2019-11-05T14:28:05.910,0.690,-0.535,0.589,-0.489
1572982085920,2019-11-05T14:28:05.920,0.700,-0.589,0.564,-0.494
1572982085930,2019-11-05T14:28:05.930,0.710,-0.581,0.573,-0.477
1572982085940,2019-11-05T14:28:05.940,0.720,-0.557,0.538,-0.449
1572982085950,2019-11-05T14:28:05.950,0.730,-0.583,0.546,-0.459
1572982085960,2019-11-05T14:28:05.960,0.740,-0.596,0.552,-0.449
1572982085970,2019-11-05T14:28:05.970,0.750,-0.611,0.533,-0.434
1572982085980,2019-11-05T14:28:05.980,0.760,-0.614,0.555,-0.453
1572982085990,2019-11-05T14:28:05.990,0.770,-0.588,0.579,-0.443
1572982086000,2019-11-05T14:28:06.000,0.780,-0.585,0.605,-0.459
1572982086010,2019-11-05T14:28:06.010,0.790,-0.590,0.619,-0.468
1572982086020,2019-11-05T14:28:06.020,0.800,-0.600,0.618,-0.469
1572982086030,2019-11-05T14:28:06.030,0.810,-0.609,0.612,-0.467
1572982086040,2019-11-05T14:28:06.040,0.820,-0.633,0.610,-0.474
1572982086050,2019-11-05T14:28:06.050,0.830,-0.568,0.607,-0.482
1572982086060,2019-11-05T14:28:06.060,0.840,-0.354,0.549,-0.418
1572982086070,2019-11-05T14:28:06.070,0.850,-0.502,0.543,-0.434
1572982086080,2019-11-05T14:28:06.080,0.860,-0.737,0.596,-0.519
1572982086090,2019-11-05T14:28:06.090,0.870,-0.696,0.576,-0.438
1572982086100,2019-11-05T14:28:06.100,0.880,-0.654,0.576,-0.473
1572982086110,2019-11-05T14:28:06.110,0.890,-0.566,0.595,-0.500
1572982086120,2019-11-05T14:28:06.120,0.900,-0.545,0.610,-0.489
1572982086130,2019-11-05T14:28:06.130,0.910,-0.612,0.608,-0.544
1572982086140,2019-11-05T14:28:06.140,0.920,-0.558,0.607,-0.525
