epoch (ms),time (-13:00),elapsed (s),x-axis (T),y-axis (T),z-axis (T)
1572982436385,2019-11-05T14:33:56.385,0.000,0.000044812,-0.000036875,-0.000080500
1572982436435,2019-11-05T14:33:56.435,0.050,0.000045187,-0.000037562,-0.000082062
1572982436485,2019-11-05T14:33:56.485,0.100,0.000044438,-0.000036500,-0.000081688
1572982436535,2019-11-05T14:33:56.535,0.150,0.000045563,-0.000037250,-0.000081313
1572982436585,2019-11-05T14:33:56.585,0.200,0.000045187,-0.000036875,-0.000081688
1572982436635,2019-11-05T14:33:56.635,0.250,0.000044125,-0.000037562,-0.000082062
1572982436685,2019-11-05T14:33:56.685,0.300,0.000045563,-0.000036500,-0.000082062
1572982436735,2019-11-05T14:33:56.735,0.350,0.000046250,-0.000037250,-0.000082812
1572982436785,2019-11-05T14:33:56.785,0.400,0.000046625,-0.000037562,-0.000083250
1572982436835,2019-11-05T14:33:56.835,0.450,0.000048438,-0.000037938,-0.000084750
1572982436885,2019-11-05T14:33:56.885,0.500,0.000049875,-0.000038313,-0.000085875
1572982436935,2019-11-05T14:33:56.935,0.550,0.000050625,-0.000037562,-0.000086687
1572982436985,2019-11-05T14:33:56.985,0.600,0.000051313,-0.000037562,-0.000086250
1572982437035,2019-11-05T14:33:57.035,0.650,0.000052812,-0.000037562,-0.000085500
1572982437085,2019-11-05T14:33:57.085,0.700,0.000052062,-0.000037562,-0.000087063
1572982437135,2019-11-05T14:33:57.135,0.750,0.000053125,-0.000036875,-0.000087437
1572982437185,2019-11-05T14:33:57.185,0.800,0.000054250,-0.000036500,-0.000087812
1572982437235,2019-11-05T14:33:57.235,0.850,0.000054563,-0.000037250,-0.000088188
1572982437285,2019-11-05T14:33:57.285,0.900,0.000055312,-0.000036125,-0.000086250
1572982437335,2019-11-05T14:33:57.335,0.950,0.000054250,-0.000035750,-0.000085875
1572982437385,2019-11-05T14:33:57.385,1.000,0.000053875,-0.000036500,-0.000085125
1572982437435,2019-11-05T14:33:57.435,1.050,0.000054250,-0.000035063,-0.000085562
1572982437485,2019-11-05T14:33:57.485,1.100,0.000054250,-0.000036125,-0.000086250
1572982437535,2019-11-05T14:33:57.535,1.150,0.000056063,-0.000035438,-0.000087437
1572982437585,2019-11-05T14:33:57.585,1.200,0.000054563,-0.000036875,-0.000088938
1572982437635,2019-11-05T14:33:57.635,1.250,0.000054937,-0.000037250,-0.000090063
