epoch (ms),time (-13:00),elapsed (s),pressure (Pa)
1573068927008,2019-11-06T14:35:27.008,0.000,99344.172
1573068927145,2019-11-06T14:35:27.145,0.137,99351.523
1573068927279,2019-11-06T14:35:27.279,0.271,99353.656
1573068927416,2019-11-06T14:35:27.416,0.408,99347.547
1573068927552,2019-11-06T14:35:27.552,0.544,99354.531
1573068927687,2019-11-06T14:35:27.687,0.679,99357.063
1573068927823,2019-11-06T14:35:27.823,0.815,99348.453
1573068927959,2019-11-06T14:35:27.959,0.951,99351.055
1573068928094,2019-11-06T14:35:28.094,1.086,99355.359
1573068928230,2019-11-06T14:35:28.230,1.222,99348.383
1573068928366,2019-11-06T14:35:28.366,1.358,99342.813
1573068928501,2019-11-06T14:35:28.501,1.493,99350.555
1573068928637,2019-11-06T14:35:28.637,1.629,99350.984
1573068928774,2019-11-06T14:35:28.774,1.766,99346.172
1573068928908,2019-11-06T14:35:28.908,1.900,99348.383
1573068929045,2019-11-06T14:35:29.045,2.037,99341.875
1573068929179,2019-11-06T14:35:29.179,2.171,99353.156
1573068929316,2019-11-06T14:35:29.316,2.308,99346.172
1573068929452,2019-11-06T14:35:29.452,2.444,99347.484
1573068929587,2019-11-06T14:35:29.587,2.579,99350.555
1573068929723,2019-11-06T14:35:29.723,2.715,99352.688
1573068929859,2019-11-06T14:35:29.859,2.851,99348.313
1573068929994,2019-11-06T14:35:29.994,2.986,99347.016
1573068930130,2019-11-06T14:35:30.130,3.122,99350.453
1573068930265,2019-11-06T14:35:30.265,3.257,99347.844
1573068930401,2019-11-06T14:35:30.401,3.393,99350.453
1573068930537,2019-11-06T14:35:30.537,3.529,99346.547
1573068930672,2019-11-06T14:35:30.672,3.664,99356.531
1573068930808,2019-11-06T14:35:30.808,3.800,99348.711
1573068930945,2019-11-06T14:35:30.945,3.937,99347.844
1573068931079,2019-11-06T14:35:31.079,4.071,99348.250
1573068931216,2019-11-06T14:35:31.216,4.208,99352.984
1573068931350,2019-11-06T14:35:31.350,4.342,99342.203
1573068931487,2019-11-06T14:35:31.487,4.479,99349.078
1573068931623,2019-11-06T14:35:31.623,4.615,99352.555
1573068931758,2019-11-06T14:35:31.758,4.750,99350.781
1573068931894,2019-11-06T14:35:31.894,4.886,99351.250
1573068932030,2019-11-06T14:35:32.030,5.022,99346.477
1573068932165,2019-11-06T14:35:32.165,5.157,99346.875
1573068932301,2019-11-06T14:35:32.301,5.293,99345.172
1573068932436,2019-11-06T14:35:32.436,5.428,99349.484
1573068932572,2019-11-06T14:35:32.572,5.564,99346.875
1573068932708,2019-11-06T14:35:32.708,5.700,99342.969
