epoch (ms),time (-13:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1574117804263,2019-11-18T17:56:44.263,0.000,-38.659,12.927,34.085
1574117804273,2019-11-18T17:56:44.273,0.010,-37.500,12.317,33.720
1574117804283,2019-11-18T17:56:44.283,0.020,-36.463,10.854,32.805
1574117804293,2019-11-18T17:56:44.293,0.030,-34.695,9.207,31.037
1574117804303,2019-11-18T17:56:44.303,0.040,-32.256,7.317,28.659
1574117804313,2019-11-18T17:56:44.313,0.050,-28.110,5.244,27.317
1574117804323,2019-11-18T17:56:44.323,0.060,-23.720,2.622,26.768
1574117804333,2019-11-18T17:56:44.333,0.070,-20.610,-0.488,25.427
1574117804343,2019-11-18T17:56:44.343,0.080,-17.195,-3.963,24.573
1574117804353,2019-11-18T17:56:44.353,0.090,-12.805,-8.049,23.537
1574117804363,2019-11-18T17:56:44.363,0.100,-9.329,-12.439,14.390
1574117804373,2019-11-18T17:56:44.373,0.110,-4.695,-16.768,-4.085
1574117804383,2019-11-18T17:56:44.383,0.120,5.122,-22.317,-8.659
1574117804393,2019-11-18T17:56:44.393,0.130,11.646,-28.902,-4.512
1574117804403,2019-11-18T17:56:44.403,0.140,14.878,-34.878,-3.659
1574117804413,2019-11-18T17:56:44.413,0.150,18.780,-42.317,1.829
1574117804423,2019-11-18T17:56:44.423,0.160,21.524,-52.561,9.695
1574117804433,2019-11-18T17:56:44.433,0.170,25.488,-60.244,18.476
1574117804443,2019-11-18T17:56:44.443,0.180,27.744,-64.756,24.451
1574117804453,2019-11-18T17:56:44.453,0.190,26.341,-65.671,25.183
1574117804463,2019-11-18T17:56:44.463,0.200,20.854,-64.329,23.293
1574117804473,2019-11-18T17:56:44.473,0.210,12.805,-61.585,20.671
1574117804483,2019-11-18T17:56:44.483,0.220,1.768,-57.317,13.780
1574117804493,2019-11-18T17:56:44.493,0.230,-8.293,-52.256,5.671
1574117804503,2019-11-18T17:56:44.503,0.240,-12.195,-46.890,1.463
1574117804513,2019-11-18T17:56:44.513,0.250,-9.146,-40.976,0.854
1574117804523,2019-11-18T17:56:44.523,0.260,-1.768,-34.695,1.463
1574117804533,2019-11-18T17:56:44.533,0.270,7.744,-28.354,1.890
1574117804543,2019-11-18T17:56:44.543,0.280,19.024,-22.439,2.500
1574117804553,2019-11-18T17:56:44.553,0.290,30.854,-17.378,5.122
1574117804563,2019-11-18T17:56:44.563,0.300,40.427,-13.841,7.744
1574117804573,2019-11-18T17:56:44.573,0.310,47.012,-11.646,6.585
1574117804583,2019-11-18T17:56:44.583,0.320,52.134,-10.305,2.866
1574117804593,2019-11-18T17:56:44.593,0.330,55.244,-10.122,-1.280
1574117804603,2019-11-18T17:56:44.603,0.340,56.159,-11.524,-6.768
1574117804613,2019-11-18T17:56:44.613,0.350,58.293,-13.780,-12.134
1574117804623,2019-11-18T17:56:44.623,0.360,63.171,-16.220,-13.659
1574117804633,2019-11-18T17:56:44.633,0.370,66.768,-18.659,-12.195
1574117804643,2019-11-18T17:56:44.643,0.380,66.463,-20.488,-9.939
1574117804653,2019-11-18T17:56:44.653,0.390,62.500,-21.341,-6.524
1574117804663,2019-11-18T17:56:44.663,0.400,54.939,-21.585,-2.683
1574117804673,2019-11-18T17:56:44.673,0.410,46.829,-20.610,1.402
1574117804683,2019-11-18T17:56:44.683,0.420,41.524,-16.341,4.817
1574117804693,2019-11-18T17:56:44.693,0.430,36.098,-12.805,5.854
1574117804703,2019-11-18T17:56:44.703,0.440,30.976,-8.598,6.768
1574117804713,2019-11-18T17:56:44.713,0.450,27.012,-3.963,7.500
1574117804723,2019-11-18T17:56:44.723,0.460,23.780,0.549,8.963
1574117804733,2019-11-18T17:56:44.733,0.470,20.976,5.122,13.110
1574117804743,2019-11-18T17:56:44.743,0.480,17.744,10.305,15.427
1574117804753,2019-11-18T17:56:44.753,0.490,13.537,15.244,12.805
1574117804763,2019-11-18T17:56:44.763,0.500,12.012,18.598,15.732
1574117804773,2019-11-18T17:56:44.773,0.510,9.512,21.463,15.427
1574117804783,2019-11-18T17:56:44.783,0.520,4.817,23.537,5.549
1574117804793,2019-11-18T17:56:44.793,0.530,3.049,24.756,1.037
1574117804803,2019-11-18T17:56:44.803,0.540,1.890,25.854,5.915
1574117804813,2019-11-18T17:56:44.813,0.550,-1.280,27.195,11.707
1574117804823,2019-11-18T17:56:44.823,0.560,-5.915,28.780,14.756
1574117804833,2019-11-18T17:56:44.833,0.570,-15.488,30.122,13.841
1574117804843,2019-11-18T17:56:44.843,0.580,-23.659,30.549,14.756
1574117804853,2019-11-18T17:56:44.853,0.590,-22.622,31.280,19.817
1574117804863,2019-11-18T17:56:44.863,0.600,-15.915,33.902,25.244
1574117804873,2019-11-18T17:56:44.873,0.610,-13.171,36.159,25.305
1574117804883,2019-11-18T17:56:44.883,0.620,-13.232,36.585,21.890
1574117804893,2019-11-18T17:56:44.893,0.630,-12.134,35.793,20.488
1574117804903,2019-11-18T17:56:44.903,0.640,-12.683,34.634,19.207
1574117804913,2019-11-18T17:56:44.913,0.650,-17.622,33.293,16.768
1574117804923,2019-11-18T17:56:44.923,0.660,-24.939,31.829,14.268
1574117804933,2019-11-18T17:56:44.933,0.670,-33.415,30.366,10.488
1574117804943,2019-11-18T17:56:44.943,0.680,-42.134,28.902,6.280
1574117804953,2019-11-18T17:56:44.953,0.690,-49.634,27.439,3.110
1574117804963,2019-11-18T17:56:44.963,0.700,-56.159,25.976,-0.305
1574117804973,2019-11-18T17:56:44.973,0.710,-60.793,24.512,-3.598
1574117804983,2019-11-18T17:56:44.983,0.720,-62.927,22.866,-4.756
1574117804993,2019-11-18T17:56:44.993,0.730,-63.902,21.585,-3.841
1574117805003,2019-11-18T17:56:45.003,0.740,-64.024,20.915,-1.829
1574117805013,2019-11-18T17:56:45.013,0.750,-63.293,20.610,0.183
1574117805023,2019-11-18T17:56:45.023,0.760,-61.463,20.244,2.866
1574117805033,2019-11-18T17:56:45.033,0.770,-59.390,19.451,6.890
1574117805043,2019-11-18T17:56:45.043,0.780,-57.317,17.805,11.220
1574117805053,2019-11-18T17:56:45.053,0.790,-54.878,15.854,14.939
1574117805063,2019-11-18T17:56:45.063,0.800,-51.220,14.024,19.268
1574117805073,2019-11-18T17:56:45.073,0.810,-45.915,11.829,22.927
1574117805083,2019-11-18T17:56:45.083,0.820,-40.732,9.329,21.524
1574117805093,2019-11-18T17:56:45.093,0.830,-35.671,6.220,15.366
1574117805103,2019-11-18T17:56:45.103,0.840,-29.329,2.500,9.939
1574117805113,2019-11-18T17:56:45.113,0.850,-22.988,-2.012,9.756
1574117805123,2019-11-18T17:56:45.123,0.860,-16.707,-6.402,14.024
1574117805133,2019-11-18T17:56:45.133,0.870,-10.915,-10.244,19.268
1574117805143,2019-11-18T17:56:45.143,0.880,-6.159,-13.720,21.159
1574117805153,2019-11-18T17:56:45.153,0.890,-3.537,-17.256,15.366
1574117805163,2019-11-18T17:56:45.163,0.900,-2.134,-22.012,7.561
1574117805173,2019-11-18T17:56:45.173,0.910,2.988,-26.463,6.463
1574117805183,2019-11-18T17:56:45.183,0.920,9.878,-29.512,15.488
1574117805193,2019-11-18T17:56:45.193,0.930,12.012,-31.646,34.634
1574117805203,2019-11-18T17:56:45.203,0.940,6.524,-35.244,45.305
1574117805213,2019-11-18T17:56:45.213,0.950,8.720,-43.415,43.293
1574117805223,2019-11-18T17:56:45.223,0.960,24.268,-52.134,37.378
1574117805233,2019-11-18T17:56:45.233,0.970,31.402,-57.317,32.195
1574117805243,2019-11-18T17:56:45.243,0.980,26.341,-58.110,30.732
1574117805253,2019-11-18T17:56:45.253,0.990,22.439,-56.098,30.488
1574117805263,2019-11-18T17:56:45.263,1.000,18.720,-53.415,26.037
1574117805273,2019-11-18T17:56:45.273,1.010,8.415,-49.573,16.829
1574117805283,2019-11-18T17:56:45.283,1.020,-4.634,-43.841,10.976
1574117805293,2019-11-18T17:56:45.293,1.030,-12.378,-36.890,8.963
1574117805303,2019-11-18T17:56:45.303,1.040,-15.244,-30.183,3.598
1574117805313,2019-11-18T17:56:45.313,1.050,-15.610,-25.244,-5.183
