epoch (ms),time (-13:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1574118218018,2019-11-18T18:03:38.018,0.000,-4.024,-4.085,5.854
1574118218028,2019-11-18T18:03:38.028,0.010,-3.659,-3.476,6.280
1574118218038,2019-11-18T18:03:38.038,0.020,-3.049,-3.293,5.366
1574118218048,2019-11-18T18:03:38.048,0.030,-3.537,-2.988,1.463
1574118218058,2019-11-18T18:03:38.058,0.040,-4.634,-2.683,-3.476
1574118218068,2019-11-18T18:03:38.068,0.050,-4.451,-2.439,-5.000
1574118218078,2019-11-18T18:03:38.078,0.060,-2.256,-1.890,-3.049
1574118218088,2019-11-18T18:03:38.088,0.070,0.366,-0.976,-1.159
1574118218098,2019-11-18T18:03:38.098,0.080,0.793,-0.488,-1.402
1574118218108,2019-11-18T18:03:38.108,0.090,0.000,0.061,-2.195
1574118218118,2019-11-18T18:03:38.118,0.100,0.610,0.549,-1.524
1574118218128,2019-11-18T18:03:38.128,0.110,1.280,0.671,0.183
1574118218138,2019-11-18T18:03:38.138,0.120,1.524,0.915,1.585
1574118218148,2019-11-18T18:03:38.148,0.130,1.585,0.732,1.646
1574118218158,2019-11-18T18:03:38.158,0.140,1.524,0.244,1.524
1574118218168,2019-11-18T18:03:38.168,0.150,1.768,0.000,1.951
1574118218178,2019-11-18T18:03:38.178,0.160,2.500,-0.305,2.622
1574118218188,2019-11-18T18:03:38.188,0.170,2.683,-0.732,2.378
1574118218198,2019-11-18T18:03:38.198,0.180,2.256,-1.463,2.073
1574118218208,2019-11-18T18:03:38.208,0.190,2.012,-2.317,1.890
1574118218218,2019-11-18T18:03:38.218,0.200,2.439,-2.744,1.585
1574118218228,2019-11-18T18:03:38.228,0.210,2.988,-2.927,0.915
1574118218238,2019-11-18T18:03:38.238,0.220,2.927,-2.927,-0.183
1574118218248,2019-11-18T18:03:38.248,0.230,2.622,-2.927,-0.549
1574118218258,2019-11-18T18:03:38.258,0.240,2.378,-3.110,-0.427
1574118218268,2019-11-18T18:03:38.268,0.250,2.317,-2.988,-0.976
1574118218278,2019-11-18T18:03:38.278,0.260,1.585,-2.744,-2.317
1574118218288,2019-11-18T18:03:38.288,0.270,0.244,-2.927,-3.841
1574118218298,2019-11-18T18:03:38.298,0.280,-0.244,-3.354,-4.634
1574118218308,2019-11-18T18:03:38.308,0.290,0.549,-3.354,-4.451
1574118218318,2019-11-18T18:03:38.318,0.300,1.951,-3.232,-3.476
1574118218328,2019-11-18T18:03:38.328,0.310,2.988,-3.232,-2.866
1574118218338,2019-11-18T18:03:38.338,0.320,3.415,-3.415,-2.683
1574118218348,2019-11-18T18:03:38.348,0.330,4.207,-3.415,-1.890
1574118218358,2019-11-18T18:03:38.358,0.340,4.878,-3.354,-1.220
1574118218368,2019-11-18T18:03:38.368,0.350,4.512,-3.354,-0.854
1574118218378,2019-11-18T18:03:38.378,0.360,3.963,-3.537,-0.610
1574118218388,2019-11-18T18:03:38.388,0.370,3.537,-3.780,-0.427
1574118218398,2019-11-18T18:03:38.398,0.380,3.110,-3.780,0.488
1574118218408,2019-11-18T18:03:38.408,0.390,2.866,-3.659,1.341
1574118218418,2019-11-18T18:03:38.418,0.400,2.500,-3.598,1.829
1574118218428,2019-11-18T18:03:38.428,0.410,2.012,-3.354,1.890
1574118218438,2019-11-18T18:03:38.438,0.420,1.646,-2.866,1.890
1574118218448,2019-11-18T18:03:38.448,0.430,1.463,-2.317,1.646
1574118218458,2019-11-18T18:03:38.458,0.440,1.280,-1.768,1.646
1574118218468,2019-11-18T18:03:38.468,0.450,1.280,-1.159,2.073
1574118218478,2019-11-18T18:03:38.478,0.460,1.585,-0.610,2.317
1574118218488,2019-11-18T18:03:38.488,0.470,1.341,-0.122,2.012
1574118218498,2019-11-18T18:03:38.498,0.480,1.037,0.000,1.463
1574118218508,2019-11-18T18:03:38.508,0.490,0.854,0.061,1.159
1574118218518,2019-11-18T18:03:38.518,0.500,1.037,0.000,1.220
1574118218528,2019-11-18T18:03:38.528,0.510,1.585,-0.183,1.402
1574118218538,2019-11-18T18:03:38.538,0.520,2.012,-0.366,1.220
1574118218548,2019-11-18T18:03:38.548,0.530,1.829,-0.488,1.159
1574118218558,2019-11-18T18:03:38.558,0.540,1.463,-0.671,0.915
1574118218568,2019-11-18T18:03:38.568,0.550,0.610,-0.854,0.122
1574118218578,2019-11-18T18:03:38.578,0.560,0.183,-1.159,-0.671
1574118218588,2019-11-18T18:03:38.588,0.570,0.366,-1.220,-1.220
1574118218598,2019-11-18T18:03:38.598,0.580,0.610,-1.159,-1.890
1574118218608,2019-11-18T18:03:38.608,0.590,0.732,-1.098,-2.683
1574118218618,2019-11-18T18:03:38.618,0.600,0.488,-0.854,-2.866
1574118218628,2019-11-18T18:03:38.628,0.610,0.244,-0.671,-2.683
1574118218638,2019-11-18T18:03:38.638,0.620,0.183,-0.488,-2.256
1574118218648,2019-11-18T18:03:38.648,0.630,-0.183,-0.366,-2.378
1574118218658,2019-11-18T18:03:38.658,0.640,-0.732,-0.488,-2.744
1574118218668,2019-11-18T18:03:38.668,0.650,-1.037,-0.732,-2.805
1574118218678,2019-11-18T18:03:38.678,0.660,-0.976,-0.976,-2.866
1574118218688,2019-11-18T18:03:38.688,0.670,-0.488,-0.976,-2.744
1574118218698,2019-11-18T18:03:38.698,0.680,-0.366,-1.037,-2.561
1574118218708,2019-11-18T18:03:38.708,0.690,-0.366,-1.098,-2.195
1574118218718,2019-11-18T18:03:38.718,0.700,-0.183,-1.280,-1.890
1574118218728,2019-11-18T18:03:38.728,0.710,-0.305,-1.280,-1.829
