epoch (ms),time (-13:00),elapsed (s),x-axis (T),y-axis (T),z-axis (T)
1574115902298,2019-11-18T17:25:02.298,0.000,0.000017688,0.000030062,-0.000015375
1574115902348,2019-11-18T17:25:02.348,0.050,0.000016250,0.000029688,-0.000015375
1574115902398,2019-11-18T17:25:02.398,0.100,0.000016250,0.000029312,-0.000016500
1574115902448,2019-11-18T17:25:02.448,0.150,0.000016625,0.000029688,-0.000015375
1574115902498,2019-11-18T17:25:02.498,0.200,0.000016937,0.000028938,-0.000015813
1574115902548,2019-11-18T17:25:02.548,0.250,0.000015500,0.000028562,-0.000015437
1574115902598,2019-11-18T17:25:02.598,0.300,0.000016250,0.000029312,-0.000015437
1574115902648,2019-11-18T17:25:02.648,0.350,0.000016250,0.000028938,-0.000015000
1574115902698,2019-11-18T17:25:02.698,0.400,0.000016937,0.000028938,-0.000016187
1574115902748,2019-11-18T17:25:02.748,0.450,0.000016250,0.000029312,-0.000015063
1574115902798,2019-11-18T17:25:02.798,0.500,0.000016625,0.000028250,-0.000014687
1574115902848,2019-11-18T17:25:02.848,0.550,0.000016937,0.000027500,-0.000014625
1574115902898,2019-11-18T17:25:02.898,0.600,0.000016937,0.000026750,-0.000015813
1574115902948,2019-11-18T17:25:02.948,0.650,0.000016250,0.000026750,-0.000015437
1574115902998,2019-11-18T17:25:02.998,0.700,0.000015875,0.000027875,-0.000015063
1574115903048,2019-11-18T17:25:03.048,0.750,0.000015500,0.000026437,-0.000015063
1574115903098,2019-11-18T17:25:03.098,0.800,0.000015500,0.000027125,-0.000016937
1574115903148,2019-11-18T17:25:03.148,0.850,0.000016625,0.000026063,-0.000016187
1574115903198,2019-11-18T17:25:03.198,0.900,0.000016250,0.000026437,-0.000015813
1574115903248,2019-11-18T17:25:03.248,0.950,0.000015875,0.000027125,-0.000015063
1574115903298,2019-11-18T17:25:03.298,1.000,0.000016250,0.000027125,-0.000015813
1574115903348,2019-11-18T17:25:03.348,1.050,0.000015875,0.000026813,-0.000015437
1574115903398,2019-11-18T17:25:03.398,1.100,0.000015500,0.000027875,-0.000015813
1574115903448,2019-11-18T17:25:03.448,1.150,0.000015875,0.000027875,-0.000015813
1574115903498,2019-11-18T17:25:03.498,1.200,0.000016250,0.000027500,-0.000015437
1574115903548,2019-11-18T17:25:03.548,1.250,0.000016250,0.000027500,-0.000015437
1574115903598,2019-11-18T17:25:03.598,1.300,0.000015875,0.000027500,-0.000016937
1574115903648,2019-11-18T17:25:03.648,1.350,0.000015875,0.000027500,-0.000016563
1574115903698,2019-11-18T17:25:03.698,1.400,0.000016250,0.000027125,-0.000015437
1574115903748,2019-11-18T17:25:03.748,1.450,0.000016250,0.000027125,-0.000015813
1574115903798,2019-11-18T17:25:03.798,1.500,0.000015875,0.000027875,-0.000015437
1574115903848,2019-11-18T17:25:03.848,1.550,0.000016625,0.000027125,-0.000015437
1574115903898,2019-11-18T17:25:03.898,1.600,0.000016625,0.000026813,-0.000015813
1574115903948,2019-11-18T17:25:03.948,1.650,0.000017313,0.000028250,-0.000014312
1574115903998,2019-11-18T17:25:03.998,1.700,0.000015875,0.000027500,-0.000016187
1574115904048,2019-11-18T17:25:04.048,1.750,0.000015500,0.000027875,-0.000015437
1574115904098,2019-11-18T17:25:04.098,1.800,0.000015500,0.000026813,-0.000015437
1574115904148,2019-11-18T17:25:04.148,1.850,0.000017313,0.000027125,-0.000015437
1574115904198,2019-11-18T17:25:04.198,1.900,0.000016250,0.000028250,-0.000015063
1574115904248,2019-11-18T17:25:04.248,1.950,0.000016625,0.000027500,-0.000015063
1574115904298,2019-11-18T17:25:04.298,2.000,0.000016250,0.000027875,-0.000015437
1574115904348,2019-11-18T17:25:04.348,2.050,0.000016625,0.000028250,-0.000015813
1574115904398,2019-11-18T17:25:04.398,2.100,0.000017313,0.000027875,-0.000015813
1574115904448,2019-11-18T17:25:04.448,2.150,0.000016937,0.000029312,-0.000015813
1574115904498,2019-11-18T17:25:04.498,2.200,0.000016937,0.000028250,-0.000015437
1574115904548,2019-11-18T17:25:04.548,2.250,0.000016937,0.000029312,-0.000016937
1574115904598,2019-11-18T17:25:04.598,2.300,0.000016625,0.000030062,-0.000017313
1574115904648,2019-11-18T17:25:04.648,2.350,0.000016937,0.000029312,-0.000016187
1574115904698,2019-11-18T17:25:04.698,2.400,0.000016625,0.000029312,-0.000015813
1574115904748,2019-11-18T17:25:04.748,2.450,0.000016625,0.000030375,-0.000016937
1574115904798,2019-11-18T17:25:04.798,2.500,0.000017313,0.000030062,-0.000017313
1574115904848,2019-11-18T17:25:04.848,2.550,0.000017688,0.000030750,-0.000016563
1574115904898,2019-11-18T17:25:04.898,2.600,0.000017688,0.000029688,-0.000015813
1574115904948,2019-11-18T17:25:04.948,2.650,0.000016937,0.000030750,-0.000016563
1574115904998,2019-11-18T17:25:04.998,2.700,0.000017688,0.000030062,-0.000016563
1574115905048,2019-11-18T17:25:05.048,2.750,0.000018062,0.000030375,-0.000015813
1574115905098,2019-11-18T17:25:05.098,2.800,0.000016937,0.000030375,-0.000015437
1574115905148,2019-11-18T17:25:05.148,2.850,0.000016937,0.000030750,-0.000015813
1574115905198,2019-11-18T17:25:05.198,2.900,0.000017688,0.000031125,-0.000016563
1574115905248,2019-11-18T17:25:05.248,2.950,0.000018062,0.000030375,-0.000016937
1574115905298,2019-11-18T17:25:05.298,3.000,0.000018062,0.000030062,-0.000016937
1574115905348,2019-11-18T17:25:05.348,3.050,0.000017688,0.000029688,-0.000015813
1574115905398,2019-11-18T17:25:05.398,3.100,0.000016625,0.000029688,-0.000016563
1574115905448,2019-11-18T17:25:05.448,3.150,0.000016250,0.000030750,-0.000015437
1574115905498,2019-11-18T17:25:05.498,3.200,0.000017313,0.000030062,-0.000015813
1574115905548,2019-11-18T17:25:05.548,3.250,0.000016625,0.000030062,-0.000015437
1574115905598,2019-11-18T17:25:05.598,3.300,0.000017313,0.000030375,-0.000016563
1574115905648,2019-11-18T17:25:05.648,3.350,0.000017688,0.000029688,-0.000016563
1574115905698,2019-11-18T17:25:05.698,3.400,0.000017688,0.000030062,-0.000016187
1574115905748,2019-11-18T17:25:05.748,3.450,0.000017688,0.000029688,-0.000015813
1574115905798,2019-11-18T17:25:05.798,3.500,0.000018062,0.000030750,-0.000016563
1574115905848,2019-11-18T17:25:05.848,3.550,0.000016937,0.000030062,-0.000015813
1574115905898,2019-11-18T17:25:05.898,3.600,0.000016937,0.000030375,-0.000016187
1574115905948,2019-11-18T17:25:05.948,3.650,0.000017688,0.000030750,-0.000016187
1574115905998,2019-11-18T17:25:05.998,3.700,0.000016937,0.000030375,-0.000015437
1574115906048,2019-11-18T17:25:06.048,3.750,0.000018062,0.000030062,-0.000016937
1574115906098,2019-11-18T17:25:06.098,3.800,0.000016625,0.000030375,-0.000015813
1574115906148,2019-11-18T17:25:06.148,3.850,0.000018062,0.000031500,-0.000015437
1574115906198,2019-11-18T17:25:06.198,3.900,0.000017313,0.000030062,-0.000016563
1574115906248,2019-11-18T17:25:06.248,3.950,0.000016625,0.000030750,-0.000015813
1574115906298,2019-11-18T17:25:06.298,4.000,0.000016937,0.000030750,-0.000016563
1574115906348,2019-11-18T17:25:06.348,4.050,0.000016250,0.000030062,-0.000015813
1574115906398,2019-11-18T17:25:06.398,4.100,0.000017688,0.000030375,-0.000015813
1574115906448,2019-11-18T17:25:06.448,4.150,0.000017313,0.000030375,-0.000016187
1574115906498,2019-11-18T17:25:06.498,4.200,0.000017313,0.000031125,-0.000016563
1574115906548,2019-11-18T17:25:06.548,4.250,0.000017313,0.000031125,-0.000016187
1574115906598,2019-11-18T17:25:06.598,4.300,0.000017313,0.000031500,-0.000016187
1574115906648,2019-11-18T17:25:06.648,4.350,0.000016937,0.000030062,-0.000016937
1574115906698,2019-11-18T17:25:06.698,4.400,0.000016937,0.000030375,-0.000016563
1574115906748,2019-11-18T17:25:06.748,4.450,0.000017313,0.000030375,-0.000015813
