epoch (ms),time (-13:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1574115902309,2019-11-18T17:25:02.309,0.000,0.670,-0.736,-0.038
1574115902319,2019-11-18T17:25:02.319,0.010,0.677,-0.736,-0.037
1574115902329,2019-11-18T17:25:02.329,0.020,0.667,-0.731,-0.034
1574115902339,2019-11-18T17:25:02.339,0.030,0.666,-0.730,-0.032
1574115902349,2019-11-18T17:25:02.349,0.040,0.663,-0.736,-0.028
1574115902359,2019-11-18T17:25:02.359,0.050,0.659,-0.755,-0.029
1574115902369,2019-11-18T17:25:02.369,0.060,0.658,-0.763,-0.030
1574115902379,2019-11-18T17:25:02.379,0.070,0.656,-0.745,-0.032
1574115902389,2019-11-18T17:25:02.389,0.080,0.646,-0.734,-0.037
1574115902399,2019-11-18T17:25:02.399,0.090,0.646,-0.740,-0.037
1574115902409,2019-11-18T17:25:02.409,0.100,0.655,-0.737,-0.042
1574115902419,2019-11-18T17:25:02.419,0.110,0.667,-0.716,-0.043
1574115902429,2019-11-18T17:25:02.429,0.120,0.672,-0.698,-0.046
1574115902439,2019-11-18T17:25:02.439,0.130,0.679,-0.702,-0.046
1574115902449,2019-11-18T17:25:02.449,0.140,0.683,-0.720,-0.053
1574115902459,2019-11-18T17:25:02.459,0.150,0.684,-0.733,-0.056
1574115902469,2019-11-18T17:25:02.469,0.160,0.684,-0.743,-0.060
1574115902479,2019-11-18T17:25:02.479,0.170,0.685,-0.752,-0.068
1574115902489,2019-11-18T17:25:02.489,0.180,0.694,-0.743,-0.075
1574115902499,2019-11-18T17:25:02.499,0.190,0.700,-0.729,-0.076
1574115902509,2019-11-18T17:25:02.509,0.200,0.706,-0.738,-0.078
1574115902519,2019-11-18T17:25:02.519,0.210,0.720,-0.748,-0.077
1574115902529,2019-11-18T17:25:02.529,0.220,0.724,-0.745,-0.076
1574115902539,2019-11-18T17:25:02.539,0.230,0.715,-0.737,-0.075
1574115902549,2019-11-18T17:25:02.549,0.240,0.712,-0.734,-0.071
