epoch (ms),time (-13:00),elapsed (s),pressure (Pa)
1574112402312,2019-11-18T16:26:42.312,0.000,97531.219
1574112402449,2019-11-18T16:26:42.449,0.137,97523.875
1574112402583,2019-11-18T16:26:42.583,0.271,97524.688
1574112402720,2019-11-18T16:26:42.720,0.408,97524.234
1574112402854,2019-11-18T16:26:42.854,0.542,97530.766
1574112402991,2019-11-18T16:26:42.991,0.679,97531.219
1574112403127,2019-11-18T16:26:43.127,0.815,97530.766
1574112403262,2019-11-18T16:26:43.262,0.950,97531.219
1574112403398,2019-11-18T16:26:43.398,1.086,97529.453
1574112403534,2019-11-18T16:26:43.534,1.222,97530.281
1574112403669,2019-11-18T16:26:43.669,1.357,97533.734
1574112403805,2019-11-18T16:26:43.805,1.493,97527.672
1574112403940,2019-11-18T16:26:43.940,1.628,97522.078
1574112404076,2019-11-18T16:26:44.076,1.764,97524.234
1574112404212,2019-11-18T16:26:44.212,1.900,97528.609
1574112404347,2019-11-18T16:26:44.347,2.035,97526.852
1574112404483,2019-11-18T16:26:44.483,2.171,97523.750
1574112404619,2019-11-18T16:26:44.619,2.307,97527.672
1574112404754,2019-11-18T16:26:44.754,2.442,97529.828
1574112404890,2019-11-18T16:26:44.890,2.578,97530.766
1574112405027,2019-11-18T16:26:45.027,2.715,97527.672
1574112405161,2019-11-18T16:26:45.161,2.849,97525.055
1574112405298,2019-11-18T16:26:45.298,2.986,97528.969
1574112405432,2019-11-18T16:26:45.432,3.120,97528.516
1574112405569,2019-11-18T16:26:45.569,3.257,97525.906
1574112405705,2019-11-18T16:26:45.705,3.393,97530.672
1574112405840,2019-11-18T16:26:45.840,3.528,97527.211
1574112405976,2019-11-18T16:26:45.976,3.664,97533.289
1574112406112,2019-11-18T16:26:46.112,3.800,97527.211
1574112406247,2019-11-18T16:26:46.247,3.935,97533.289
1574112406383,2019-11-18T16:26:46.383,4.071,97529.828
1574112406519,2019-11-18T16:26:46.519,4.207,97527.086
1574112406656,2019-11-18T16:26:46.656,4.344,97533.617
1574112406790,2019-11-18T16:26:46.790,4.478,97524.969
1574112406927,2019-11-18T16:26:46.927,4.615,97531.492
1574112407061,2019-11-18T16:26:47.061,4.749,97532.797
1574112407198,2019-11-18T16:26:47.198,4.886,97529.703
1574112407334,2019-11-18T16:26:47.334,5.022,97528.063
1574112407469,2019-11-18T16:26:47.469,5.157,97527.086
1574112407605,2019-11-18T16:26:47.605,5.293,97531.492
1574112407741,2019-11-18T16:26:47.741,5.429,97524.484
1574112407876,2019-11-18T16:26:47.876,5.564,97525.297
1574112408012,2019-11-18T16:26:48.012,5.700,97530.516
1574112408147,2019-11-18T16:26:48.147,5.835,97526.266
1574112408283,2019-11-18T16:26:48.283,5.971,97524.969
1574112408419,2019-11-18T16:26:48.419,6.107,97528.063
1574112408554,2019-11-18T16:26:48.554,6.242,97534.438
1574112408690,2019-11-18T16:26:48.690,6.378,97532.313
1574112408826,2019-11-18T16:26:48.826,6.514,97531.008
1574112408961,2019-11-18T16:26:48.961,6.649,97527.906
1574112409097,2019-11-18T16:26:49.097,6.785,97530.672
1574112409234,2019-11-18T16:26:49.234,6.922,97526.266
