epoch (ms),time (-13:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1574114360647,2019-11-18T16:59:20.647,0.000,19.634,-3.537,-6.463
1574114360657,2019-11-18T16:59:20.657,0.010,19.817,-4.573,-7.134
1574114360667,2019-11-18T16:59:20.667,0.020,20.305,-3.841,-6.098
1574114360677,2019-11-18T16:59:20.677,0.030,20.732,-3.659,-5.244
1574114360687,2019-11-18T16:59:20.687,0.040,21.341,-3.537,-4.756
1574114360697,2019-11-18T16:59:20.697,0.050,21.951,-3.171,-5.061
1574114360707,2019-11-18T16:59:20.707,0.060,22.744,-2.805,-5.732
1574114360717,2019-11-18T16:59:20.717,0.070,23.598,-2.256,-6.159
1574114360727,2019-11-18T16:59:20.727,0.080,24.329,-1.829,-6.707
1574114360737,2019-11-18T16:59:20.737,0.090,24.390,-0.976,-7.988
1574114360747,2019-11-18T16:59:20.747,0.100,24.390,-0.183,-9.573
1574114360757,2019-11-18T16:59:20.757,0.110,24.695,0.671,-10.427
1574114360767,2019-11-18T16:59:20.767,0.120,25.305,1.707,-10.915
1574114360777,2019-11-18T16:59:20.777,0.130,25.793,2.622,-11.951
1574114360787,2019-11-18T16:59:20.787,0.140,26.220,3.720,-13.415
1574114360797,2019-11-18T16:59:20.797,0.150,26.890,4.939,-14.817
1574114360807,2019-11-18T16:59:20.807,0.160,27.378,5.854,-15.915
1574114360817,2019-11-18T16:59:20.817,0.170,27.622,6.463,-17.012
1574114360827,2019-11-18T16:59:20.827,0.180,27.805,6.829,-17.500
1574114360837,2019-11-18T16:59:20.837,0.190,28.537,7.073,-17.378
1574114360847,2019-11-18T16:59:20.847,0.200,29.024,7.195,-16.768
1574114360857,2019-11-18T16:59:20.857,0.210,29.268,7.317,-15.305
1574114360867,2019-11-18T16:59:20.867,0.220,29.817,7.134,-13.902
1574114360877,2019-11-18T16:59:20.877,0.230,30.122,6.768,-12.134
1574114360887,2019-11-18T16:59:20.887,0.240,30.427,6.585,-9.451
1574114360897,2019-11-18T16:59:20.897,0.250,31.098,6.402,-7.439
1574114360907,2019-11-18T16:59:20.907,0.260,30.671,6.159,-6.585
1574114360917,2019-11-18T16:59:20.917,0.270,30.061,6.159,-5.793
1574114360927,2019-11-18T16:59:20.927,0.280,30.061,6.159,-4.756
1574114360937,2019-11-18T16:59:20.937,0.290,30.122,6.341,-4.512
1574114360947,2019-11-18T16:59:20.947,0.300,30.122,6.463,-5.244
1574114360957,2019-11-18T16:59:20.957,0.310,31.037,6.585,-6.098
1574114360967,2019-11-18T16:59:20.967,0.320,32.622,6.951,-6.646
1574114360977,2019-11-18T16:59:20.977,0.330,35.000,7.256,-7.927
1574114360987,2019-11-18T16:59:20.987,0.340,37.561,7.683,-11.220
1574114360997,2019-11-18T16:59:20.997,0.350,39.512,8.171,-15.488
1574114361007,2019-11-18T16:59:21.007,0.360,40.854,8.415,-18.415
1574114361017,2019-11-18T16:59:21.017,0.370,41.585,8.537,-19.756
1574114361027,2019-11-18T16:59:21.027,0.380,42.561,8.415,-20.732
1574114361037,2019-11-18T16:59:21.037,0.390,43.415,7.805,-22.439
1574114361047,2019-11-18T16:59:21.047,0.400,44.634,6.707,-24.512
1574114361057,2019-11-18T16:59:21.057,0.410,47.744,5.610,-27.500
1574114361067,2019-11-18T16:59:21.067,0.420,50.610,4.268,-31.341
1574114361077,2019-11-18T16:59:21.077,0.430,51.341,2.805,-34.939
1574114361087,2019-11-18T16:59:21.087,0.440,51.524,1.524,-37.683
1574114361097,2019-11-18T16:59:21.097,0.450,50.488,0.305,-38.963
1574114361107,2019-11-18T16:59:21.107,0.460,46.646,-1.159,-36.524
1574114361117,2019-11-18T16:59:21.117,0.470,43.537,-2.805,-32.988
1574114361127,2019-11-18T16:59:21.127,0.480,39.939,-4.512,-29.939
1574114361137,2019-11-18T16:59:21.137,0.490,35.610,-6.159,-25.854
1574114361147,2019-11-18T16:59:21.147,0.500,32.012,-7.561,-19.756
1574114361157,2019-11-18T16:59:21.157,0.510,29.451,-8.659,-12.561
1574114361167,2019-11-18T16:59:21.167,0.520,26.890,-9.573,-6.707
1574114361177,2019-11-18T16:59:21.177,0.530,24.329,-10.183,-2.561
1574114361187,2019-11-18T16:59:21.187,0.540,22.439,-10.549,1.098
1574114361197,2019-11-18T16:59:21.197,0.550,20.061,-10.549,4.146
