epoch (ms),time (-13:00),elapsed (s),pressure (Pa)
1574112952979,2019-11-18T16:35:52.979,0.000,97543.016
1574112953114,2019-11-18T16:35:53.114,0.135,97534.703
1574112953250,2019-11-18T16:35:53.250,0.271,97541.227
1574112953385,2019-11-18T16:35:53.385,0.406,97539.102
1574112953521,2019-11-18T16:35:53.521,0.542,97539.922
1574112953657,2019-11-18T16:35:53.657,0.678,97539.438
1574112953792,2019-11-18T16:35:53.792,0.813,97538.953
1574112953928,2019-11-18T16:35:53.928,0.949,97540.742
1574112954064,2019-11-18T16:35:54.064,1.085,97536.344
1574112954199,2019-11-18T16:35:54.199,1.220,97541.563
1574112954335,2019-11-18T16:35:54.335,1.356,97538.953
1574112954470,2019-11-18T16:35:54.470,1.491,97534.578
1574112954606,2019-11-18T16:35:54.606,1.627,97541.109
1574112954743,2019-11-18T16:35:54.743,1.764,97541.922
1574112954879,2019-11-18T16:35:54.879,1.900,97542.406
1574112955014,2019-11-18T16:35:55.014,2.035,97538.953
1574112955150,2019-11-18T16:35:55.150,2.171,97538.008
1574112955285,2019-11-18T16:35:55.285,2.306,97543.594
1574112955421,2019-11-18T16:35:55.421,2.442,97532.789
1574112955557,2019-11-18T16:35:55.557,2.578,97531.844
1574112955692,2019-11-18T16:35:55.692,2.713,97537.070
1574112955828,2019-11-18T16:35:55.828,2.849,97536.578
1574112955964,2019-11-18T16:35:55.964,2.985,97535.281
1574112956099,2019-11-18T16:35:56.099,3.120,97535.281
1574112956235,2019-11-18T16:35:56.235,3.256,97532.672
1574112956370,2019-11-18T16:35:56.370,3.391,97532.180
1574112956506,2019-11-18T16:35:56.506,3.527,97534.797
1574112956643,2019-11-18T16:35:56.643,3.664,97545.234
1574112956777,2019-11-18T16:35:56.777,3.798,97533.844
1574112956914,2019-11-18T16:35:56.914,3.935,97533.969
1574112957050,2019-11-18T16:35:57.050,4.071,97532.547
1574112957185,2019-11-18T16:35:57.185,4.206,97530.391
1574112957321,2019-11-18T16:35:57.321,4.342,97534.305
1574112957456,2019-11-18T16:35:57.456,4.477,97539.078
1574112957592,2019-11-18T16:35:57.592,4.613,97532.547
1574112957728,2019-11-18T16:35:57.728,4.749,97531.234
1574112957863,2019-11-18T16:35:57.863,4.884,97533.844
1574112957999,2019-11-18T16:35:57.999,5.020,97537.766
1574112958135,2019-11-18T16:35:58.135,5.156,97534.672
1574112958270,2019-11-18T16:35:58.270,5.291,97535.852
1574112958406,2019-11-18T16:35:58.406,5.427,97531.570
1574112958541,2019-11-18T16:35:58.541,5.562,97532.875
1574112958677,2019-11-18T16:35:58.677,5.698,97537.641
1574112958813,2019-11-18T16:35:58.813,5.834,97535.969
1574112958948,2019-11-18T16:35:58.948,5.969,97536.344
1574112959084,2019-11-18T16:35:59.084,6.105,97527.656
1574112959221,2019-11-18T16:35:59.221,6.242,97536.344
1574112959355,2019-11-18T16:35:59.355,6.376,97537.641
1574112959492,2019-11-18T16:35:59.492,6.513,97531.570
1574112959628,2019-11-18T16:35:59.628,6.649,97534.547
1574112959763,2019-11-18T16:35:59.763,6.784,97537.156
1574112959899,2019-11-18T16:35:59.899,6.920,97529.328
1574112960034,2019-11-18T16:36:00.034,7.055,97530.633
1574112960170,2019-11-18T16:36:00.170,7.191,97536.344
1574112960306,2019-11-18T16:36:00.306,7.327,97530.141
1574112960441,2019-11-18T16:36:00.441,7.462,97535.852
1574112960577,2019-11-18T16:36:00.577,7.598,97534.875
1574112960713,2019-11-18T16:36:00.713,7.734,97535.031
1574112960848,2019-11-18T16:36:00.848,7.869,97536.672
1574112960984,2019-11-18T16:36:00.984,8.005,97532.750
1574112961119,2019-11-18T16:36:01.119,8.140,97534.422
1574112961255,2019-11-18T16:36:01.255,8.276,97536.188
1574112961392,2019-11-18T16:36:01.392,8.413,97538.797
1574112961528,2019-11-18T16:36:01.528,8.549,97533.578
1574112961663,2019-11-18T16:36:01.663,8.684,97536.672
1574112961799,2019-11-18T16:36:01.799,8.820,97537.039
1574112961934,2019-11-18T16:36:01.934,8.955,97535.359
1574112962070,2019-11-18T16:36:02.070,9.091,97535.734
1574112962206,2019-11-18T16:36:02.206,9.227,97534.875
1574112962342,2019-11-18T16:36:02.342,9.363,97529.656
1574112962477,2019-11-18T16:36:02.477,9.498,97534.422
