epoch (ms),time (-13:00),elapsed (s),pressure (Pa)
1574113498907,2019-11-18T16:44:58.907,0.000,97537.484
1574113499042,2019-11-18T16:44:59.042,0.135,97538.797
1574113499178,2019-11-18T16:44:59.178,0.271,97535.695
1574113499314,2019-11-18T16:44:59.314,0.407,97540.922
1574113499449,2019-11-18T16:44:59.449,0.542,97536.641
1574113499585,2019-11-18T16:44:59.585,0.678,97536.516
1574113499720,2019-11-18T16:44:59.720,0.813,97539.609
1574113499856,2019-11-18T16:44:59.856,0.949,97535.695
1574113499993,2019-11-18T16:44:59.993,1.086,97539.609
1574113500127,2019-11-18T16:45:00.127,1.220,97538.313
1574113500263,2019-11-18T16:45:00.263,1.356,97538.797
1574113500400,2019-11-18T16:45:00.400,1.493,97537.000
1574113500534,2019-11-18T16:45:00.534,1.627,97539.609
1574113500671,2019-11-18T16:45:00.671,1.764,97536.188
1574113500807,2019-11-18T16:45:00.807,1.900,97540.102
1574113500942,2019-11-18T16:45:00.942,2.035,97540.438
1574113501078,2019-11-18T16:45:01.078,2.171,97537.000
1574113501213,2019-11-18T16:45:01.213,2.306,97534.391
1574113501349,2019-11-18T16:45:01.349,2.442,97537.000
1574113501485,2019-11-18T16:45:01.485,2.578,97538.641
1574113501621,2019-11-18T16:45:01.621,2.714,97534.391
1574113501756,2019-11-18T16:45:01.756,2.849,97535.211
1574113501892,2019-11-18T16:45:01.892,2.985,97531.781
1574113502027,2019-11-18T16:45:02.027,3.120,97538.313
1574113502163,2019-11-18T16:45:02.163,3.256,97539.945
1574113502300,2019-11-18T16:45:02.300,3.393,97536.516
1574113502436,2019-11-18T16:45:02.436,3.529,97539.609
1574113502571,2019-11-18T16:45:02.571,3.664,97535.211
1574113502707,2019-11-18T16:45:02.707,3.800,97535.211
1574113502842,2019-11-18T16:45:02.842,3.935,97533.906
1574113502978,2019-11-18T16:45:02.978,4.071,97542.555
1574113503114,2019-11-18T16:45:03.114,4.207,97537.336
1574113503249,2019-11-18T16:45:03.249,4.342,97539.000
1574113503385,2019-11-18T16:45:03.385,4.478,97539.492
1574113503521,2019-11-18T16:45:03.521,4.614,97537.336
1574113503656,2019-11-18T16:45:03.656,4.749,97536.875
1574113503792,2019-11-18T16:45:03.792,4.885,97536.875
1574113503927,2019-11-18T16:45:03.927,5.020,97535.578
1574113504063,2019-11-18T16:45:04.063,5.156,97537.336
1574113504200,2019-11-18T16:45:04.200,5.293,97535.578
1574113504334,2019-11-18T16:45:04.334,5.427,97539.492
1574113504471,2019-11-18T16:45:04.471,5.564,97539.125
1574113504607,2019-11-18T16:45:04.607,5.700,97536.875
1574113504742,2019-11-18T16:45:04.742,5.835,97536.391
1574113504878,2019-11-18T16:45:04.878,5.971,97539.492
1574113505013,2019-11-18T16:45:05.013,6.106,97538.063
1574113505149,2019-11-18T16:45:05.149,6.242,97532.961
1574113505285,2019-11-18T16:45:05.285,6.378,97541.250
1574113505421,2019-11-18T16:45:05.421,6.514,97538.063
1574113505556,2019-11-18T16:45:05.556,6.649,97536.758
1574113505692,2019-11-18T16:45:05.692,6.785,97539.828
1574113505827,2019-11-18T16:45:05.827,6.920,97540.313
1574113505963,2019-11-18T16:45:05.963,7.056,97539.367
1574113506099,2019-11-18T16:45:06.099,7.192,97545.406
1574113506234,2019-11-18T16:45:06.234,7.327,97541.984
1574113506370,2019-11-18T16:45:06.370,7.463,97539.492
1574113506507,2019-11-18T16:45:06.507,7.600,97540.672
1574113506641,2019-11-18T16:45:06.641,7.734,97536.875
1574113506778,2019-11-18T16:45:06.778,7.871,97534.266
1574113506912,2019-11-18T16:45:06.912,8.005,97539.492
1574113507049,2019-11-18T16:45:07.049,8.142,97539.492
1574113507185,2019-11-18T16:45:07.185,8.278,97544.594
1574113507320,2019-11-18T16:45:07.320,8.413,97539.492
1574113507456,2019-11-18T16:45:07.456,8.549,97533.781
1574113507592,2019-11-18T16:45:07.592,8.685,97534.719
1574113507727,2019-11-18T16:45:07.727,8.820,97536.875
1574113507863,2019-11-18T16:45:07.863,8.956,97535.906
1574113507998,2019-11-18T16:45:07.998,9.091,97539.492
1574113508134,2019-11-18T16:45:08.134,9.227,97538.641
1574113508270,2019-11-18T16:45:08.270,9.363,97534.719
1574113508405,2019-11-18T16:45:08.405,9.498,97532.961
1574113508541,2019-11-18T16:45:08.541,9.634,97539.367
1574113508678,2019-11-18T16:45:08.678,9.771,97536.031
1574113508812,2019-11-18T16:45:08.812,9.905,97533.781
1574113508949,2019-11-18T16:45:08.949,10.042,97534.719
1574113509083,2019-11-18T16:45:09.083,10.176,97539.945
1574113509220,2019-11-18T16:45:09.220,10.313,97532.961
1574113509356,2019-11-18T16:45:09.356,10.449,97539.000
1574113509492,2019-11-18T16:45:09.492,10.585,97536.875
1574113509627,2019-11-18T16:45:09.627,10.720,97535.453
1574113509763,2019-11-18T16:45:09.763,10.856,97535.453
1574113509899,2019-11-18T16:45:09.899,10.992,97531.656
1574113510034,2019-11-18T16:45:10.034,11.127,97535.578
1574113510170,2019-11-18T16:45:10.170,11.263,97536.391
1574113510305,2019-11-18T16:45:10.305,11.398,97539.367
1574113510441,2019-11-18T16:45:10.441,11.534,97538.188
1574113510577,2019-11-18T16:45:10.577,11.670,97529.867
1574113510712,2019-11-18T16:45:10.712,11.805,97535.453
1574113510848,2019-11-18T16:45:10.848,11.941,97535.453
1574113510985,2019-11-18T16:45:10.985,12.078,97532.477
1574113511119,2019-11-18T16:45:11.119,12.212,97533.781
1574113511256,2019-11-18T16:45:11.256,12.349,97533.781
1574113511390,2019-11-18T16:45:11.390,12.483,97538.063
1574113511527,2019-11-18T16:45:11.527,12.620,97537.578
1574113511663,2019-11-18T16:45:11.663,12.756,97536.391
1574113511798,2019-11-18T16:45:11.798,12.891,97540.672
1574113511934,2019-11-18T16:45:11.934,13.027,97536.758
1574113512070,2019-11-18T16:45:12.070,13.163,97538.516
1574113512205,2019-11-18T16:45:12.205,13.298,97536.031
1574113512341,2019-11-18T16:45:12.341,13.434,97533.297
1574113512476,2019-11-18T16:45:12.476,13.569,97536.391
1574113512612,2019-11-18T16:45:12.612,13.705,97532.477
1574113512748,2019-11-18T16:45:12.748,13.841,97540.188
1574113512883,2019-11-18T16:45:12.883,13.976,97535.453
1574113513019,2019-11-18T16:45:13.019,14.112,97529.500
1574113513156,2019-11-18T16:45:13.156,14.249,97531.531
1574113513290,2019-11-18T16:45:13.290,14.383,97533.422
1574113513427,2019-11-18T16:45:13.427,14.520,97535.453
1574113513561,2019-11-18T16:45:13.561,14.654,97530.805
1574113513698,2019-11-18T16:45:13.698,14.791,97529.047
1574113513834,2019-11-18T16:45:13.834,14.927,97537.336
1574113513969,2019-11-18T16:45:13.969,15.062,97536.391
1574113514105,2019-11-18T16:45:14.105,15.198,97534.266
1574113514241,2019-11-18T16:45:14.241,15.334,97540.672
1574113514376,2019-11-18T16:45:14.376,15.469,97536.391
1574113514512,2019-11-18T16:45:14.512,15.605,97533.422
1574113514648,2019-11-18T16:45:14.648,15.741,97541.125
1574113514783,2019-11-18T16:45:14.783,15.876,97535.578
1574113514919,2019-11-18T16:45:14.919,16.012,97540.313
1574113515054,2019-11-18T16:45:15.054,16.147,97546.719
1574113515190,2019-11-18T16:45:15.190,16.283,97539.945
1574113515326,2019-11-18T16:45:15.326,16.419,97541.250
1574113515461,2019-11-18T16:45:15.461,16.554,97538.641
1574113515597,2019-11-18T16:45:15.597,16.690,97537.336
1574113515734,2019-11-18T16:45:15.734,16.827,97543.734
1574113515868,2019-11-18T16:45:15.868,16.961,97535.578
1574113516005,2019-11-18T16:45:16.005,17.098,97541.984
1574113516141,2019-11-18T16:45:16.141,17.234,97537.336
1574113516276,2019-11-18T16:45:16.276,17.369,97536.875
1574113516412,2019-11-18T16:45:16.412,17.505,97538.188
1574113516548,2019-11-18T16:45:16.548,17.641,97536.031
1574113516684,2019-11-18T16:45:16.684,17.777,97532.961
1574113516819,2019-11-18T16:45:16.819,17.912,97544.719
1574113516955,2019-11-18T16:45:16.955,18.048,97536.875
1574113517090,2019-11-18T16:45:17.090,18.183,97536.031
1574113517226,2019-11-18T16:45:17.226,18.319,97534.719
1574113517363,2019-11-18T16:45:17.363,18.456,97532.961
1574113517497,2019-11-18T16:45:17.497,18.590,97536.031
1574113517634,2019-11-18T16:45:17.634,18.727,97532.477
1574113517770,2019-11-18T16:45:17.770,18.863,97533.422
1574113517905,2019-11-18T16:45:17.905,18.998,97539.492
1574113518041,2019-11-18T16:45:18.041,19.134,97532.477
1574113518177,2019-11-18T16:45:18.177,19.270,97538.641
1574113518312,2019-11-18T16:45:18.312,19.405,97540.672
1574113518448,2019-11-18T16:45:18.448,19.541,97538.188
1574113518583,2019-11-18T16:45:18.583,19.676,97539.945
1574113518719,2019-11-18T16:45:18.719,19.812,97535.578
1574113518855,2019-11-18T16:45:18.855,19.948,97534.602
1574113518990,2019-11-18T16:45:18.990,20.083,97539.367
1574113519126,2019-11-18T16:45:19.126,20.219,97540.797
1574113519263,2019-11-18T16:45:19.263,20.356,97536.031
1574113519397,2019-11-18T16:45:19.397,20.490,97534.266
1574113519534,2019-11-18T16:45:19.534,20.627,97535.578
1574113519668,2019-11-18T16:45:19.668,20.761,97541.250
1574113519805,2019-11-18T16:45:19.805,20.898,97539.000
1574113519941,2019-11-18T16:45:19.941,21.034,97536.391
1574113520076,2019-11-18T16:45:20.076,21.169,97538.641
1574113520212,2019-11-18T16:45:20.212,21.305,97540.797
1574113520348,2019-11-18T16:45:20.348,21.441,97540.438
1574113520483,2019-11-18T16:45:20.483,21.576,97535.211
1574113520619,2019-11-18T16:45:20.619,21.712,97545.047
1574113520755,2019-11-18T16:45:20.755,21.848,97541.125
1574113520890,2019-11-18T16:45:20.890,21.983,97537.703
1574113521026,2019-11-18T16:45:21.026,22.119,97538.883
1574113521161,2019-11-18T16:45:21.161,22.254,97534.719
1574113521297,2019-11-18T16:45:21.297,22.390,97534.266
1574113521433,2019-11-18T16:45:21.433,22.526,97539.492
1574113521568,2019-11-18T16:45:21.568,22.661,97536.758
1574113521704,2019-11-18T16:45:21.704,22.797,97530.805
1574113521841,2019-11-18T16:45:21.841,22.934,97539.367
1574113521975,2019-11-18T16:45:21.975,23.068,97536.758
1574113522112,2019-11-18T16:45:22.112,23.205,97536.758
1574113522246,2019-11-18T16:45:22.246,23.339,97538.063
1574113522383,2019-11-18T16:45:22.383,23.476,97538.063
1574113522519,2019-11-18T16:45:22.519,23.612,97536.266
1574113522654,2019-11-18T16:45:22.654,23.747,97534.719
1574113522790,2019-11-18T16:45:22.790,23.883,97535.578
1574113522926,2019-11-18T16:45:22.926,24.019,97535.578
1574113523061,2019-11-18T16:45:23.061,24.154,97536.875
1574113523197,2019-11-18T16:45:23.197,24.290,97538.063
1574113523332,2019-11-18T16:45:23.332,24.425,97540.313
1574113523468,2019-11-18T16:45:23.468,24.561,97538.063
1574113523604,2019-11-18T16:45:23.604,24.697,97540.188
1574113523739,2019-11-18T16:45:23.739,24.832,97538.883
1574113523875,2019-11-18T16:45:23.875,24.968,97539.367
1574113524012,2019-11-18T16:45:24.012,25.105,97539.367
1574113524146,2019-11-18T16:45:24.146,25.239,97544.594
1574113524283,2019-11-18T16:45:24.283,25.376,97537.703
1574113524417,2019-11-18T16:45:24.417,25.510,97539.000
1574113524554,2019-11-18T16:45:24.554,25.647,97538.391
1574113524690,2019-11-18T16:45:24.690,25.783,97536.758
1574113524826,2019-11-18T16:45:24.826,25.919,97536.875
1574113524961,2019-11-18T16:45:24.961,26.054,97540.672
1574113525097,2019-11-18T16:45:25.097,26.190,97542.797
1574113525232,2019-11-18T16:45:25.232,26.325,97537.578
1574113525368,2019-11-18T16:45:25.368,26.461,97541.000
1574113525504,2019-11-18T16:45:25.504,26.597,97538.391
1574113525639,2019-11-18T16:45:25.639,26.732,97539.703
1574113525775,2019-11-18T16:45:25.775,26.868,97543.617
1574113525910,2019-11-18T16:45:25.910,27.003,97540.672
1574113526046,2019-11-18T16:45:26.046,27.139,97542.797
1574113526182,2019-11-18T16:45:26.182,27.275,97538.883
1574113526317,2019-11-18T16:45:26.317,27.410,97541.000
1574113526453,2019-11-18T16:45:26.453,27.546,97536.758
1574113526590,2019-11-18T16:45:26.590,27.683,97539.703
1574113526724,2019-11-18T16:45:26.724,27.817,97542.313
1574113526861,2019-11-18T16:45:26.861,27.954,97538.883
1574113526997,2019-11-18T16:45:26.997,28.090,97539.703
1574113527132,2019-11-18T16:45:27.132,28.225,97544.438
1574113527268,2019-11-18T16:45:27.268,28.361,97539.703
1574113527404,2019-11-18T16:45:27.404,28.497,97537.094
1574113527539,2019-11-18T16:45:27.539,28.632,97538.883
1574113527675,2019-11-18T16:45:27.675,28.768,97538.063
1574113527811,2019-11-18T16:45:27.811,28.904,97538.391
1574113527946,2019-11-18T16:45:27.946,29.039,97539.703
1574113528082,2019-11-18T16:45:28.082,29.175,97539.703
1574113528217,2019-11-18T16:45:28.217,29.310,97536.758
1574113528353,2019-11-18T16:45:28.353,29.446,97539.703
1574113528490,2019-11-18T16:45:28.490,29.583,97536.758
1574113528624,2019-11-18T16:45:28.624,29.717,97542.797
1574113528761,2019-11-18T16:45:28.761,29.854,97539.703
1574113528897,2019-11-18T16:45:28.897,29.990,97541.000
1574113529032,2019-11-18T16:45:29.032,30.125,97539.219
1574113529168,2019-11-18T16:45:29.168,30.261,97543.125
1574113529304,2019-11-18T16:45:29.304,30.397,97533.656
1574113529439,2019-11-18T16:45:29.439,30.532,97541.000
1574113529575,2019-11-18T16:45:29.575,30.668,97540.516
1574113529710,2019-11-18T16:45:29.710,30.803,97535.781
1574113529846,2019-11-18T16:45:29.846,30.939,97543.617
1574113529982,2019-11-18T16:45:29.982,31.075,97537.094
1574113530117,2019-11-18T16:45:30.117,31.210,97542.313
