epoch (ms),time (-13:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1574112082435,2019-11-18T16:21:22.435,0.000,-3.354,-5.061,2.561
1574112082445,2019-11-18T16:21:22.445,0.010,-2.744,-5.488,1.951
1574112082455,2019-11-18T16:21:22.455,0.020,-2.622,-5.488,2.256
1574112082465,2019-11-18T16:21:22.465,0.030,-2.195,-5.671,2.378
1574112082475,2019-11-18T16:21:22.475,0.040,-2.073,-5.854,2.378
1574112082485,2019-11-18T16:21:22.485,0.050,-1.890,-5.915,2.439
1574112082495,2019-11-18T16:21:22.495,0.060,-1.585,-5.793,2.439
1574112082505,2019-11-18T16:21:22.505,0.070,-1.037,-5.915,2.683
1574112082515,2019-11-18T16:21:22.515,0.080,-0.366,-6.037,2.866
1574112082525,2019-11-18T16:21:22.525,0.090,0.244,-6.037,2.927
1574112082535,2019-11-18T16:21:22.535,0.100,0.610,-5.915,2.927
1574112082545,2019-11-18T16:21:22.545,0.110,0.976,-5.793,3.232
1574112082555,2019-11-18T16:21:22.555,0.120,1.280,-5.427,3.659
1574112082565,2019-11-18T16:21:22.565,0.130,1.402,-5.061,3.780
1574112082575,2019-11-18T16:21:22.575,0.140,1.220,-4.817,3.780
1574112082585,2019-11-18T16:21:22.585,0.150,1.098,-4.451,3.537
1574112082595,2019-11-18T16:21:22.595,0.160,1.037,-4.085,3.598
1574112082605,2019-11-18T16:21:22.605,0.170,0.915,-3.659,3.720
1574112082615,2019-11-18T16:21:22.615,0.180,0.427,-3.354,3.902
1574112082625,2019-11-18T16:21:22.625,0.190,0.610,-2.927,3.841
1574112082635,2019-11-18T16:21:22.635,0.200,0.976,-2.561,4.024
1574112082645,2019-11-18T16:21:22.645,0.210,1.159,-2.500,4.207
1574112082655,2019-11-18T16:21:22.655,0.220,1.159,-2.256,4.146
1574112082665,2019-11-18T16:21:22.665,0.230,1.159,-2.195,3.476
1574112082675,2019-11-18T16:21:22.675,0.240,1.220,-2.317,2.500
1574112082685,2019-11-18T16:21:22.685,0.250,1.463,-2.561,1.890
1574112082695,2019-11-18T16:21:22.695,0.260,2.012,-2.683,2.073
1574112082705,2019-11-18T16:21:22.705,0.270,2.073,-2.866,2.317
1574112082715,2019-11-18T16:21:22.715,0.280,1.890,-2.927,2.683
1574112082725,2019-11-18T16:21:22.725,0.290,1.829,-2.866,3.720
1574112082735,2019-11-18T16:21:22.735,0.300,1.829,-2.805,5.427
1574112082745,2019-11-18T16:21:22.745,0.310,2.073,-2.805,6.890
1574112082755,2019-11-18T16:21:22.755,0.320,2.134,-2.866,7.561
1574112082765,2019-11-18T16:21:22.765,0.330,2.134,-2.866,7.317
1574112082775,2019-11-18T16:21:22.775,0.340,2.134,-2.866,7.073
1574112082785,2019-11-18T16:21:22.785,0.350,2.378,-2.866,6.829
1574112082795,2019-11-18T16:21:22.795,0.360,2.439,-2.927,6.768
1574112082805,2019-11-18T16:21:22.805,0.370,2.195,-2.988,6.341
