epoch (ms),time (-13:00),elapsed (s),pressure (Pa)
1574106184791,2019-11-18T14:43:04.791,0.000,97504.922
1574106184926,2019-11-18T14:43:04.926,0.135,97502.313
1574106185062,2019-11-18T14:43:05.062,0.271,97504.438
1574106185198,2019-11-18T14:43:05.198,0.407,97502.313
1574106185333,2019-11-18T14:43:05.333,0.542,97501.359
1574106185469,2019-11-18T14:43:05.469,0.678,97508.719
1574106185605,2019-11-18T14:43:05.605,0.814,97497.898
1574106185740,2019-11-18T14:43:05.740,0.949,97503.484
1574106185876,2019-11-18T14:43:05.876,1.085,97503.484
1574106186012,2019-11-18T14:43:06.012,1.221,97507.406
1574106186147,2019-11-18T14:43:06.147,1.356,97506.430
1574106186283,2019-11-18T14:43:06.283,1.492,97499.570
1574106186418,2019-11-18T14:43:06.418,1.627,97505.609
1574106186554,2019-11-18T14:43:06.554,1.763,97505.125
1574106186691,2019-11-18T14:43:06.691,1.900,97504.305
1574106186825,2019-11-18T14:43:06.825,2.034,97507.742
1574106186962,2019-11-18T14:43:06.962,2.171,97504.672
1574106187098,2019-11-18T14:43:07.098,2.307,97502.516
1574106187233,2019-11-18T14:43:07.233,2.442,97503.484
1574106187369,2019-11-18T14:43:07.369,2.578,97505.125
1574106187504,2019-11-18T14:43:07.504,2.713,97501.695
1574106187640,2019-11-18T14:43:07.640,2.849,97500.875
1574106187776,2019-11-18T14:43:07.776,2.985,97491.727
1574106187911,2019-11-18T14:43:07.911,3.120,97501.695
1574106188047,2019-11-18T14:43:08.047,3.256,97498.266
1574106188183,2019-11-18T14:43:08.183,3.392,97496.953
1574106188318,2019-11-18T14:43:08.318,3.527,97506.109
1574106188454,2019-11-18T14:43:08.454,3.663,97499.570
1574106188589,2019-11-18T14:43:08.589,3.798,97497.281
1574106188725,2019-11-18T14:43:08.725,3.934,97498.266
1574106188862,2019-11-18T14:43:08.862,4.071,97496.953
1574106188998,2019-11-18T14:43:08.998,4.207,97503.125
1574106189133,2019-11-18T14:43:09.133,4.342,97502.180
1574106189269,2019-11-18T14:43:09.269,4.478,97497.445
1574106189404,2019-11-18T14:43:09.404,4.613,97501.695
1574106189540,2019-11-18T14:43:09.540,4.749,97499.203
1574106189676,2019-11-18T14:43:09.676,4.885,97504.797
1574106189811,2019-11-18T14:43:09.811,5.020,97501.828
1574106189947,2019-11-18T14:43:09.947,5.156,97500.875
1574106190083,2019-11-18T14:43:10.083,5.292,97501.359
1574106190218,2019-11-18T14:43:10.218,5.427,97498.266
1574106190354,2019-11-18T14:43:10.354,5.563,97507.047
1574106190489,2019-11-18T14:43:10.489,5.698,97501.828
1574106190625,2019-11-18T14:43:10.625,5.834,97507.531
1574106190761,2019-11-18T14:43:10.761,5.970,97504.438
1574106190896,2019-11-18T14:43:10.896,6.105,97498.875
1574106191032,2019-11-18T14:43:11.032,6.241,97502.313
1574106191169,2019-11-18T14:43:11.169,6.378,97502.313
1574106191303,2019-11-18T14:43:11.303,6.512,97509.656
1574106191440,2019-11-18T14:43:11.440,6.649,97502.797
1574106191576,2019-11-18T14:43:11.576,6.785,97497.570
1574106191711,2019-11-18T14:43:11.711,6.920,97507.047
1574106191847,2019-11-18T14:43:11.847,7.056,97504.109
1574106191983,2019-11-18T14:43:11.983,7.192,97502.438
1574106192118,2019-11-18T14:43:12.118,7.327,97507.531
1574106192254,2019-11-18T14:43:12.254,7.463,97500.641
1574106192390,2019-11-18T14:43:12.390,7.599,97498.875
1574106192525,2019-11-18T14:43:12.525,7.734,97503.250
1574106192661,2019-11-18T14:43:12.661,7.870,97505.406
1574106192798,2019-11-18T14:43:12.798,8.007,97505.867
1574106192932,2019-11-18T14:43:12.932,8.141,97501.492
1574106193069,2019-11-18T14:43:13.069,8.278,97504.922
1574106193205,2019-11-18T14:43:13.205,8.414,97507.172
1574106193340,2019-11-18T14:43:13.340,8.549,97501.953
1574106193476,2019-11-18T14:43:13.476,8.685,97500.797
1574106193612,2019-11-18T14:43:13.612,8.821,97505.406
1574106193747,2019-11-18T14:43:13.747,8.956,97508.969
1574106193883,2019-11-18T14:43:13.883,9.092,97498.516
1574106194018,2019-11-18T14:43:14.018,9.227,97501.953
1574106194154,2019-11-18T14:43:14.154,9.363,97499.336
1574106194290,2019-11-18T14:43:14.290,9.499,97499.492
1574106194425,2019-11-18T14:43:14.425,9.634,97505.539
1574106194561,2019-11-18T14:43:14.561,9.770,97499.492
1574106194697,2019-11-18T14:43:14.697,9.906,97502.438
1574106194832,2019-11-18T14:43:14.832,10.041,97503.742
1574106194968,2019-11-18T14:43:14.968,10.177,97502.109
1574106195103,2019-11-18T14:43:15.103,10.312,97499.000
1574106195239,2019-11-18T14:43:15.239,10.448,97502.922
1574106195376,2019-11-18T14:43:15.376,10.585,97499.492
1574106195510,2019-11-18T14:43:15.510,10.719,97502.563
1574106195647,2019-11-18T14:43:15.647,10.856,97502.922
1574106195783,2019-11-18T14:43:15.783,10.992,97503.742
1574106195918,2019-11-18T14:43:15.918,11.127,97504.719
1574106196054,2019-11-18T14:43:16.054,11.263,97506.844
1574106196189,2019-11-18T14:43:16.189,11.398,97506.844
1574106196325,2019-11-18T14:43:16.325,11.534,97501.250
1574106196461,2019-11-18T14:43:16.461,11.670,97498.188
1574106196596,2019-11-18T14:43:16.596,11.805,97503.875
1574106196732,2019-11-18T14:43:16.732,11.941,97508.641
1574106196868,2019-11-18T14:43:16.868,12.077,97501.750
1574106197003,2019-11-18T14:43:17.003,12.212,97500.922
1574106197139,2019-11-18T14:43:17.139,12.348,97504.359
1574106197274,2019-11-18T14:43:17.274,12.483,97509.578
1574106197410,2019-11-18T14:43:17.410,12.619,97502.688
1574106197547,2019-11-18T14:43:17.547,12.756,97499.125
1574106197683,2019-11-18T14:43:17.683,12.892,97503.047
1574106197818,2019-11-18T14:43:17.818,13.027,97505.172
1574106197954,2019-11-18T14:43:17.954,13.163,97498.766
1574106198089,2019-11-18T14:43:18.089,13.298,97506.969
1574106198225,2019-11-18T14:43:18.225,13.434,97506.156
1574106198361,2019-11-18T14:43:18.361,13.570,97505.297
1574106198496,2019-11-18T14:43:18.496,13.705,97502.688
1574106198632,2019-11-18T14:43:18.632,13.841,97503.664
1574106198767,2019-11-18T14:43:18.767,13.976,97505.297
1574106198903,2019-11-18T14:43:18.903,14.112,97506.609
1574106199039,2019-11-18T14:43:19.039,14.248,97503.172
1574106199174,2019-11-18T14:43:19.174,14.383,97502.359
1574106199310,2019-11-18T14:43:19.310,14.519,97504.969
1574106199447,2019-11-18T14:43:19.447,14.656,97503.664
1574106199581,2019-11-18T14:43:19.581,14.790,97503.297
1574106199718,2019-11-18T14:43:19.718,14.927,97502.359
1574106199854,2019-11-18T14:43:19.854,15.063,97506.766
1574106199988,2019-11-18T14:43:19.988,15.197,97507.578
1574106200125,2019-11-18T14:43:20.125,15.334,97500.688
1574106200259,2019-11-18T14:43:20.259,15.468,97502.484
1574106200396,2019-11-18T14:43:20.396,15.605,97504.609
1574106200532,2019-11-18T14:43:20.532,15.741,97502.359
1574106200668,2019-11-18T14:43:20.668,15.877,97505.922
1574106200803,2019-11-18T14:43:20.803,16.012,97503.789
1574106200939,2019-11-18T14:43:20.939,16.148,97502.844
1574106201074,2019-11-18T14:43:21.074,16.283,97495.469
1574106201210,2019-11-18T14:43:21.210,16.419,97504.281
1574106201346,2019-11-18T14:43:21.346,16.555,97505.102
1574106201481,2019-11-18T14:43:21.481,16.690,97499.875
1574106201617,2019-11-18T14:43:21.617,16.826,97500.359
1574106201754,2019-11-18T14:43:21.754,16.963,97501.664
1574106201888,2019-11-18T14:43:21.888,17.097,97503.430
1574106202025,2019-11-18T14:43:22.025,17.234,97500.813
1574106202159,2019-11-18T14:43:22.159,17.368,97502.977
1574106202296,2019-11-18T14:43:22.296,17.505,97508.203
1574106202432,2019-11-18T14:43:22.432,17.641,97501.305
1574106202567,2019-11-18T14:43:22.567,17.776,97502.977
1574106202703,2019-11-18T14:43:22.703,17.912,97502.125
1574106202839,2019-11-18T14:43:22.839,18.048,97506.531
1574106202974,2019-11-18T14:43:22.974,18.183,97499.672
1574106203110,2019-11-18T14:43:23.110,18.319,97505.711
1574106203245,2019-11-18T14:43:23.245,18.454,97504.047
1574106203381,2019-11-18T14:43:23.381,18.590,97503.102
1574106203517,2019-11-18T14:43:23.517,18.726,97506.203
1574106203652,2019-11-18T14:43:23.652,18.861,97500.977
1574106203788,2019-11-18T14:43:23.788,18.997,97509.141
1574106203925,2019-11-18T14:43:23.925,19.134,97502.734
1574106204059,2019-11-18T14:43:24.059,19.268,97506.656
1574106204196,2019-11-18T14:43:24.196,19.405,97510.125
1574106204332,2019-11-18T14:43:24.332,19.541,97504.531
1574106204467,2019-11-18T14:43:24.467,19.676,97506.203
1574106204603,2019-11-18T14:43:24.603,19.812,97505.836
1574106204739,2019-11-18T14:43:24.739,19.948,97500.734
1574106204874,2019-11-18T14:43:24.874,20.083,97504.172
1574106205010,2019-11-18T14:43:25.010,20.219,97503.719
1574106205145,2019-11-18T14:43:25.145,20.354,97505.148
1574106205281,2019-11-18T14:43:25.281,20.490,97498.125
1574106205417,2019-11-18T14:43:25.417,20.626,97503.352
1574106205552,2019-11-18T14:43:25.552,20.761,97500.734
1574106205688,2019-11-18T14:43:25.688,20.897,97503.023
1574106205824,2019-11-18T14:43:25.824,21.033,97501.227
1574106205959,2019-11-18T14:43:25.959,21.168,97502.656
1574106206095,2019-11-18T14:43:26.095,21.304,97504.328
1574106206230,2019-11-18T14:43:26.230,21.439,97502.531
1574106206366,2019-11-18T14:43:26.366,21.575,97507.398
1574106206503,2019-11-18T14:43:26.503,21.712,97504.453
